	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	580431.8	133756.4	49460.3	7774.4	47010.7	9646.4	49991.1	8195.7	53065.2	9482.1	49263.7	10849	44704.2	13988.1	48997.2	12942.5	47049.4	12553.1	46887	11143.6	54695.8	15059.8	45991.4	11623.5	43315.8	10498.2
INDUSTRIAS AGROPECUARIAS	10855.6	26553.2	457.2	1788.3	1920	1930	1392.8	1542.2	850.9	1951.5	965.6	2141.9	1110.9	2732.9	306.2	2647.9	580.3	2831.1	414.2	2523	1218.7	2243	943.7	2269.4	695	1952.1
ALGODON	5009.4	0	0	0	1474.1	0	923.8	0	534	0	475.1	0	611.3	0	30.1	0	73.5	0	0	0	520.8	0	366.7	0	0	0
ANIMALES VIVOS DE GANADERIA	2.4	1.9	0	0	0	0	0	0	2.4	1.5	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0
ANIMALES VIVOS DIVERSOS	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0
ARROZ	49.1	0	2.5	0	0.9	0	1.8	0	1	0	42.1	0	0.4	0	0.4	0	0.1	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	198.8	744.4	1	30.9	0.1	8.4	0.9	9.5	1	0	0	0	27.5	323.8	20.5	195.8	22.7	36.1	14	0	0.2	0	43.5	0	67.4	140
CARDAMOMO	0	4.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	0	0	0	0
CAUCHO NATURAL (HULE)	1160.6	23303.8	105.8	1465.2	103.6	1706.2	137	1440.1	73.1	1687	39.4	1880.3	33.9	2151.6	90	2323.8	148.4	2657	71.5	2296.2	147.4	1963.1	77	2066.3	133.4	1666.9
CEBOLLA	782.7	0	69.7	0	43.7	0	43.7	0	12	0	9.5	0	41.2	0	28.6	0	31.7	0	47.7	0	135.6	0	176.4	0	142.7	0
