	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	794158.3	215842.4	54075.4	16068.5	52673.5	16618.9	62921.3	16540.9	69473.9	17698	64437.1	16626	71337.3	17816.8	67704.8	16525.3	73679.3	18636.5	71319	18529.7	43643.4	7801.2	91497.5	24424.8	71395.6	28555.8
INDUSTRIAS AGROPECUARIAS	10747.3	49097.1	764.8	3918.2	879.5	3323.4	749.6	3667	1025.9	3255.5	621.2	3076.1	590	3238.2	850.4	4379	742.9	4735.5	1696.3	5304.4	519.4	2042.9	1077.9	6141.5	1229.6	6015.5
AJO	1.4	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
ALGODON	153.6	0	20.3	0	21	0	21.2	0	0	0	22.5	0	23	0	45.6	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DE GANADERIA	0	1294.1	0	0	0	0	0	0	0	0	0	34.6	0	0	0	3	0	398.5	0	632.7	0	1	0	224.4	0	0
ANIMALES VIVOS DIVERSOS	2.4	0	0	0	0	0	0	0	1	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARROZ	68.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.1	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	68.5	423.5	0	0	0	0	0	0.2	0	0	3.5	0	0.4	109.2	32.1	305.2	6.4	4.2	17.8	4.2	0	0.5	6.4	0	1.9	0
CAFE	0.1	1460.8	0	0	0	0	0	201.4	0.1	0	0	369.8	0	437.5	0	343	0	0	0	109.1	0	0	0	0	0	0
CARDAMOMO	0	0.6	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	2908.8	43742.2	309.4	3392.9	313.3	2852.5	223.8	3198.3	383.2	3015.7	159.1	2536.2	187.2	2647	171.1	3564.6	124.9	4311.3	179.9	4494	146.2	1952.7	325.3	5865.8	385.4	5911.4
CEBOLLA	884.4	2.9	31.2	0	8.5	0	0	0	0	0	28.7	0	72.6	2.9	135	0	140.6	0	96.2	0	81.3	0	147.3	0	143.1	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	134.5	12.5	0	0	0	0	0	0	3.4	0	19.6	0	0	0	80.4	12.5	31	0	0	0	0	0	0	0	0	0
ESPECIAS	99.9	38.6	6.1	0	9.6	0	0	0	18.7	0	2.1	17	12.5	0	2.3	0	15.7	0	2.1	0	3.8	21.6	12.1	0	14.9	0
FLORES Y FOLLAJES	2.5	1.6	0	0.5	1.6	1.1	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
FRIJOL	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.1	0	0.1	0	0	0	0.1	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	2955.2	6.5	246.5	0	215.5	0	167.1	0	168.4	0	173.8	0	193	0	236.9	0	217.1	0	343	6.5	220.3	0	273.7	0	499.8	0
LEGUMBRES Y HORTALIZAS	72.8	356.3	12	122.7	27.4	78.8	17.6	29.5	4.9	33.7	1.5	0	2.5	6.4	0.3	0	0.4	6.3	2.1	0.5	0.7	15.5	2.8	17.7	0.6	45.1
MAIZ	1436.3	399	0	0	74.1	0	11.5	118.4	295.7	143	12.4	97.3	0	0	12.4	12	12.4	0	905.1	0	17.7	0	0	0	95	28.3
MANZANA	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	352.7	48.5	4.2	0	91.8	11.5	10.7	0	6.9	0	35.2	3.1	15.5	11.2	80.6	6.7	31.4	9.8	10.4	6.2	2.4	0	60.3	0	3.4	0
PAPA	4.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6	0
PIMIENTA	210.2	0	12.7	0	6.3	0	20.1	0	16.7	0	22.5	0	11.6	0	4.7	0	5.7	0	16.4	0	10.5	0	65.6	0	17.3	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	1255.1	5.4	122.4	0	110.3	0	141.7	0	126.8	0	137.7	0	71.7	0	48.6	0	88.2	0	123.3	0	36.5	0	184.4	5.4	63.4	0
SEMILLA DE AJONJOLI	0	1304.1	0	402.1	0	379.5	0	119.2	0	62.5	0	18.1	0	23.8	0	132.1	0	5.3	0	51.1	0	51.6	0	28.2	0	30.6
TABACO EN RAMA O SIN ELABORAR	135.8	0	0	0	0	0	135.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIGO	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	700813.5	156786.8	48100.4	12100	47049.6	13014.2	55780.2	12809.7	61179.7	14287.4	56177.5	13437.2	63353.8	14493.4	60976.9	12010	65622.7	13840.1	59675.8	13187.6	39420.3	5664.2	81588.5	18246	61888.1	13697
ABONOS Y FERTILIZANTES	2115.2	39.3	78.9	0	39.5	2.2	1207.7	0	65	0	30.9	0	38.8	0	13.6	3.3	152.7	0	125.6	0	65.5	14	95.4	19.9	201.8	0
ACEITE DE SEMILLA DE ALGODON	5.3	24.8	0.3	2.1	0.5	2.6	0.9	2.2	0.6	0	0.6	1.5	0.4	2.1	0.2	2.5	0.4	2.6	1.1	2.7	0.2	2.6	0	3.1	0.1	0.8
ALIMENTOS PREPARADOS PARA ANIMALES	3699.1	188.3	398.7	0	162	0	203.1	23	219.4	0	257.7	23	370.3	23	267.1	65.6	441.5	23	220.3	30.7	291.3	0	586.1	0	281.6	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	17669.5	178.6	717.9	0	949.6	4	862.2	0.6	1312.8	0.5	1427.7	45.2	1031.5	93.7	1316.1	1.2	2001.3	0.8	1383.7	29.9	849	0.7	2428.8	0.9	3389	1.2
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	247.8	14.7	0.6	0	22.6	0	44.9	12.1	55.7	0.4	1.3	0.2	1.9	0	34	0.3	17.6	0.1	3.2	1	0.6	0	38.9	0.3	26.5	0.2
APARATOS TRANSMISORES Y RECEPTORES	11783.8	42.4	2828.4	0	277.3	0.8	1269.3	0.2	596.3	0.5	70.4	2	224.4	1.1	567.8	1.4	1083.7	8.7	1477.1	1.3	1702.6	20.7	1287.7	5.5	398.9	0.3
ARMAS Y MUNICIONES	482	0	6.7	0	5.5	0	0	0	0	0	120.7	0	145.7	0	60.5	0	0	0	104.5	0	35.8	0	0	0	2.5	0
ARTICULOS DE VESTUARIO	2568.1	6500.7	137.3	303.2	75.7	433.2	100.5	152.2	381	337.5	126.3	272.4	602.1	1283.6	97.4	861.9	126.5	463.3	181.5	823	185.5	663.1	286.8	546.3	267.6	361
