	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	1542578.6	448492.3	95515.6	30641.6	104521.7	41489.8	127708.6	61132.2	123151.7	41553	135512.1	36834.1	138931.2	30099.6	128819.7	33228.6	131068.4	29491.8	126384.7	28472.2	146066.1	36069.3	148420.9	38834.9	136477.9	40645.3
INDUSTRIAS AGROPECUARIAS	30741.7	97325.5	1724	6413.9	972	7906.1	1633	8378.3	2064.4	5366.9	5050.3	6990.4	1654	7844.6	2097.7	7966	1656.5	8019.3	1269.8	7472.5	5465.1	8723.4	2083.4	10303.7	5071.4	11940.4
AJO	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	1	0	0.9	0	0.8	0
ALGODON	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
ANIMALES VIVOS DE GANADERIA	258	25	39.5	0	37.6	0	0	0	0	0	0	0	0	16.5	147	4	14.3	0	0	4.5	0	0	19.2	0	0.4	0
ANIMALES VIVOS DIVERSOS	186.1	0	8.9	0	7.1	0	8	0	35.2	0	29.4	0	2.9	0	2.5	0	2.9	0	19.4	0	16.8	0	8.9	0	44.1	0
ARROZ	1.1	0	0	0	0	0	0.3	0	0.3	0	0.1	0	0	0	0.1	0	0.2	0	0.2	0	0	0	0	0	0	0
BANANO	128.7	0	6.4	0	0	0	0	0	0	0	43.4	0	65.1	0	7.2	0	0	0	6.6	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	236.5	264.4	11.1	15.8	3.5	13.1	0.2	6	6.4	28.2	4.3	5.1	11.5	159.6	80.5	16.7	70.1	0	37.6	8	0.9	3.5	10.3	4.2	0	4.2
CAFE	0	1023	0	0	0	0	0	50.6	0	122.4	0	102	0	171.6	0	209.9	0	295.2	0	71.2	0	0	0	0	0	0
CARDAMOMO	0	20.9	0	0	0	0	0	0	0	0	0	10.2	0	10.6	0	0	0	0	0	0	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	8824.2	85523.3	614.3	5742.6	648.9	6810.2	786.9	6896.9	645.3	4003.5	649.1	5787.2	504.9	6996.4	576.9	7257.3	628.8	7236.1	590	6810	713.6	7972.9	1235.7	9228.4	1229.9	10782
CEBOLLA	2873	44.9	66.1	0	0	0	0	39.3	67.2	5.6	224.3	0	388.8	0	434	0	430	0	270.9	0	357.1	0	353.4	0	281.3	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	20.2	2	9.1	0	9.3	0	0.1	0	1.6	0	0.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ESPECIAS	87.8	4.9	36.9	0	0	0	3.4	0	7.7	0	1.6	0	3.5	0	5.5	0	1.3	0	2.8	0	11.6	0	7.1	0	6.5	4.9
FLORES Y FOLLAJES	21.9	7.4	0.1	0	0	3	0	0	2.3	0	9.4	0	0	0	0	0	0	0	0	0	9.1	0	0	4.5	1.1	0
FRIJOL	6.7	0.1	0	0	0	0	0	0.1	2.3	0	0	0	0	0	1.3	0	0	0	0.3	0	2.9	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	2428.8	100	174.3	0.7	152.5	0.7	191	15.6	223.2	47.2	86.7	6.2	156.7	4.3	531	9	231.2	0	69.6	9.9	223.4	0.8	182.2	5.7	207	0
HUEVOS DE AVES	0.5	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
LEGUMBRES Y HORTALIZAS	563.8	8039	22	593.4	24.4	918.2	47	1232.5	53.1	1044.4	50.8	822	70.5	233.8	39.3	231.8	49.9	125.7	40.2	232.5	63.3	535.3	57.5	936.4	46	1133.1
MAIZ	2399	901.8	439.5	0	26.2	0	436.2	137.4	833.7	64.6	319.7	137.2	55.7	175.4	2.1	148.7	42.3	0	160.2	154	22.6	70.4	29.1	0	31.6	14.1
MANZANA	0.4	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	797.6	11.3	12	0	21.6	5.7	82.4	0	114.1	0	101.6	0	141.7	0	153.3	0	143.3	5.7	17	0	2	0	2.7	0	5.8	0
PAPA	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0
PIMIENTA	261.2	13.7	4.6	2.6	8.5	2.5	17.5	0	15.6	0	24.5	0.7	10.7	0	15	0	16.9	1.7	16.7	2.1	79.5	0	40.9	2.1	10.9	2.1
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	339	53.1	39.2	0	29.9	0	9.2	0	9.9	0	34.6	0	35.2	15.1	48.4	0	18.3	0	36.9	18.8	22.4	0	48.7	19.2	6.3	0
SEMILLA DE AJONJOLI	1040.7	1290.7	239.2	58.8	0	152.8	50.1	0	44.6	50.9	0	120	0	61.3	0	86.6	0	354.9	0	161.5	50.5	140.6	72.1	103.3	584.2	0
TABACO EN RAMA O SIN ELABORAR	113.5	0	0	0	0	0	0	0	0	0	0	0	113.5	0	0	0	0	0	0	0	0	0	0	0	0	0
TOMATE	213.2	0	0.8	0	2.6	0	0.6	0	1.5	0	38.7	0	93.2	0	53.8	0	6.9	0	0	0	0	0	14.5	0	0.6	0
TRIGO	9931.3	0	0	0	0	0	0	0	0	0	3432	0	0	0	0	0	0	0	0	0	3888.4	0	0	0	2610.9	0
YUCA	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	2	0
INDUSTRIAS MANUFACTURERAS	1316673.3	348787.9	79730.3	23915.2	90684.8	33568.3	112706.2	52493.4	101331.9	36021.8	113186	29706.4	113845.4	22225.5	112994.9	25096.6	118489.6	21457.8	102058.7	20976.2	126308.4	27246.7	131978	28398.5	113359.2	27681.6
