	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	1950151.4	435359.1	135900.5	41893	141074.4	27786.5	163379.7	32590.9	164742	32355.7	185181.3	37618.2	152861.5	31390.7	180106.8	43193	159643.5	37740.1	167970.2	38844.7	168164.8	41979.6	183613.5	36905.4	147513.2	33061.4
INDUSTRIAS AGROPECUARIAS	35493.7	68980.8	2444.2	6263.4	3229.9	5810.9	2241.8	4722.9	2222.2	4925.1	2287.3	5769.3	1853.6	4862.3	7533.9	6820.1	1354.2	7182.9	1294.3	5943.8	1866.2	5199.1	7778.5	6218.1	1387.4	5262.8
ALGODON	2826.2	0	310.3	0	534.6	0	607.6	0	149	0	493.5	0	93.2	0	76.5	0	303.8	0	74.7	0	71.7	0	36.2	0	75.2	0
ANIMALES VIVOS DE GANADERIA	540.7	1.5	71.3	0	45.6	0	37.9	0	57.2	1.5	61.5	0	68.7	0	49.4	0	22	0	24.5	0	60.8	0	8	0	33.7	0
ANIMALES VIVOS DIVERSOS	157.6	0	10.6	0	27.6	0	1.3	0	10	0	15.6	0	1.8	0	8.1	0	17.6	0	21.2	0	15.7	0	12.8	0	15.4	0
ARROZ	9.6	0	0	0	4.8	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANANO	5.9	14.9	0	0	0	0	0	0	0	0	0	0	0	14.9	0	0	2	0	0	0	2	0	0	0	2	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	576.4	7.9	0	0	34.3	0	9.4	3	20.4	0	131.5	3	134	0	93.2	0	132.5	0	0	0	15.5	0	3	1.9	2.5	0
CAFE	0	1635.5	0	0	0	2.5	0	180	0	51.5	0	255.3	0	240.9	0	286.6	0	341.4	0	207.8	0	69.4	0	0	0	0
CARDAMOMO	0	1.3	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0
CAUCHO NATURAL (HULE)	5354.3	62021.7	863.3	6057.2	1110.5	5404	591.4	4013.3	413.8	4492	415.1	5169.2	265.1	4529.2	301.8	5866.8	161.2	5807.7	279.2	5285.3	505.6	4854.6	375.7	5614.7	71.7	4927.7
CEBOLLA	2615.8	0	239.2	0	38.3	0	6.5	0	51.7	0	305.5	0	340.6	0	329.8	0	247.9	0	198.8	0	258.5	0	300.4	0	298.4	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	24.6	0	0	0	0	0	0	0	0	0	0	0	24.6	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	199.4	127.1	9.7	7.2	33.8	17.3	16	15.1	11.9	14.6	25.3	0.6	20.2	26	0	6.4	9.4	4.7	3.7	0.3	26.3	21	35.8	5.1	7.3	8.9
FLORES Y FOLLAJES	9.7	0	0.8	0	4.5	0	1.7	0	0	0	1.1	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	0
FRIJOL	38.3	579.2	0	0	0	58.3	0	11.8	0	1.6	0	59	0	48.3	0	0	6.4	0	19.1	0	12.8	49.5	0	254.7	0	96
"FRUTAS FRESCAS, SECAS O CONGELADAS"	3890.1	516.5	265.4	3.5	358.6	58.9	253.7	12.9	273.9	45	271.4	0	264.7	0	423.1	41.5	158.7	60.9	363	198.5	370	53.7	565.6	41.5	322	0
HUEVOS DE AVES	3.5	0	0	0	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0
LEGUMBRES Y HORTALIZAS	1232.7	1465.1	83.8	86.2	78.4	185.6	102.1	359.5	65.5	204.9	113.2	225.3	125.2	0	112.7	34.6	80.6	0.6	124.1	0	148.7	0	100.6	233.4	97.6	135
MAIZ	3946.8	53.4	513.8	0	758.2	0	470.3	0	1019.6	0	213.2	53.4	268.4	0	4.5	0	4.4	0	29	0	199.8	0	125.1	0	340.6	0
MATERIAS VEGETALES	37.4	0	6.9	0	3.4	0	0	0	10.7	0	0	0	0	0	3.5	0	0	0	0	0	0	0	6.7	0	6.3	0
MIEL DE ABEJAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
