	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	1915674	550105.2	135090.7	64659.6	166811.6	43123.2	162237.2	45489.3	147077.2	35004.3	175256.8	42318	172235.5	42166.4	151044.5	35192.7	164592.1	51313.4	145124.8	50736.4	185966.5	47383.6	167099.6	55146.3	143137.5	37572
INDUSTRIAS AGROPECUARIAS	50276.4	99423.3	1900	8485.9	2470.5	8752.3	3883.4	8719.7	3146.9	6521.4	2622.1	9715	8539	9811.1	2972.7	9926.2	2633.6	8972.1	2115.6	7949.8	2478.4	6751	14246.1	7862.1	3268.1	5956.7
AJO	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
ALGODON	3225.1	99.1	41	0	255.6	0	192	0	490.6	0	319.8	0	336.6	99.1	236.9	0	269.4	0	41.8	0	82	0	280	0	679.5	0
ANIMALES VIVOS DE GANADERIA	180	0	47.2	0	25.9	0	0	0	36.1	0	0	0	24.5	0	0	0	0	0	0	0	13.8	0	11.2	0	21.2	0
ANIMALES VIVOS DIVERSOS	132.5	0	21.3	0	8.5	0	8	0	3.6	0	6.6	0	1	0	13.2	0	1.5	0	25.3	0	7.5	0	24.7	0	11.4	0
ARROZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANANO	48.1	0	0	0	0	0	0	0	0	0	25.9	0	0	0	0	0	0	0	6.9	0	0	0	15.3	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	438.7	68.4	5	8.9	0	6.5	0.1	10.5	5.1	3.5	71.3	3.2	20.9	6.6	208.4	3.5	12.9	6	48.4	2	52.3	8.1	8	4.7	6.3	5
CAFE	0	2368.1	0	0	0	265.8	0	272.3	0	185.6	0	734.1	0	410.5	0	400.7	0	99.1	0	0	0	0	0	0	0	0
CARDAMOMO	0	14.2	0	0	0	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	11321.1	93437.8	1200.9	7814.7	1189	7976	1176.8	7987	902.7	5988	945.8	8582.4	797.2	9166.7	812.4	9384.4	1157.5	8701	546.4	7823.3	793.9	6732.9	797.3	7459.8	1001.1	5821.7
CEBOLLA	3376.1	0	261.8	0	77.1	0	120.3	0	92.6	0	194.6	0	382.1	0	512.8	0	333.6	0	272.4	0	406.4	0	371.7	0	350.6	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	73.7	194.4	0	5	9.1	0	10.6	0.2	4.2	87	7.7	96.9	3.7	0	10.5	0.1	1	0.1	2.6	4	12.7	1.2	6.9	0	4.8	0
FLORES Y FOLLAJES	6.6	0	0	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRIJOL	0	255	0	79.2	0	87.2	0	53.4	0	0	0	0	0	0	0	0	0	35.3	0	0	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	3081	35.4	171.4	0	73.4	0	51.5	1	90.3	2.9	84.6	13.5	299.4	8	709.9	6.1	535.7	1.9	263	2	277.7	0	281.2	0	242.7	0
HUEVOS DE AVES	5.7	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	2.5	0
LEGUMBRES Y HORTALIZAS	914.5	1608.6	62.6	577.8	66	336.6	49.5	131.4	52.5	134.5	55	84.9	85.9	88.7	148	48.6	55.1	50.4	121.5	18.9	111.3	1.7	47.7	38.7	59.5	96.5
MAIZ	5200.8	81.6	7.5	0	648.5	0	1795.6	0	44.7	0	141.7	51	50.4	30.6	29.9	0	45.2	0	669.4	0	460.5	0	539.9	0	767.4	0
MANZANA	27	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0
MATERIAS VEGETALES	0.1	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	64.9	0	0	0	0	0	0	0	64.5	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	1384.1	0	28.2	0	48.9	0	124.9	0	186	0	212.3	0	185.6	0	181.1	0	152.6	0	31.7	0	87.9	0	59.9	0	85	0
PIMIENTA	328.2	19.6	3.1	0.3	0	2.2	1.8	0.4	24.9	0	77.3	1.5	5.8	0.9	18.8	1.9	19.5	1.3	44.6	1.7	30.1	6.1	67	2	35.5	1.2
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	486.7	3	12.1	0	68	0	52.6	0	32.5	0	33.9	0	14.9	0	63.4	0	20.5	0	41.5	1.9	32.8	1.1	113.7	0	0.8	0
SEMILLA DE AJONJOLI	37.9	1238	37.9	0	0	70.4	0	263.6	0	120	0	147.5	0	0	0	81	0	77	0	89.2	0	0	0	356.8	0	32.4
TABACO EN RAMA O SIN ELABORAR	1989.9	0	0	0	0	0	299.5	0	1107.3	0	445.6	0	0	0	0	0	28.6	0	0	0	108.9	0	0	0	0	0
TOMATE	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIGO	17952.7	0	0	0	0	0	0	0	0	0	0	0	6331	0	0	0	0	0	0	0	0	0	11621.7	0	0	0
INDUSTRIAS MANUFACTURERAS	1631217.8	447651.9	120044.9	55937.9	129499.5	34096	129173.5	36559.2	122968.6	28036.5	141183.9	32212.7	142875.3	32193.2	135992.5	25024.2	148026.2	42129.3	126277.6	42551.3	169832.2	40509.9	138397.8	47165.9	126945.9	31235.9
ABONOS Y FERTILIZANTES	16604	66.6	140.5	0	233.8	0	377.8	0	2801.8	0	724.6	0	6526	0	431.6	0	199.1	0	482.3	0	4051.1	41	387.7	9	247.8	16.6
ACEITE DE SEMILLA DE ALGODON	2.2	0	0	0	0	0	0	0	0	0	1.5	0	0.5	0	0.2	0	0.1	0	0	0	0	0	0	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	12506	2.6	1128.2	0	1009.1	0	957.5	0	1100	0	976.2	0	1014.4	0	954.3	0	1382	0	723.9	0	1138.2	0	1119.3	2.6	1003	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	44783.6	694.7	2977.2	62.2	4904.5	57.8	3836.8	119.3	3751.8	27.2	3446	50.9	3169.5	38	3789.5	51.9	4342.4	49	3633.1	72.7	3980.6	82.9	3582.7	21.1	3369.5	61.6
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	12792	30.4	159.8	0.2	290.2	0.8	435.1	0.4	438.2	1.6	402.6	0.4	289	0.7	1014.1	3	1525	0.2	5498.5	2.2	1435	0.8	817.4	2.6	487	17.5
APARATOS TRANSMISORES Y RECEPTORES	26190.2	155	1636.1	143.3	3732.6	0.3	2456.9	0.2	1264.4	0.2	3602.3	0.4	3532.2	1.3	1926.8	1.7	2740.1	0.4	608.5	5.3	1771.6	1.3	1565.2	0.7	1353.4	0
ARMAS Y MUNICIONES	557.8	0	4.1	0	42.7	0	0	0	0	0	170	0	0	0	0	0	125	0	4.3	0	0	0	4.5	0	207.3	0
ARTICULOS DE VESTUARIO	10948.7	4253	809.7	106.8	771	571.5	828.3	47.8	830.5	82.4	934.7	1215.5	1084.9	120.7	738	296.9	1292.5	591.5	837.3	374.7	1129.3	649.6	835.2	39.4	857.4	156.4
AVES DE CORRAL BENEFICIADAS	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
AZUCAR	0	42369.5	0	32519.9	0	621.9	0	527.7	0	473.9	0	1142	0	1645.9	0	712.1	0	1172.2	0	1118.6	0	1312.6	0	798.1	0	324.4
AZUCARES Y ARTICULOS DE CONFITERIA	26832.6	12822.3	1811.9	838.1	2163	1076.1	2459	800.3	2030.9	696.2	1907.9	635.7	2333.9	714.5	2075.7	916.1	2917.3	1130.1	1508.1	1800.5	3138.9	1742.7	2683	1572.6	1803.2	899.5
