	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	666488.2	208359.5	48783.3	12891.9	51326.9	18276.4	61870.6	18393.1	53281.3	13642.6	52949.4	14801.3	51839.6	16340.1	53994	16374.6	55198.8	16715.8	53832	15073.3	63044.8	16611.2	63103.1	19788.9	57264.3	29450.3
INDUSTRIAS AGROPECUARIAS	12929.3	45163.9	701.7	2147.8	1558.7	3143.3	1483.2	4252.9	960.5	3062.7	1934.9	3306.3	595	3817.3	929.8	4176.2	861.7	4039.6	734.6	3882.1	1067.9	4565.2	1226.3	4325.1	874.9	4445.3
AJO	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0
ALGODON	3757.4	0	34.1	0	864.9	0	418.4	0	534.2	0	1357.3	0	28.6	0	26.7	0	53.4	0	58.4	0	338.9	0	21.2	0	21.3	0
ANIMALES VIVOS DE GANADERIA	61.9	3	34.6	0	2.2	0	8.7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	16.4	0	0	0
ANIMALES VIVOS DIVERSOS	12.5	0	0	0	3.2	0	9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0
ARROZ	414.8	0	0	0	0	0	0	0	0	0	0	0	0	0	94.7	0	153.9	0	166.1	0	0	0	0	0	0	0
BANANO	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	493.3	559.4	84.5	0	83.3	0	5	0.4	15.3	0	55.7	0	27	396	72.3	158.4	33.8	4.6	66.1	0	49	0	1.3	0	0	0
CAFE	0	89.8	0	0	0	0	0	0	0	54.4	0	0	0	22.5	0	0	0	0	0	12.9	0	0	0	0	0	0
CARDAMOMO	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0
