,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"1,858,880.40","512,753.30","120,810.50","33,264.00","134,491.30","38,086.90","166,842.10","38,901.60","132,649.70","36,654.90","172,953.20","41,945.00","154,501.40","38,817.50","164,714.60","37,348.00","175,113.90","38,384.40","157,250.30","56,015.90","156,335.20","46,789.80","178,131.10","43,801.50","145,087.10","62,743.90"
INDUSTRIAS AGROPECUARIAS,"43,458.70","128,880.30","2,206.20","8,671.40","1,816.70","12,201.70","2,661.40","12,555.60","2,663.60","12,711.60","2,261.00","11,949.20","8,623.70","10,148.20","2,227.60","8,966.90","2,437.20","9,108.70","2,298.10","13,005.30","11,513.80","10,761.80","2,525.70","9,107.90","2,223.90","9,691.90"
AJO,6.00,0,0.4,0,0.00,0,0,0,0,0,0.2,0,0.6,0,0.8,0,0.8,0,1.2,0,1,0,0.9,0,0.2,0
ALGODON,355.60,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,49.6,0,47,0,258.9,0
ANIMALES VIVOS DE GANADERIA,493.80,8.10,0,0,182.4,0,9.5,3.6,52.5,0,70.9,3,10.3,0,0,0,27.6,1.5,51.7,0,19.7,0,69.3,0,0,0
ANIMALES VIVOS DIVERSOS,232.9,0.10,25,0,71,0,8.7,0,20.5,0,2.1,0,6.3,0,5.1,0,19.1,0,28.9,0,10.8,0,22.8,0,12.8,0.1
ARROZ,0.20,0.00,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
BANANO,15.20,2.00,0,0.00,0,0,0,0,7.9,2,0,0,7.4,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",706.10,76.70,5.5,4.90,2.9,9.00,6.1,0.00,10.6,15.20,87.4,4.00,345.8,9.20,81.3,1.10,59.4,11.10,57,7.20,14.5,3.80,32.2,3.80,3.5,7.30
CAFE,0.90,"1,880.20",0.00,0.00,0.00,91.80,0.00,"1,173.50",0.00,0.00,0,169.10,0,0.00,0.9,0.00,0.00,171.00,0,0.00,0,0.00,0.00,274.70,0.00,0.00
CARDAMOMO,0.00,23.80,0,0.00,0,9.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,5.40,0,0.00,0.00,8.80
