,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
VEHICULOS Y MATERIAL DE TRANSPORTE,"2,714.30","93,389.10",75.80,"5,300.60",67.30,"4,330.20",73.80,"8,038.50",15.50,"12,026.10",215.50,"7,087.80",81.10,"7,851.10",207.50,"9,213.80",25.70,"9,866.10",23.70,"7,108.00",150.70,"5,133.10",688.80,"9,452.40","1,088.90","7,981.50"
VIDRIO Y SUS MANUFACTURAS,39.50,"10,583.90",0.40,"1,263.50",0.10,"1,048.60",0.30,716.70,0.20,710.9,1.60,673.90,0.20,741.50,1.40,"1,143.40",31.40,"1,022.90",0.90,804.8,0.20,850.90,1.60,"1,012.40",1.30,594.50
INDUSTRIAS EXTRACTIVAS,"5,554.90","160,443.30",299.80,"10,817.60",253.20,"11,917.70",61.90,"8,912.30",593.50,"14,417.60",810.90,"11,553.80",390.90,"15,070.10",198.80,"14,773.80",655.40,"16,272.00",829.50,"11,155.50",898.50,"7,318.40",375.90,"19,913.30",186.70,"18,321.20"
ALUMINIO,192.00,"37,462.50",14.60,"4,771.20",31.60,"3,213.70",10.70,"4,092.50",15.80,"2,582.30",7.90,"3,896.00",15.80,"4,207.80",13.40,"3,411.90",24.00,"4,148.70",12.70,"2,490.80",12.10,"1,657.90",15.00,"1,818.50",18.40,"1,171.20"
ASFALTO,0.00,46.90,0.00,0,0.00,3.20,0.00,2.10,0.00,2.80,0.00,0.00,0.00,0.00,0.00,10.60,0.00,2.1,0.00,6.40,0.00,0,0.00,4.20,0.00,15.70
CEMENTO,0.00,"1,528.70",0.00,149.00,0.00,237.10,0.00,104.10,0.00,100.30,0.00,132.30,0.00,130.40,0.00,32.90,0.00,137.20,0.00,188.70,0.00,112.40,0.00,72.20,0.00,132.10
COBRE Y SUS MANUFACTURAS,132.40,980.00,0.10,68.10,66.10,29.00,0.00,200.20,0.00,120.00,0.00,60.30,0.00,40.80,0.00,33.50,0.00,128.60,0.00,49.20,0.00,170.50,0.00,43.10,66.10,36.80
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA),143.00,227.30,105.10,15.20,5.50,8.40,5.50,8.30,9.70,22.20,3.80,14.20,2.60,41.20,5.10,27.00,0.20,22.20,3.10,7.70,0.00,0.00,2.40,34.30,0.00,26.60
DIESEL,13.10,0.00,0.00,0.00,13.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
ESTA&O,24.70,30.30,0.00,2.30,0.00,2.5,0.00,1.8,0.00,3,0.00,4.2,0.00,1.7,0.00,1.80,0.00,2.80,9.30,4.80,0.00,2.00,0.00,0.90,15.40,2.50
GASES INDUSTRIALES,256.20,"11,126.00",4.70,990.1,25.20,"1,026.40",0.00,"1,185.60",24.80,"1,034.30",29.60,862.7,24.60,821.90,24.30,815.20,24.00,"1,064.20",24.00,649.4,24.80,668.8,25.10,936.5,25.10,"1,070.80"
GASOLINA,0.00,60.80,0.00,0.00,0.00,4.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.00,0.00,0.00,0.00,0.00,22.50,0.00,16.90
GAS PROPANO,153.90,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,153.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
HIERRO Y ACERO,"1,812.10","48,896.70",0.00,"1,889.60",0,"4,208.30",8.80,"1,301.10",352.3,"5,434.20",706.30,"3,916.70",16.3,"7,540.00",0.00,"4,075.50",61.10,"7,224.60",407.1,"2,909.90",0,"2,269.20",260.20,"2,782.70",0.00,"5,344.80"
KEROSENE,0.00,29.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.70,0.00,0.00
MAGNESIO,0.00,47.7,0.00,0,0.00,6.9,0.00,7.6,0.00,0.1,0.00,6.6,0.00,0.2,0.00,0.7,0.00,7.3,0.00,0,0.00,6.4,0.00,10.5,0.00,1.4
MARMOL,44.90,16.50,44.90,0,0.00,0.2,0.00,5.2,0.00,0,0.00,0,0.00,0.2,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10.8,0.00,0
NIQUEL,1.20,6.30,1.20,0,0.00,1,0.00,0,0.00,0.00,0.00,0,0.00,1.4,0.00,0.1,0.00,0.00,0.00,1.8,0.00,0,0.00,0,0.00,2.1
OTROS DERIVADOS DE PETROLEO,800.30,"6,598.20",0.00,295.20,0.00,655.60,0.00,478.60,0.00,800.00,0.00,583.90,0.00,393.00,0.00,662.70,0.00,713.60,0.00,401.00,800.30,432.00,0.00,697.80,0.00,484.80
OTROS METALES COMUNES,0.00,1.20,0.00,0.30,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
PETROLEO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0.40,91.10,0.00,11.60,0.00,2.70,0.00,0.90,0.00,20.60,0.00,5.00,0.00,6.10,0.00,9.90,0.00,15.60,0.00,2.00,0.00,7.00,0.40,7.80,0.00,2.10
PLOMO,112.00,183.80,0.00,3.3,0.00,49.2,0,0,112.00,0,0.00,47.7,0.00,0,0.00,0.9,0.00,22.30,0.00,52.5,0.00,7.7,0.00,0.3,0.00,0
PRODUCTOS MINERALES DIVERSOS,582.10,"13,608.30",33.00,976.3,64.3,728,31.40,769.1,53.60,"2,396.20",34.30,"1,018.70",32.5,905.8,66.00,830.8,48.70,851.7,81.4,930.8,35.2,813.8,49.1,"2,551.70",52.6,835.5
ZINC,411.10,"11,404.30",94.30,691.80,26.70,931.50,0.00,751.60,0.00,337.20,0.00,889.90,89.90,957.30,31.60,569.80,37.80,"1,795.90",130.80,592.50,0.00,"1,159.80",0,"1,871.00",0.00,856.00
PRODUCTOS NO ESPECIFICADOS,875.40,"28,096.70",2,953.6,20.60,809.9,5.50,0.9,25.3,"1,564.30",29,115.5,55.4,3.6,58.4,"4,290.30",459.60,120.6,160.9,"2,868.10",26.00,10.90,23.60,"9,036.90",9,"8,322.00"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
