,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"1,950,151.40","435,359.10","135,900.50","41,893.00","141,074.40","27,786.50","163,379.70","32,590.90","164,742.00","32,355.70","185,181.30","37,618.20","152,861.50","31,390.70","180,106.80","43,193.00","159,643.50","37,740.10","167,970.20","38,844.70","168,164.80","41,979.60","183,613.50","36,905.40","147,513.20","33,061.40"
INDUSTRIAS AGROPECUARIAS,"35,493.70","68,980.80","2,444.20","6,263.40","3,229.90","5,810.90","2,241.80","4,722.90","2,222.20","4,925.10","2,287.30","5,769.30","1,853.60","4,862.30","7,533.90","6,820.10","1,354.20","7,182.90","1,294.30","5,943.80","1,866.20","5,199.10","7,778.50","6,218.10","1,387.40","5,262.80"
ALGODON,"2,826.20",0,310.3,0,534.60,0,607.6,0,149,0,493.5,0,93.2,0,76.5,0,303.8,0,74.7,0,71.7,0,36.2,0,75.2,0
ANIMALES VIVOS DE GANADERIA,540.70,1.5,71.3,0,45.6,0,37.9,0,57.2,1.5,61.50,0,68.7,0,49.4,0,22,0,24.5,0,60.8,0,8,0,33.7,0
ANIMALES VIVOS DIVERSOS,157.60,0.00,10.6,0,27.6,0,1.3,0,10,0,15.6,0,1.8,0,8.1,0,17.6,0,21.2,0,15.7,0,12.8,0,15.4,0
ARROZ,9.6,0.00,0,0,4.8,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,5.90,14.90,0,0,0,0,0,0,0,0,0,0,0,14.9,0,0,2,0,0,0,2,0,0,0,2,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",576.40,7.90,0,0.00,34.3,0,9.4,3,20.4,0,131.5,3,134,0.00,93.2,0.00,132.5,0.00,0,0.00,15.5,0.00,3,1.90,2.5,0
CAFE,0.00,"1,635.50",0,0.00,0,2.50,0,180.00,0,51.50,0,255.30,0,240.90,0,286.60,0,341.40,0,207.80,0,69.40,0,0.00,0,0.00
CARDAMOMO,0.00,1.30,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0,0.00,0,0.60,0.00,0.00,0.00,0.00
CAUCHO NATURAL (HULE),"5,354.30","62,021.70",863.3,"6,057.20","1,110.50","5,404.00",591.4,"4,013.30",413.8,"4,492.00",415.1,"5,169.20",265.1,"4,529.20",301.8,"5,866.80",161.2,"5,807.70",279.2,"5,285.30",505.6,"4,854.60",375.7,"5,614.70",71.70,"4,927.70"
CEBOLLA,"2,615.80",0.00,239.20,0.00,38.30,0.00,6.50,0.00,51.70,0.00,305.50,0.00,340.60,0.00,329.80,0.00,247.90,0.00,198.80,0.00,258.50,0.00,300.40,0.00,298.40,0.00
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",24.60,0.00,0,0.00,0,0,0,0,0,0.00,0,0,24.6,0,0,0,0,0,0,0,0,0.00,0,0,0,0
ESPECIAS,199.40,127.1,9.70,7.2,33.80,17.3,16,15.1,11.90,14.6,25.30,0.6,20.20,26,0.00,6.4,9.40,4.7,3.70,0.3,26.30,21,35.80,5.1,7.30,8.9
FLORES Y FOLLAJES,9.70,0.00,0.8,0,4.5,0,1.7,0,0,0,1.1,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0
FRIJOL,38.30,579.20,0,0,0,58.3,0,11.8,0,1.6,0,59,0,48.3,0,0,6.4,0,19.1,0,12.8,49.5,0,254.7,0,96
"FRUTAS FRESCAS, SECAS O CONGELADAS","3,890.10",516.50,265.4,3.5,358.6,58.9,253.7,12.9,273.9,45,271.4,0,264.7,0,423.1,41.5,158.7,60.9,363,198.5,370,53.7,565.6,41.5,322,0.00
HUEVOS DE AVES,3.50,0.00,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00
LEGUMBRES Y HORTALIZAS,"1,232.70","1,465.10",83.8,86.2,78.4,185.6,102.1,359.5,65.5,204.9,113.2,225.3,125.2,0,112.7,34.6,80.6,0.6,124.1,0,148.7,0,100.6,233.4,97.6,135
MAIZ,"3,946.80",53.40,513.8,0,758.2,0,470.3,0.00,"1,019.60",0.00,213.2,53.4,268.4,0,4.5,0,4.40,0,29,0,199.8,0,125.1,0,340.60,0.00
MATERIAS VEGETALES,37.40,0.00,6.9,0,3.4,0,0.00,0,10.7,0,0,0,0,0,3.5,0,0,0,0,0,0,0,6.7,0,6.3,0
MIEL DE ABEJAS,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,821.10,11,16.3,4.6,62.6,0.6,64.7,0,76.7,0,157.3,0,94.1,0,117.4,4.4,112.8,0,74.4,0,6.1,1.3,24.7,0,14,0
PIMIENTA,317.50,150.50,2.4,38.3,20.4,14.9,23.8,2.3,16.1,1.8,27.3,3.4,17.3,2.5,27.3,14.1,13.8,17.5,0,0,32.7,22.4,70.9,17.8,65.5,15.3
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",737.80,22.80,12.60,1.30,72.70,3.20,50.50,0.20,45.80,3.50,55.80,0.00,132.30,0.40,55.90,2.10,59.30,5.00,66.10,0.00,108.30,1.40,52.50,0.00,26.00,5.70
PLATANO,112.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,0.00,21.50,0.00,16.60,0.00,30.10,0.00,31.60,0.00,9.30,0.00
SEMILLA DE AJONJOLI,75.60,"2,372.50",37.80,65.00,37.80,65.00,0.00,124.70,0.00,108.70,0.00,0.00,0.00,0.00,0.00,563.60,0.00,945.00,0.00,252.00,0.00,125.20,0.00,49.10,0.00,74.20
TOMATE,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TRIGO,"11,956.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,927.30",0.00,0.20,0.00,0.00,0.00,0.00,0.00,"6,028.70",0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"1,702,319.10","363,560.20","117,143.30","35,541.10","119,686.50","21,689.20","142,639.00","27,624.70","141,761.90","27,218.70","169,092.10","31,412.00","133,351.00","26,271.20","153,084.40","35,927.40","141,308.20","30,429.80","153,050.10","32,749.30","150,546.80","36,494.40","145,997.00","30,528.60","134,658.80","27,674.00"
ABONOS Y FERTILIZANTES,"6,273.60",379.30,118.50,0.00,309.50,0.00,421.20,0.00,218.80,0.00,"3,214.80",3.90,251.20,3.80,158.80,55.50,293.20,53.00,239.80,20.00,396.70,173.00,241.90,59.10,409.20,11.00
ALIMENTOS PREPARADOS PARA ANIMALES,"17,041.10",573.10,"1,055.30",135.70,"1,276.80",63.60,913.20,103.40,"1,209.20",79.50,"2,313.60",79.50,"1,297.20",103.40,"1,340.10",8.00,"1,580.90",0.00,"1,361.60",0.00,"1,428.70",0.00,"1,902.60",0.00,"1,361.80",0.00
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"43,018.60",299.60,"2,209.10",0.80,"2,582.60",149.60,"3,149.80",2.80,"4,272.50",0.30,"4,497.40",13.90,"3,282.60",15.00,"4,078.20",18.20,"3,947.70",64.50,"3,405.10",4.40,"3,533.90",1.20,"4,782.30",3.20,"3,277.50",25.80
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,"13,773.90",4.90,279.40,0.7,410.50,0.00,"2,410.00",0.6,"1,684.10",0.10,"2,917.40",0.10,316.00,0.20,536.30,0.40,680.90,1.1,"1,897.70",0.60,659.20,1.00,"1,418.80",0.20,563.60,0.10
APARATOS TRANSMISORES Y RECEPTORES,"24,309.70",303.60,363.90,48.4,"1,370.10",1.4,"1,841.60",0.2,"2,336.10",0.2,"2,517.70",0.6,"2,894.40",0.2,"2,136.30",246.9,"5,233.00",0.8,653.40,1,541.50,2.3,"3,203.00",1.4,"1,218.70",0.3
ARMAS Y MUNICIONES,971.30,0.00,2.30,0,0.00,0,0.00,0,0.70,0,0.00,0,306.40,0.00,108.70,0.00,0.00,0.00,261.50,0.00,0.00,0.00,160.60,0,131.20,0.00
ARTICULOS DE VESTUARIO,"11,574.40","5,819.80",993.40,234.2,717.20,237.9,841.10,264.3,672.60,363.50,728.40,491.90,903.60,535.5,953.90,543.70,"1,079.30",659.50,"1,238.80",493.90,"1,229.10",609.50,"1,057.90",428.30,"1,159.20",957.60
AZUCAR,4.30,"1,725.70",0.00,44.80,0.10,124.50,0.00,191.80,0.00,299.00,0.10,210.80,4.00,210.80,0.00,211.70,0.00,211.70,0.10,210.80,0.00,0.00,0.00,9.90,0.00,0.00
AZUCARES Y ARTICULOS DE CONFITERIA,"26,944.90","18,261.40","1,946.80","1,209.50","2,320.40",757.8,"2,289.40","1,496.90","2,167.00","1,063.20","2,229.00","1,612.80","2,061.80",946.4,"2,051.20","2,352.30","1,690.20","2,098.50","2,868.80","1,935.00","2,754.40","1,849.80","2,428.20","1,707.60","2,137.60","1,231.50"
BATERIAS ELECTRICAS,"20,613.20","2,316.00","1,928.30",177.50,"1,626.90",136.70,"1,386.20",304.60,"1,537.20",58.50,"1,730.80",182.60,"1,554.10",163.70,"1,686.50",236.30,"1,512.00",199.90,"2,239.90",291.60,"1,951.20",0.00,"1,838.40",350.20,"1,621.60",214.40
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,"28,816.90","20,209.00","1,327.60",626.50,"1,331.40",176.90,"2,684.40",668.2,"1,757.90",905.6,"2,091.20",603.00,"4,112.00","1,386.40","4,434.60","5,608.00","2,790.80","2,567.20","3,344.10","1,945.30","1,240.20","1,758.90","1,226.00","2,578.10","2,476.50","1,385.00"
CAFE SOLUBLE Y MOLIDO,"10,227.40",0.00,"1,019.20",0.00,572.50,0.00,527.10,0.00,"1,348.10",0.00,604.60,0.00,"1,398.10",0.00,837.10,0.00,"1,460.40",0.00,556.50,0.00,445.30,0.00,704.40,0.00,754.00,0.00
CALZADO,"8,861.70","2,735.70",354.30,61.10,301.40,229.00,832.10,214.60,380.20,236.70,529.20,211.80,940.20,337.90,911.70,520.70,733.70,172.30,724.20,340.30,"1,209.20",47.90,"1,168.00",56.10,777.60,307.20
CAMARON Y LANGOSTA,240.90,"32,667.00",0.00,"4,968.60",0.00,115.60,0.00,"1,393.40",0.00,"2,600.70",0.00,"6,354.80",0.00,"2,870.20",0.00,"3,566.60",240.90,"2,451.80",0.00,"2,827.10",0.00,"2,647.30",0.00,"1,720.40",0.00,"1,150.50"
CERAS,"1,839.60","2,375.60",82.60,87.40,97.50,166.80,131.80,249.90,148.60,327.50,191.10,212.70,139.70,194.30,144.10,199.50,157.60,274.70,172.70,124.70,200.20,169.70,182.10,161.60,191.60,206.70
CLAVOS Y TORNILLOS,"2,701.40",30.10,165.2,1.60,176.5,1.30,301.60,4.90,76.30,3.30,249.20,0.60,164.7,1.80,369.2,3.90,150.4,2.00,234.30,5.20,248.7,0.90,314.40,4.00,250.90,0.50
DETERGENTES Y JABONES,"57,966.40","6,160.40","4,941.50",337.00,"5,558.20",288.70,"5,146.30",522.60,"4,609.40",625.8,"5,749.10",849.10,"4,719.30",536.80,"6,315.70",372.90,"5,019.70",601.90,"4,569.70",479.80,"3,425.90",634.50,"3,742.60",473.00,"4,168.90",438.30
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",154.40,1.60,8.30,0.20,4.80,0.10,4.80,0.10,4.20,0.10,19.00,0.10,15.40,0.00,24.70,0.20,9.60,0.30,31.50,0.20,12.50,0.00,12.20,0.00,7.30,0.40
GLICERINA CRUDA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
