,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"948,151.00","354,777.80","65,943.00","23,227.60","68,694.50","24,413.30","69,132.10","29,166.80","71,656.00","27,683.10","86,201.70","27,157.10","80,205.90","22,697.10","80,407.50","33,586.20","82,778.00","28,556.10","83,672.50","30,939.60","94,307.70","30,891.90","88,118.70","29,928.00","77,033.40","46,531.00"
INDUSTRIAS AGROPECUARIAS,"11,015.10","64,869.70","1,088.30","4,187.70",978.80,"4,809.80",981.80,"3,959.80","1,091.20","3,579.90","1,149.80","4,927.40",753.70,"5,759.00",730.20,"7,202.00",895.10,"6,607.30",579.80,"7,440.00",868.00,"6,476.70",942.90,"5,361.10",955.60,"4,558.80"
AJO,0.90,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0
ALGODON,0.30,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,108.80,66.10,5.1,0,0,0,0,0,8.4,63,0,0,0,0,28.3,0,0,3.1,37.9,0,29.2,0,0,0,0,0
ANIMALES VIVOS DIVERSOS,15,0.00,3.5,0,0.6,0,1,0,2.3,0,1.5,0,0,0,0,0,0,0,1.2,0,0,0,4.8,0,0,0
ARROZ,397.90,0.00,0,0,157.1,0,0,0,96.3,0,0,0,144.5,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,42.80,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,14.3,0.00,28.5,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",204.10,389.20,0,0.00,2.1,0.20,0.2,3.60,0,0.30,20.1,37.10,19.5,255.40,85.6,84.50,67,5.10,0,0.00,0,2.50,7.2,0.50,2.5,0.00
CAFE,0,723.40,0,0,0,0.00,0,110.5,0,108,0,153.5,0,98.5,0,128.5,0,0.00,0,38.40,0,0.00,0,0.00,0,86.00
CARDAMOMO,0.00,4.60,0,0.00,0,0.00,0,0.70,0,0.00,0,0.70,0,0.00,0,3.30,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00
CAUCHO NATURAL (HULE),"4,465.10","61,685.40",477.6,"4,150.30",518.9,"4,654.50",581.3,"3,771.40",396.4,"3,232.80",339.2,"4,242.00",293.1,"5,377.50",62.5,"6,885.70",413.5,"6,394.90",196.6,"7,240.10",323.8,"6,361.70",421.9,"5,082.20",440.3,"4,292.20"
CEBOLLA,737.2,0.00,47.9,0.00,3.2,0,16.3,0,35.6,0.00,25.8,0,92.4,0,130.4,0,92.6,0,47.7,0,47.7,0.00,120,0,77.8,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0.00,113.8,0.00,0,0.00,0,0,1,0.00,0,0.00,12.8,0.00,0,0.00,100,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0
ESPECIAS,68.60,41.60,3.3,0,5.5,0,0,20.3,4.9,0,7.1,6.6,4.2,0,12.7,0,5.7,6,0,0,20.4,0,0,4.3,4.6,4.4
FLORES Y FOLLAJES,35.20,12.40,0,0,3.5,0,1.3,0,4.8,0,3.5,0,4.8,0,0.4,0,4.1,4.8,3.7,0,0,0,8.9,2.2,0,5.5
"FRUTAS FRESCAS, SECAS O CONGELADAS","2,059.70",17.50,330,0,180.5,9.5,174.7,0,188.4,0,158.1,0,131.8,0,213.5,0,161.8,0,89.8,4.2,127.2,2.1,165.6,1.6,138.2,0.00
LEGUMBRES Y HORTALIZAS,179.80,762.30,5.8,37.5,1.4,123.6,3.5,22.1,105.5,23.1,48.8,75.5,0,0,0,0,4.7,177.6,1.8,153.2,1.6,47.9,3.5,45.9,3.2,55.8
MAIZ,597.70,601.60,17.3,0,0,0,0,30.2,150.8,152.8,388.1,371.8,0,0,12.4,0,12.4,0,3.8,0,12.4,15.6,0.4,0,0.1,31.2
MANZANA,38.40,0.00,0,0,0,0,14.7,0,0,0,0,0,0,0,23.6,0,0,0,0,0,0,0,0,0,0,0
MATERIAS VEGETALES,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIEL DE ABEJAS,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,262.30,53.4,17.4,0,5.4,22,42.7,0,50.5,0,18.5,0,12.3,0,21.2,0,33,15.9,32,4.1,10.4,11.4,17.8,0,1.1,0
PAPA,0.70,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0
PIMIENTA,187.40,0.00,12.40,0.00,9.30,0.00,18.30,0.00,8.80,0.00,15.30,0.00,10.60,0.00,8.40,0.00,13.10,0.00,5.20,0.00,51.80,0.00,17.80,0.00,16.40,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA","1,566.60",30.70,167.90,0.00,44.60,0.00,127.80,0.00,38.40,0.00,123.80,0.00,40.50,0.00,130.30,0.00,87.20,0.00,159.80,0.00,229.40,0.00,145.60,30.70,271.40,0.00
