,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"794,158.30","215,842.40","54,075.40","16,068.50","52,673.50","16,618.90","62,921.30","16,540.90","69,473.90","17,698.00","64,437.10","16,626.00","71,337.30","17,816.80","67,704.80","16,525.30","73,679.30","18,636.50","71,319.00","18,529.70","43,643.40","7,801.20","91,497.50","24,424.80","71,395.60","28,555.80"
INDUSTRIAS AGROPECUARIAS,"10,747.30","49,097.10",764.80,"3,918.20",879.50,"3,323.40",749.60,"3,667.00","1,025.90","3,255.50",621.20,"3,076.10",590.00,"3,238.20",850.40,"4,379.00",742.90,"4,735.50","1,696.30","5,304.40",519.40,"2,042.90","1,077.90","6,141.50","1,229.60","6,015.50"
AJO,1.40,0,0,0,0.00,0,0,0,0,0,1.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
ALGODON,153.60,0,20.3,0,21,0,21.2,0,0,0,22.50,0,23,0,45.6,0,0,0,0,0,0,0,0,0,0,0
ANIMALES VIVOS DE GANADERIA,0.00,"1,294.10",0,0,0,0,0,0,0,0,0,34.6,0,0,0,3,0,398.5,0,632.7,0,1,0,224.4,0,0
ANIMALES VIVOS DIVERSOS,2.4,0.00,0,0,0,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARROZ,68.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.1,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",68.50,423.50,0,0.00,0,0,0,0.2,0,0,3.5,0,0.4,109.20,32.1,305.20,6.4,4.20,17.8,4.20,0,0.50,6.4,0.00,1.9,0
CAFE,0.10,"1,460.80",0,0.00,0,0.00,0,201.40,0.1,0.00,0,369.80,0,437.50,0,343.00,0,0.00,0,109.10,0,0.00,0,0.00,0,0.00
CARDAMOMO,0,0.60,0,0,0,0.00,0,0,0,0.6,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
CAUCHO NATURAL (HULE),"2,908.80","43,742.20",309.4,"3,392.90",313.3,"2,852.50",223.8,"3,198.30",383.2,"3,015.70",159.1,"2,536.20",187.2,"2,647.00",171.1,"3,564.60",124.9,"4,311.30",179.9,"4,494.00",146.2,"1,952.70",325.3,"5,865.80",385.40,"5,911.40"
CEBOLLA,884.40,2.90,31.2,0.00,8.5,0.00,0,0.00,0,0.00,28.7,0.00,72.6,2.90,135,0.00,140.6,0.00,96.2,0.00,81.3,0.00,147.3,0.00,143.1,0.00
