,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"580,431.80","133,756.40","49,460.30","7,774.40","47,010.70","9,646.40","49,991.10","8,195.70","53,065.20","9,482.10","49,263.70","10,849.00","44,704.20","13,988.10","48,997.20","12,942.50","47,049.40","12,553.10","46,887.00","11,143.60","54,695.80","15,059.80","45,991.40","11,623.50","43,315.80","10,498.20"
INDUSTRIAS AGROPECUARIAS,"10,855.60","26,553.20",457.20,"1,788.30","1,920.00","1,930.00","1,392.80","1,542.20",850.90,"1,951.50",965.60,"2,141.90","1,110.90","2,732.90",306.20,"2,647.90",580.30,"2,831.10",414.20,"2,523.00","1,218.70","2,243.00",943.70,"2,269.40",695.00,"1,952.10"
ALGODON,"5,009.40",0,0,0,"1,474.10",0,923.8,0,534,0,475.1,0,611.3,0,30.1,0,73.5,0,0,0,520.8,0,366.7,0,0,0
ANIMALES VIVOS DE GANADERIA,2.40,1.9,0,0,0,0,0,0,2.4,1.5,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
ANIMALES VIVOS DIVERSOS,1.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0
ARROZ,49.1,0.00,2.5,0,0.9,0,1.8,0,1,0,42.1,0,0.4,0,0.4,0,0.1,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",198.80,744.40,1,30.9,0.1,8.4,0.9,9.5,1,0,0,0,27.5,323.8,20.5,195.8,22.7,36.1,14,0,0.2,0,43.5,0,67.4,140
CARDAMOMO,0.00,4.90,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,4.90,0,0.00,0,0
CAUCHO NATURAL (HULE),"1,160.60","23,303.80",105.8,"1,465.20",103.6,"1,706.20",137,"1,440.10",73.1,"1,687.00",39.4,"1,880.30",33.9,"2,151.60",90,"2,323.80",148.4,"2,657.00",71.5,"2,296.20",147.4,"1,963.10",77,"2,066.30",133.4,"1,666.90"
CEBOLLA,782.7,0.00,69.7,0,43.7,0.00,43.7,0,12,0,9.5,0,41.2,0,28.6,0,31.7,0.00,47.7,0.00,135.6,0.00,176.4,0.00,142.7,0.00
