,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"1,860,218.70","469,648.80","146,376.50","42,863.40","141,659.50","30,314.30","149,816.80","31,555.80","166,454.10","39,372.60","162,872.60","46,751.50","146,366.80","31,593.70","168,540.40","41,266.10","157,599.80","45,337.40","140,358.00","37,843.10","189,197.60","45,317.70","156,365.30","37,302.10","134,611.10","40,131.00"
INDUSTRIAS AGROPECUARIAS,"40,713.90","90,118.60","1,709.70","7,533.90","2,027.90","7,412.70","2,746.90","6,944.10","3,080.20","7,747.00","2,667.30","7,512.30","1,969.10","7,137.50","8,673.50","7,745.70","2,500.90","9,450.80","2,068.20","6,771.80","1,932.20","8,105.40","8,575.70","7,763.20","2,762.40","5,994.40"
ALGODON,"3,203.90",0,83,0,354.40,0,428.3,0,288.2,0,341.9,0,333.3,0,346.4,0,155.2,0,340.9,0,141.3,0,334.8,0,56.1,0
ANIMALES VIVOS DE GANADERIA,245.10,6.8,0,0,0,0,13.7,0,94.2,0,0.00,0,0,6.8,23.3,0,0,0,0,0,73.2,0,13.7,0,27,0
ANIMALES VIVOS DIVERSOS,180.80,0.10,15.4,0,19.7,0,10.7,0,11.2,0,2.4,0,2,0,14.6,0,29.8,0,21.4,0,10.3,0,29.7,0.1,13.6,0
ARROZ,52.7,0.00,0,0,0,0,0,0,0,0,28.7,0,9.6,0,0,0,9.6,0,0,0,0,0,0,0,4.8,0
BANANO,74.90,0.00,0,0,0,0,8.6,0,14.2,0,9.2,0,8,0,7.9,0,0,0,20.2,0,6.7,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",396.70,82.80,0,2.50,8.6,5.7,0.2,2.6,211.8,30.3,29.8,0.5,6.3,40.00,5.3,0.00,64.5,0.00,49.3,0.00,13.9,1.20,7,0.00,0,0
CAFE,0.00,"1,163.50",0,0.00,0,0.00,0,165.50,0,61.50,0,45.10,0,0.00,0,38.30,0,791.20,0,61.90,0,0.00,0,0.00,0,0.00
CARDAMOMO,0.00,34.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,22.90,0,0.00,0.00,7.50,0,0.00,0,0.00,0.00,4.30,0.00,0.00
CAUCHO NATURAL (HULE),"7,536.00","84,266.50",911.7,"7,257.20",785.1,"6,734.50",805.1,"6,186.40",625,"7,230.00",559.2,"6,992.10",471.3,"6,382.50",616,"7,437.80",480,"8,516.00",532.1,"6,361.70",587.6,"7,891.30",461.2,"7,393.20",701.70,"5,883.70"
CEBOLLA,"2,799.80",0.00,142.30,0.00,12.00,0.00,1.00,0.00,150.80,0.00,274.40,0.00,318.40,0.00,359.50,0.00,379.50,0.00,229.00,0.00,189.20,0.00,359.30,0.00,384.50,0.00
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",83.50,0.00,0,0.00,0,0,0,0,0,0.00,83.5,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0
ESPECIAS,67.60,169.7,4.60,0.1,4.60,1.3,1.6,1.6,3.60,43.7,8.40,64.5,1.50,16.8,8.20,15.2,1.40,6.2,14.90,4.7,10.30,8.8,1.00,3.3,7.30,3.5
FLORES Y FOLLAJES,16.00,5.10,0,5.1,0,0,0,0,0,0,0,0,3.9,0,0,0,7,0,2.8,0,0,0,2.4,0,0,0
FRIJOL,0.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS","3,075.20",302.20,293,11.5,174.4,0,189.8,0,143.3,82.6,347.1,27.5,536.3,0,426.2,9.7,124.6,41.5,133.2,22.9,190.2,46.2,202.3,50.9,315,9.40
HUEVOS DE AVES,4.50,0.00,0.2,0,0,0,0,0,0.7,0,3.6,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0.00
