,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"666,488.20","208,359.50","48,783.30","12,891.90","51,326.90","18,276.40","61,870.60","18,393.10","53,281.30","13,642.60","52,949.40","14,801.30","51,839.60","16,340.10","53,994.00","16,374.60","55,198.80","16,715.80","53,832.00","15,073.30","63,044.80","16,611.20","63,103.10","19,788.90","57,264.30","29,450.30"
INDUSTRIAS AGROPECUARIAS,"12,929.30","45,163.90",701.70,"2,147.80","1,558.70","3,143.30","1,483.20","4,252.90",960.50,"3,062.70","1,934.90","3,306.30",595.00,"3,817.30",929.80,"4,176.20",861.70,"4,039.60",734.60,"3,882.10","1,067.90","4,565.20","1,226.30","4,325.10",874.90,"4,445.30"
AJO,0.80,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
ALGODON,"3,757.40",0,34.1,0,864.9,0,418.4,0,534.2,0,"1,357.30",0,28.6,0,26.7,0,53.4,0,58.4,0,338.9,0,21.2,0,21.3,0
ANIMALES VIVOS DE GANADERIA,61.90,3,34.6,0,2.2,0,8.7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16.4,0,0,0
ANIMALES VIVOS DIVERSOS,12.5,0.00,0,0,3.2,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
ARROZ,414.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,94.7,0,153.9,0,166.1,0,0,0,0,0,0,0
BANANO,0.10,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0.1,0.00,0,0.00,0,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",493.30,559.40,84.5,0.00,83.3,0.00,5,0.40,15.3,0.00,55.7,0.00,27,396.00,72.3,158.40,33.8,4.60,66.1,0.00,49,0.00,1.3,0.00,0,0.00
CAFE,0,89.80,0,0,0,0.00,0,0,0,54.4,0,0,0,22.5,0,0,0,0.00,0,12.90,0,0.00,0,0.00,0,0.00
CARDAMOMO,0.00,0.50,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.50,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00
CAUCHO NATURAL (HULE),"3,118.50","40,566.40",261.8,"1,847.90",223.4,"2,618.90",340.4,"3,718.90",126.1,"2,745.90",210.5,"3,238.90",138.7,"3,191.70",319.3,"3,907.80",231.1,"3,387.30",173,"3,585.50",216.4,"4,069.20",550.9,"4,005.60",327,"4,248.80"
CEBOLLA,796.5,0.00,43.4,0.00,12.8,0,6.4,0,22.2,0.00,68.7,0,87.9,0,107,0,79.3,0,47.5,0,89.2,0.00,141.5,0,90.7,0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",23.20,70,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,70,11.50,0,11.10,0,0.60,0,0.00,0
ESPECIAS,55.40,41.20,0,15.9,0,0,4.1,1.9,0.2,2.8,10.6,0,0,1.1,6.6,11.2,6.7,0,8.7,0,0,0,10.9,2.8,7.7,5.5
FLORES Y FOLLAJES,5.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,1.7,0,0.3,0
FRIJOL,0.00,0.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.20
"FRUTAS FRESCAS, SECAS O CONGELADAS","1,781.50",0.00,117.3,0,165.8,0,118,0,98.6,0,117.7,0,103.5,0,114.2,0,120.3,0,107.1,0,170.9,0,243.8,0,304.4,0
LEGUMBRES Y HORTALIZAS,79.6,"2,319.40",0.3,280,3.2,351.6,7.6,126,0.2,16.9,0.1,0,7.5,25.3,4.6,74.3,0.1,352,0.2,283.7,0.5,460.6,53.7,241.7,1.7,107.4
MAIZ,79.60,679.00,0.1,0,0,0,0,328,0,163.4,0,0,0.9,163.5,0,24,0,0,11.8,0,19,0,0.1,0,47.7,0
MATERIAS VEGETALES,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,350.30,85.10,6.6,4,4.6,0,42,13,0.2,0,64.5,4,8.4,6.1,81.4,0,14.5,25,35.7,0,48.2,0,43.4,21.7,0.7,11.3
PAPA,7.80,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0
PIMIENTA,178.20,0.00,3.5,0,14.7,0,4.6,0,9.5,0,21.1,0,11.9,0,16.6,0,6.9,0,7.8,0,5.7,0,22.8,0,53.2,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA","1,111.90",1.90,115.70,0.00,76.00,0.00,74.40,0.00,109.70,0.00,28.70,1.90,180.70,0.00,83.10,0.00,157.20,0.00,35.20,0.00,119.10,0.00,117.10,0.00,15.00,0.00
