,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"1,915,674.00","550,105.20","135,090.70","64,659.60","166,811.60","43,123.20","162,237.20","45,489.30","147,077.20","35,004.30","175,256.80","42,318.00","172,235.50","42,166.40","151,044.50","35,192.70","164,592.10","51,313.40","145,124.80","50,736.40","185,966.50","47,383.60","167,099.60","55,146.30","143,137.50","37,572.00"
INDUSTRIAS AGROPECUARIAS,"50,276.40","99,423.30","1,900.00","8,485.90","2,470.50","8,752.30","3,883.40","8,719.70","3,146.90","6,521.40","2,622.10","9,715.00","8,539.00","9,811.10","2,972.70","9,926.20","2,633.60","8,972.10","2,115.60","7,949.80","2,478.40","6,751.00","14,246.10","7,862.10","3,268.10","5,956.70"
AJO,0.30,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
ALGODON,"3,225.10",99.1,41,0,255.6,0,192,0,490.6,0,319.80,0,336.6,99.1,236.9,0,269.4,0,41.8,0,82,0,280,0,679.5,0
ANIMALES VIVOS DE GANADERIA,180.00,0.00,47.2,0,25.9,0,0,0,36.1,0,0,0,24.5,0,0,0,0,0,0,0,13.8,0,11.2,0,21.2,0
ANIMALES VIVOS DIVERSOS,132.5,0.00,21.3,0,8.5,0,8,0,3.6,0,6.6,0,1,0,13.2,0,1.5,0,25.3,0,7.5,0,24.7,0,11.4,0
ARROZ,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANANO,48.10,0.00,0,0.00,0,0,0,0,0,0,25.9,0,0,0.00,0,0.00,0,0.00,6.9,0.00,0,0.00,15.3,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",438.70,68.40,5,8.90,0,6.50,0.1,10.50,5.1,3.50,71.3,3.20,20.9,6.60,208.4,3.50,12.9,6.00,48.4,2.00,52.3,8.10,8,4.70,6.3,5.00
CAFE,0.00,"2,368.10",0.00,0.00,0.00,265.80,0.00,272.30,0.00,185.60,0,734.10,0,410.50,0,400.70,0.00,99.10,0,0.00,0,0.00,0.00,0.00,0.00,0.00
