,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"1,542,578.60","448,492.30","95,515.60","30,641.60","104,521.70","41,489.80","127,708.60","61,132.20","123,151.70","41,553.00","135,512.10","36,834.10","138,931.20","30,099.60","128,819.70","33,228.60","131,068.40","29,491.80","126,384.70","28,472.20","146,066.10","36,069.30","148,420.90","38,834.90","136,477.90","40,645.30"
INDUSTRIAS AGROPECUARIAS,"30,741.70","97,325.50","1,724.00","6,413.90",972.00,"7,906.10","1,633.00","8,378.30","2,064.40","5,366.90","5,050.30","6,990.40","1,654.00","7,844.60","2,097.70","7,966.00","1,656.50","8,019.30","1,269.80","7,472.50","5,465.10","8,723.40","2,083.40","10,303.70","5,071.40","11,940.40"
AJO,4.30,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0.9,0,0.8,0
ALGODON,0.20,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
ANIMALES VIVOS DE GANADERIA,258.00,25.00,39.5,0,37.6,0,0,0,0,0,0,0,0,16.5,147,4,14.3,0,0,4.5,0,0,19.2,0,0.4,0
ANIMALES VIVOS DIVERSOS,186.1,0.00,8.9,0,7.1,0,8,0,35.2,0,29.4,0,2.9,0,2.5,0,2.9,0,19.4,0,16.8,0,8.9,0,44.1,0
ARROZ,1.10,0.00,0,0,0,0,0.3,0,0.3,0,0.1,0,0,0,0.1,0,0.2,0,0.2,0,0,0,0,0,0,0
BANANO,128.70,0.00,6.4,0.00,0,0,0,0,0,0,43.4,0,65.1,0.00,7.2,0.00,0,0.00,6.6,0.00,0,0.00,0,0.00,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",236.50,264.40,11.1,15.80,3.5,13.10,0.2,6.00,6.4,28.20,4.3,5.10,11.5,159.60,80.5,16.70,70.1,0.00,37.6,8.00,0.9,3.50,10.3,4.20,0,4.20
CAFE,0.00,"1,023.00",0.00,0.00,0.00,0.00,0.00,50.60,0.00,122.40,0,102.00,0,171.60,0,209.90,0.00,295.20,0,71.20,0,0.00,0.00,0.00,0.00,0.00
