,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,117666.8,12361.6,7825.5,6.3,7006.3,25.1,7065.8,7.4,9356.5,440.3,8778.7,1163.5,9941.8,1049.5,13078.4,1978.2,8853.3,1537.4,9672.2,1218.3,10940.8,3949.4,16736.8,631.8,8410.7,354.4
INDUSTRIAS AGROPECUARIAS,208.7,203.3,1.1,0,1.2,0,53.7,0,23,38,3.8,0,32.5,0,37.9,39,7.3,1.5,30.1,1.1,0.3,32.4,9.6,91.3,8.3,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",80.4,1.5,0.1,0,0,0,43.3,0,0,0,1.9,0,23.6,0,0,0,0,1.5,0,0,0,0,3.2,0,8.3,0
CAFE,0,201.8,0,0,0,0,0,0,0,38,0,0,0,0,0,39,0,0,0,1.1,0,32.4,0,91.3,0,0
CAUCHO NATURAL (HULE),3,0,0,0,1.2,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESPECIAS,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,1.4,0,0,0
MATERIAS VEGETALES,10.4,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,98.3,0,0.9,0,0,0,0,0,23,0,0,0,8.9,0,37.9,0,0,0,24.9,0,0,0,2.6,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,2.5,0,0,0
INDUSTRIAS MANUFACTURERAS,110131.9,11881.2,7818.2,6.3,6950.9,25.1,6991.6,7.4,9315.6,402.3,8729.1,1163.5,9901.6,989.9,12978.1,1939.3,8844.3,1535.9,8965.9,1110,10595.5,3866.5,10639,540.5,8402,294.5
ABONOS Y FERTILIZANTES,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALIMENTOS PREPARADOS PARA ANIMALES,17.4,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,3.3,0,6.3,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,2622,1.2,499.7,0.5,187.2,0,205.4,0,97.8,0,292.8,0,289,0.6,239.3,0,270.9,0,132.7,0,36.4,0,305.5,0,65.2,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,7,0.2,0.2,0.1,0.2,0,0,0,0,0,0.2,0,0,0.2,0,0,6,0,0,0,0,0,0.4,0,0,0
APARATOS TRANSMISORES Y RECEPTORES,2325,0.8,5.4,0.4,95,0,184.9,0,102,0,151.9,0,780.3,0.5,444.3,0,106.5,0,163.7,0,23.9,0,144.2,0,122.8,0
