,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),146015,44860.7,11955.8,794.6,8150.7,1988.9,16002,3137.7,7693.2,5167.9,13637,5754.1,9645.5,3642.1,16771.7,6314.5,8095.1,4183.5,11701.4,4651.9,26243.3,2753.9,8139.2,3504.2,7980.1,2967.5
INDUSTRIAS AGROPECUARIAS,491.4,10876.2,136.6,285.9,0,321.3,0,266.4,0,1531.7,9.4,999,22.6,542.6,127.3,1559.5,0,1917.8,89.8,2603,4.3,213.9,96.3,348.9,5.1,286.2
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",97,33.7,43,5.7,0,2.2,0,1.3,0,0.3,1.4,3.6,16.3,8,24.1,0,0,0.1,0,1.2,0,6.3,12.1,3.3,0,1.7
CACAO,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0
CAFE,0,8878.2,0,280.2,0,319,0,265.1,0,1531.4,0,995.4,0,534.6,0,1526.6,0,1917.7,0,922,0,184.1,0,117.5,0,284.5
CAUCHO NATURAL (HULE),338.6,46.9,86.1,0,0,0,0,0,0,0,0,0,0,0,84.1,0,0,0,84.1,46.9,0,0,84.2,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,512.4,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9,0,0,0,228,0,23.5,0,228,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,55.9,0,7.5,0,0,0,0,0,0,0,8,0,6.3,0,19,0,0,0,5.7,0,4.3,0,0,0,5.1,0
TABACO EN RAMA O SIN ELABORAR,0,1403.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1403.7,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,123405.2,33249.4,11331.8,491.8,8141.5,1634.7,15383,2824.7,7016.1,3604.4,12916.8,4706.8,9582.1,3040,9962.7,4712.2,7891.8,2089,11590.7,1978.5,13579.1,2459,8038.3,3115.5,7971.3,2592.7
ALIMENTOS PREPARADOS PARA ANIMALES,43.1,0,0,0,0,0,17.1,0,12.5,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0
