,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),122747.5,38157.1,11180.1,3522.4,6683.3,3091.4,6350.5,5690.2,9512.7,1732.4,11046.4,2023.6,12816.9,7744.2,9744.1,3072.2,14727.9,3186.3,8665.6,2284.5,9875.8,2590.1,11566,361.9,10578.2,2858.1
INDUSTRIAS AGROPECUARIAS,1067.7,6355.7,77.8,184,55.5,958.3,104.6,92.5,100,78.4,175.9,1.4,98.6,2249,190.5,746.3,195.1,1003.1,26.1,725.4,18.7,112.2,0,0.4,24.9,204.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",100.4,9,0,0,22.5,2,20.3,0,13.8,0,0,1.4,0,0,0,0,0,1,9.4,2.1,16.9,0,0,0.4,17.5,2.1
CAFE,0,4652.4,0,184,0,956.3,0,92.5,0,78.4,0,0,0,647.7,0,746.3,0,1002.1,0,630.3,0,112.2,0,0,0,202.7
CAUCHO NATURAL (HULE),901.3,0,75.2,0,23.2,0,76.2,0,80,0,171.5,0,94.3,0,190.5,0,190.5,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,64.5,0,2.7,0,9.8,0,8.1,0,6.1,0,4.4,0,4.3,0,0,0,4.6,0,16.7,0,0.4,0,0,0,7.4,0
TABACO EN RAMA O SIN ELABORAR,0,1601.3,0,0,0,0,0,0,0,0,0,0,0,1601.3,0,0,0,0,0,0,0,0,0,0,0,0
INDUSTRIAS MANUFACTURERAS,121202.7,29993.5,11066.6,2766,6603.4,2080.3,6243.6,5558.6,9338.9,1558.2,10867.6,1973.1,12672.6,5003.4,9495,2239.9,14488.4,2094.9,8596,1399.7,9855.2,2425.4,11433.3,291.7,10542,2602.3
ABONOS Y FERTILIZANTES,38.2,0,4.8,0,0,0,0,0,0,0,2.8,0,11.8,0,2.9,0,0,0,0,0,13.4,0,0,0,2.5,0
ALIMENTOS PREPARADOS PARA ANIMALES,43.3,0,9.3,0,0,0,0,0,0,0,11.6,0,10.3,0,0,0,0,0,0,0,12,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,1891.1,1.2,202.5,1.2,249.2,0,106,0,270.9,0,99.2,0,224,0,60.6,0,232,0,31.6,0,21.1,0,289.4,0,104.4,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,2456.1,0.4,238.9,0.4,242.5,0,155,0,277.3,0,89.8,0,355.2,0,56,0,99.6,0,133.9,0,364.8,0,353.8,0,89.1,0
APARATOS TRANSMISORES Y RECEPTORES,2469.1,0.3,189.9,0.1,134,0,9.1,0,246.2,0,246.5,0,372.3,0,248.8,0,346.3,0,229.4,0.3,179.7,0,155.2,0,111.8,0
ARMAS Y MUNICIONES,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
ARTICULOS DE VESTUARIO,169.9,4.9,17.9,0.8,30.8,0,20.4,0,2.4,0,0.1,0,2.7,0,1.3,2.6,29.2,0,39.5,0,11.9,0,12.8,0,0.9,1.5
AZUCAR,0,24771,0,1244.2,0,1965.8,0,3372.8,0,1355.1,0,1795.6,0,4944.1,0,2158.1,0,1851,0,1261.5,0,2333.3,0,120.3,0,2369.2
BATERIAS ELECTRICAS,436.7,0,81.8,0,0,0,25.6,0,0,0,1.7,0,1.3,0,116.5,0,66.9,0,0,0,141.3,0,0,0,1.6,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0
