	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	302427.5	212286.3	22170.5	18644	18998	26191.2	22063.2	32217	27134.6	38319.7	25492.3	30439.9	22558.9	18453.5	17609.1	12383.1	41219.5	6222.2	24225.5	3928.6	34832.5	6547	19762.7	7483.7	26360.6	11456.3
INDUSTRIAS AGROPECUARIAS	486	199103.7	0	18386.4	1.5	26044.2	1.5	31850.1	2	28301.8	147.1	30276.1	0	18350.8	0	12198	166.5	5735.9	0	3292.8	0.4	6293.8	68	7139.9	99	11233.8
BANANO	0	213.2	0	0	0	0	0	0	0	11.9	0	24.2	0	32.2	0	32.2	0	40.3	0	32.2	0	24.2	0	8.1	0	8.1
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	0	608.8	0	24.7	0	79.6	0	30.9	0	23.7	0	48.7	0	121.6	0	21.4	0	58.7	0	81.3	0	55.2	0	37.4	0	25.6
CAFE	0.2	181441.4	0	16760.5	0	23950.2	0	29607.6	0	26180.1	0	28359.3	0	17813.8	0	10974.6	0.2	5497.2	0	2574.8	0	5789.5	0	5627.8	0	8305.8
CARDAMOMO	0	3657.7	0	970.1	0	379.5	0	70	0	722.3	0	0	0	12	0	306.3	0	110	0	0	0	99	0	662.6	0	326
CAUCHO NATURAL (HULE)	373.6	366.9	0	0	0	0	0	194.1	0	0	143.8	0	0	0	0	0	62.8	0	0	0	0	0	68	0	99	172.7
FLORES Y FOLLAJES	0	432.9	0	24	0	48.9	0	60	0	81.4	0	13.4	0	12.2	0	38.3	0	29.7	0	54.6	0	48.7	0	16	0	5.7
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	2139	0	0	0	0	0	0	0	0	0	253.6	0	253.6	0	492.2	0	0	0	293.4	0	0	0	453.4	0	392.7
LEGUMBRES Y HORTALIZAS	0	942.3	0	114.2	0	148.2	0	118.8	0	166.6	0	100.4	0	0	0	83.7	0	0	0	41.9	0	60.4	0	42.9	0	65.3
MIEL DE ABEJAS	0	125.8	0	0	0	0	0	0	0	125.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	9	0.7	0	0	1.5	0	1.5	0	2	0	3.3	0.1	0	0.7	0	0	0.3	0	0	0	0.4	0	0	0	0	0
PIMIENTA	0	75.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.2	0	0	0	0	0	0
SEMILLA DE AJONJOLI	103.3	9099.8	0	493	0	1437.8	0	1768.7	0	990.1	0	1476.5	0	104.9	0	249.2	103.3	0	0	139.4	0	216.8	0	291.8	0	1931.9
INDUSTRIAS MANUFACTURERAS	199881	13182.6	16592.4	257.6	12941.2	147	18150.4	366.9	15410.1	10017.9	9557.3	163.8	12117.6	102.7	17297	185.2	20994.6	486.3	16905.1	635.8	23581.3	253.2	17894.1	343.8	18439.9	222.5
APARATOS ELECTROMECANICOS DE USO DOMESTICO	86.8	0	3.7	0	0	0	2.3	0	62.6	0	0	0	6.5	0	0.8	0	0	0	7.1	0	0.2	0	0.8	0	2.8	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	24.5	0	0.5	0	0	0	0.1	0	3.1	0	0.1	0	3	0	0.1	0	10	0	0	0	5.7	0	1.6	0	0.3	0
APARATOS TRANSMISORES Y RECEPTORES	3154.5	0	14	0	339.8	0	595.5	0	6.3	0	691.7	0	7.7	0	1.1	0	142.6	0	1336.9	0	1.6	0	4.4	0	12.9	0
ARTICULOS DE VESTUARIO	16.1	1286.5	1	7.1	0	146	0	135	0.1	109.4	0.1	133.8	0.3	66	0.1	68.5	0.2	452.1	1.8	103	0.5	20	1.9	44.6	10.1	0.9
AZUCAR	0	9846.9	0	0	0	0	0	0	0	9846.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
