	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	317257.3	45106.7	18389.3	3621.1	29323.3	2842.7	29842.7	2633.4	26877.4	2750.4	25706.9	4305.1	32552.7	5474.7	21124	6897.7	26743.5	5675.2	29372.8	6707.5	28630.2	1333	21414	544.9	27280.5	2320.9
INDUSTRIAS AGROPECUARIAS	35	41508.4	35	3307.4	0	2602.3	0	2130.4	0	2526.9	0	3984.3	0	5074.2	0	6576.7	0	5442.1	0	6520.4	0	1114.3	0	392	0	1837.3
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	0	915.9	0	45.8	0	60.6	0	112.1	0	61.4	0	34.3	0	61.2	0	86.9	0	24	0	132.8	0	103	0	112.6	0	81.2
CAFE	0	29831.8	0	1147.9	0	1650.5	0	1312.3	0	1955.4	0	2525.6	0	4306.5	0	6152.2	0	3939.8	0	5945.7	0	555.6	0	50.6	0	289.8
CARDAMOMO	0	128.9	0	0	0	10	0	0	0	0	0	37	0	7.7	0	1.8	0	35.6	0	0	0	0	0	36.8	0	0
CAUCHO NATURAL (HULE)	0	345.3	0	0	0	0	0	0	0	61.7	0	283.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	324	0	45.5	0	43.8	0	55.6	0	40.5	0	3.5	0	17.2	0	5.4	0	10.5	0	10.3	0	26.1	0	46.4	0	19.3
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	559.2	0	0	0	0	0	0	0	0	0	0	0	148.8	0	0	0	182.4	0	228	0	0	0	0	0	0
LEGUMBRES Y HORTALIZAS	0	885.7	0	425.4	0	0	0	0	0	0	0	116.5	0	0	0	0	0	134.8	0	131.8	0	0	0	0	0	77.2
MATERIAS VEGETALES	0	0.4	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	35	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	0	8510.1	0	1642.5	0	837.5	0	650.4	0	407.9	0	983.8	0	532.8	0	330.4	0	1115	0	66.4	0	427.9	0	145.7	0	1369.8
