	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	209247.3	33659.4	15776.1	2762.9	13147.8	3173.9	15830.1	4171.6	18904.1	3947.3	22437.4	2641.9	13666.5	4412.1	17013.2	2669.6	20139.6	2403.7	14314.4	1745.1	18287.4	1706	21879.9	2154.1	17850.8	1871.3
INDUSTRIAS AGROPECUARIAS	136.6	30773.8	45.2	2553.9	0	3097	0	4039.1	0	3646.4	45.2	2592.2	0.5	4284.8	0	2272.8	45.2	2113.7	0.5	1462.4	0	1555.1	0	1594.6	0	1561.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	0.5	1660	0	88.2	0	43.9	0	327.7	0	214.3	0	95.7	0.5	173.4	0	133.7	0	86.5	0	84.9	0	111.6	0	233.9	0	66.3
CAFE	0	21470.3	0	1837.9	0	2194.8	0	2947.5	0	2964.9	0	1721	0	3482.7	0	1347	0	1156.8	0	869.7	0	841.8	0	1041.6	0	1064.7
CARDAMOMO	0	308.1	0	0	0	0	0	0	0	0	0	0	0	0	0	107.6	0	0	0	1.2	0	175.8	0	0	0	23.4
CAUCHO NATURAL (HULE)	135.6	0	45.2	0	0	0	0	0	0	0	45.2	0	0	0	0	0	45.2	0	0	0	0	0	0	0	0	0
ESPECIAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	314.7	0	24.2	0	30	0	50.7	0	72	0	3.4	0	6	0	21.6	0	29.8	0	3.9	0	3.9	0	4.4	0	64.7
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	915.1	0	0	0	0	0	0	0	0	0	0	0	105.3	0	165.6	0	314.4	0	212.8	0	117	0	0	0	0
LEGUMBRES Y HORTALIZAS	0	702.6	0	18	0	0	0	0	0	0	0	15.4	0	0	0	0	0	44.5	0	87.4	0	166	0	262.4	0	108.9
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	0	4.7	0	0	0	0	0	0	0	3.1	0	0	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0
SEMILLA DE AJONJOLI	0.5	5247.2	0	585.7	0	828.4	0	713.2	0	392.1	0	756.7	0	515.8	0	497.3	0	330.5	0.5	202.5	0	139	0	52.3	0	233.6
TABACO EN RAMA O SIN ELABORAR	0	151.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.2	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	196229.2	2885.6	13080.5	209	11984.5	76.9	14265.7	132.5	18017.6	300.8	21912.5	49.7	13248.3	127.3	16073.5	396.7	19624.5	290	12245.6	282.6	17041.8	150.9	21074.3	559.5	17660.4	309.7
ABONOS Y FERTILIZANTES	6351.7	0	0	0	0	0	0	0	0	0	4245.1	0	2106.6	0	0	0	0	0	0	0	0	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	324.4	0.3	7.3	0	30	0	5.4	0	198.6	0	1	0	34.1	0	28.3	0	0.9	0	7.6	0	9.6	0.3	1.3	0	0.3	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	38.7	0	0	0	8.8	0	0	0	11.6	0	0	0	0	0	9.7	0	0	0	2.3	0	2.1	0	3.5	0	0.8	0
APARATOS TRANSMISORES Y RECEPTORES	834.2	0	11.9	0	11	0	76.1	0	149.3	0	364.9	0	19.1	0	10.4	0	21.8	0	30.6	0	106.1	0	10.6	0	22.6	0
ARTICULOS DE VESTUARIO	21.5	1538.8	0.1	167.8	1.3	75.6	0	128.9	1.1	196.4	1.3	38.1	3.6	126.2	0.7	107.1	2.2	101.4	4.6	190.8	0.7	135.7	5.8	145.2	0	125.5
AZUCARES Y ARTICULOS DE CONFITERIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATERIAS ELECTRICAS	56	0	1.8	0	2.4	0	3.7	0	1.5	0	4.6	0	3.5	0	1.7	0	4.3	0	1.4	0	5.9	0	0.9	0	24.3	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	2.5	371.3	0	0	0	0	0	0	0	103.6	0	0	0	0	0	0	0	130.5	0	0.4	2.5	0	0	0	0	136.8
CALZADO	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
CERAS	1.2	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	1	0	0	0	0	0	0	0	0	0
CLAVOS Y TORNILLOS	205.6	0	14.4	0	5.7	0	17.2	0	7.3	0	15.3	0	45.4	0	11.9	0	28.3	0	19.9	0	18	0	8.3	0	13.9	0
DETERGENTES Y JABONES	5.6	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	4.4	0	0	0	0	0	0.4	0	0	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	55.3	0	0.7	0	0.5	0	39.9	0	0.6	0	5.4	0	0.9	0	0	0	2.2	0	1.6	0	0.8	0	1.7	0	0.9	0
GRASAS Y ACEITES COMESTIBLES	0	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4	0	0	0	0	0	0	0	0	0	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	71.6	0.4	2.6	0	0.4	0	14	0	15.1	0	1.7	0	2.6	0	13.8	0	16.4	0	0.9	0	2.6	0.4	0.7	0	0.9	0
HILOS E HILAZAS	323.2	0.5	2.4	0	0	0	17.3	0	16.1	0	0	0	112.7	0	44.3	0	32.2	0.5	0.1	0	10.4	0	17.8	0	69.9	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	1140.2	413.4	49	0	146.5	0	0	0	215	0	215	0	0	0	129	0	40.9	0	258	0	86.2	0	0	413.4	0.6	0
INSTRUMENTAL MEDICO Y OTROS	4718.1	1.4	1898.5	0	531.8	0	661.1	0.6	235.8	0	240.6	0	142	0	175.6	0.9	95.2	0	93.8	0	169.1	0	289.1	0	185.5	0
JOYERIA DE FANTASIA	12.2	0	11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	124.2	4.5	0.3	0	7.5	0	23.2	2.5	9.1	0	1.1	0	3.8	0.4	0.4	0.2	19.7	0.3	4.5	0	1.4	0.7	53.3	0	0	0.4
LAMINA Y ALAMBRE	6445.5	0	52.3	0	974	0	1403.2	0	975.2	0	40.3	0	296.6	0	73	0	1631.7	0	23	0	35.9	0	696.2	0	244.1	0
MANUFACTURAS DE CAUCHO	1044.1	0	103.5	0	113.8	0	30.9	0	103.5	0	135.7	0	35.8	0	74.1	0	93.9	0	71.4	0	67.8	0	136.3	0	77.2	0
MANUFACTURAS DE CERAMICA	74.7	1.2	0	0	0.2	0	0	0.2	0	0	0	0	0	0	69.8	0.6	0	0	4.7	0	0	0.2	0	0	0	0.2
MANUFACTURAS DE CUERO	0.2	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.1	0	0
MANUFACTURAS DE MADERA	0.1	202.1	0	41.2	0.1	0	0	0	0	0	0	0	0	0	0	0	0	42	0	77.1	0	0	0	0	0	41.8
MANUFACTURAS DE PAPEL Y CARTON	306.9	0.8	10.4	0	5.9	0	4.3	0	4.5	0	11.3	0	16.2	0	15.6	0	27.9	0	34.3	0.5	143.1	0.3	12.8	0	20.5	0
