	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	255678.8	162511.8	31954	10007.6	16043.9	12488.5	20634.2	12999.4	35525.9	12237.8	17937.2	17421	18331.8	15051.4	26040.3	14250.7	16591.1	17003.9	18418.5	9177.5	19126.1	20912	15100.9	4643.9	19974.9	16318.1
INDUSTRIAS AGROPECUARIAS	1188.8	119994.9	513.9	9183.4	66.2	12130.5	0.8	12480.2	0	11777.6	68.5	17002.3	0.9	14712.5	23.7	13581.8	211.6	13848.8	3.7	6329.3	229.6	2288.2	1.1	1870.6	68.7	4789.8
BANANO	0	3132.8	0	258.7	0	260.4	0	258.2	0	323.4	0	260	0	258.3	0	324.4	0	323.9	0	243.4	0	195.3	0	179.3	0	247.5
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	49.2	635	0	74.3	0	33.2	0	24.4	0	39.3	0	41.7	0	36.3	23.7	84.1	0	51.3	0	106.1	25.5	53.1	0	41.1	0	50.1
CACAO	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
CAFE	0	86567.4	0	4971.5	0	9106.8	0	10324.2	0	10131	0	14065.3	0	9186.9	0	10295.9	0	11472.5	0	4985.1	0	1008.4	0	683.9	0	335.9
CARDAMOMO	0	2012.8	0	153.8	0	159	0	176.7	0	222.9	0	310.5	0	33	0	33	0	0	0	57.5	0	175	0	203.4	0	488
CAUCHO NATURAL (HULE)	687.5	0	67	0	66.2	0	0.8	0	0	0	68	0	0.9	0	0	0	211.6	0	0	0	204	0	0.2	0	68.7	0
ESPECIAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORES Y FOLLAJES	0	1072.6	0	135.8	0	78.1	0	150	0	90.2	0	23.7	0	21.1	0	16.7	0	39.4	0	111.6	0	64.7	0	74.1	0	267.1
FRIJOL	0	77.2	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8	0	55.9	0	0	0	0	0	0.8	0	6.6
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	2606.8	0	16.7	0	27.8	0	5.5	0	44.5	0	331.4	0	779.6	0	68.5	0	268.8	0	268.4	0	270.9	0	267.1	0	257.7
LEGUMBRES Y HORTALIZAS	0	2121.5	0	138.8	0	240.3	0	295.1	0	164.2	0	126.2	0	29.6	0	222.1	0	188.5	0	200.3	0	221.9	0	187.6	0	106.8
MIEL DE ABEJAS	0	129.7	0	0	0	0	0	0	0	73.1	0	56.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	5.1	42	0	10.2	0	10.6	0	16.5	0	3.1	0.5	0	0	0	0	0.6	0	0	3.7	0	0	0	0.9	1	0	0
PIMIENTA	0	161.1	0	0	0	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	75.9	0	37.2	0	0	0	44.4
SEMILLA DE AJONJOLI	446.9	21435.8	446.9	3423.5	0	2210.6	0	1229.5	0	686	0	1787	0	4367.6	0	2522.7	0	1448.6	0	280.9	0	261.6	0	232.1	0	2985.7
INDUSTRIAS MANUFACTURERAS	190159.8	28213.9	23279.7	824.2	9165.2	340.6	15641.4	519.1	27938.2	460.2	11780.7	418.7	14906.2	338.9	16849.1	668.9	14185.7	311.3	13383.1	163.1	16159.6	13141.4	12594.3	350.6	14276.6	10676.7
APARATOS ELECTROMECANICOS DE USO DOMESTICO	45.2	0	0	0	2.1	0	0.1	0	0	0	3.1	0	2.7	0	0	0	0	0	0	0	36.4	0	0.1	0	0.7	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	37.6	0.4	4.8	0	1.7	0	6.8	0.3	6.5	0	1.6	0	1.3	0	1.9	0	1.8	0	2.1	0	2	0	2.4	0	4.8	0
APARATOS TRANSMISORES Y RECEPTORES	121.9	6.9	0.5	0	13.4	0	3.5	0.1	29.9	0.1	8.9	0	18.2	6.7	3.8	0	18.3	0	11.3	0	4.1	0	1.5	0	8.5	0
ARTICULOS DE VESTUARIO	7.8	3189.3	0.1	361.3	0	202.3	0	349.6	0.2	298.6	0.5	316.8	1.5	182.7	0	344.6	0.7	174.8	0.4	122	0	195.4	1.1	220.2	3.4	421
AZUCAR	0	23050.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12909.1	0	0	0	10141.2
AZUCARES Y ARTICULOS DE CONFITERIA	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
BATERIAS ELECTRICAS	18.8	0	2.7	0	0.1	0	0.9	0	2.5	0	3.1	0	0	0	1.7	0	0.9	0	4	0	0.7	0	0.2	0	2.1	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE SOLUBLE Y MOLIDO	0	120.7	0	0	0	0	0	67.8	0	0	0	0	0	7.9	0	0	0	41.7	0	3.2	0	0	0	0	0	0
CALZADO	31.3	1.9	0	0	7.5	0	0	0.6	0	0.3	0	1	0	0	0	0	0	0	0	0	4.5	0	19.4	0	0	0
CAMARON Y LANGOSTA	0	658.9	0	408.7	0	0	0	0	0	0	0	0	0	0	0	250.2	0	0	0	0	0	0	0	0	0	0
CERAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLAVOS Y TORNILLOS	134.9	0	8.7	0	9.3	0	13.2	0	14.3	0	10.2	0	11.7	0	13.5	0	6.4	0	11.7	0	12.2	0	12.1	0	11.7	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	5	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	105.6	0.1	1.3	0	44.6	0	1.4	0.1	0.1	0	0.3	0	2.7	0	4	0	4.3	0	43.2	0	0.1	0	0	0	3.6	0
HILOS E HILAZAS	16.2	0	3.6	0	0	0	2.3	0	1	0	0	0	0	0	0	0	0	0	9.2	0	0	0	0	0	0	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	1148.6	7	24.7	0	103.1	0	42.7	0	25.8	0	0	0	0.4	3.5	339.7	0	0	0	56.4	0	102.3	3.5	453.5	0	0	0
INSTRUMENTAL MEDICO Y OTROS	3894.3	1	442.4	0	255.5	0	146	1	175.3	0.1	146.1	0	522.2	0	294.2	0	447.8	0	115	0	1008.1	0	90.4	0	251.3	0
JOYERIA DE FANTASIA	3.7	0	0	0	1	0	0.6	0	0	0	0.9	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	135.7	0.7	0.1	0	3	0	53.5	0.2	1.2	0.1	0.3	0	0	0	1.2	0.4	0.7	0	20.9	0	0.7	0	0.8	0	53.3	0
LAMINA Y ALAMBRE	1097	0	8.9	0	4.1	0	3.1	0	1009.2	0	12.4	0	2.2	0	8.5	0	6.8	0	0.7	0	3.8	0	34.3	0	2.9	0
LECHE Y OTROS PRODUCTOS LACTEOS	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
MANUFACTURAS DE CAUCHO	1173.4	0	95.9	0	92.6	0	74.7	0	126.9	0	72.6	0	80.8	0	94.7	0	112.5	0	123.4	0	151.6	0	70.5	0	77.2	0
MANUFACTURAS DE CERAMICA	3	0.6	0	0	0	0	0	0.6	0	0	0	0	0	0	1.8	0	0	0	0	0	1.1	0	0.1	0	0	0
MANUFACTURAS DE CUERO	1.7	222	0	2.8	0	6.6	0	26.8	0	0.7	0	2.8	0	68.1	0	8	1.7	14	0	1.3	0	5.3	0	36.8	0	48.9
MANUFACTURAS DE MADERA	0.1	1	0	0	0	0	0	0	0	0.4	0.1	0.2	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0
MANUFACTURAS DE PAPEL Y CARTON	167.3	471.3	19	47.8	7.5	39.7	4	37.7	4.4	51.8	7.1	38.2	3	37.4	40.1	47.9	59	46.3	2.7	34.8	7.2	28.1	1.2	25.2	11.9	36.4
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	0.1	142.2	0.1	0	0	40.6	0	7.8	0	40	0	1.4	0	8.7	0	4.1	0	6.3	0	0	0	0	0	30.3	0	3
MANUFACTURAS DIVERSAS	1187.3	47.7	212.4	2.6	24.1	1.2	154.8	0.3	57.1	3.7	78.9	20	30	0.7	111.8	12.6	73.2	1.3	25.6	0	146.1	0	130.6	5.2	142.5	0
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	24751.9	0.9	1640	0	136	0	508	0.2	9891.8	0	269.2	0	172	0	1614.3	0	4405.1	0	826.7	0	4097.9	0	785.9	0.7	405	0
MATERIALES PLASTICOS Y SUS MANUFACTURAS	847	168.9	72.7	0.9	9.5	24.7	41.3	22.7	4.9	5.4	144.6	19.6	12.3	10.6	48.4	0.9	119	25.5	171	0	47.3	0	69.3	32.2	106.8	26.2
MATERIALES TEXTILES (TEJIDOS O TELAS)	309.6	19.3	1.5	0	46.7	0.1	0	0.4	1.2	0	6.2	18.5	14.8	0	53.7	0	159	0.3	0	0	13.6	0	1.5	0	11.5	0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	103.2	0.6	1.7	0	64.9	0	0	0.3	3	0.3	0	0	0	0	0	0	1.2	0	19.2	0	10.5	0	0	0	2.6	0
NEUMATICOS Y TUBOS	16352.3	0	2950.3	0	1408.4	0	1325.5	0	1461.7	0	1508.5	0	830	0	1103.4	0	1285	0	1194.3	0	1159	0	836.8	0	1289.4	0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTRAS MANUFACTURAS DE METALES COMUNES	536.2	0.9	37.8	0	22.3	0	18.6	0.7	161.2	0.2	31	0	26.6	0	39.4	0	17.1	0	25	0	13.2	0	17.7	0	126.5	0
OTROS ACEITES ESENCIALES	0	60.2	0	0	0	0	0	1.7	0	57	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0
PAPEL Y CARTON	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0
PINTURAS Y BARNICES	150.1	0	0.6	0	0	0	18.9	0	1.8	0	0	0	0	0	6.6	0	21.6	0	0.3	0	47.5	0	24.1	0	28.9	0
PREPARADOS A BASE DE CEREALES	0.9	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	3.7	37.9	0.3	0	0	25.3	0.4	0	1	0	0.1	0	0	12.6	0	0	0.3	0	0.5	0	0.7	0	0.4	0	0.1	0
PREPARADOS DE LEGUMBRES Y HORTALIZAS	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREPARADOS DE FRUTAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	161.1	0	0.1	0	112.1	0	0	0	0	0	0	0	48.7	0	0	0	0.2	0	0	0	0	0	0	0	0.1	0
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	4570.1	0	605.4	0	550.4	0	34.2	0	377.3	0	531.4	0	415.6	0	355.1	0	0	0	481.1	0	231.9	0	470.1	0	517.6	0
PRODUCTOS FARMACEUTICOS	422.5	0	12.7	0	0	0	0.3	0	0.3	0	33.1	0	0	0	0	0	24	0	11.3	0	0.8	0	24.1	0	315.8	0
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	414.6	0	254.4	0	0	0	141.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6	0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	2	0.9	0	0	0	0	0	0.1	0.6	0.4	0	0.2	0	0	0.3	0.2	0	0	0	0	0	0	0	0	1	0
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	0.4	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS"	0.1	1	0	0	0	0	0	0	0.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBERIA Y SUS ACCESORIOS	91.3	0	9.1	0	2.1	0	7	0	13.4	0	3.9	0	4	0	4	0	45.3	0	0.4	0	1.1	0	0.6	0	0.4	0
VEHICULOS Y MATERIAL DE TRANSPORTE	131776.8	1	16832.8	0	6214.1	0	13017.3	0	14525.5	0	8883.1	0	12679.8	0	12672.3	0	7347.5	1	10202.9	0	9026.4	0	9516.9	0	10858.2	0
VIDRIO Y SUS MANUFACTURAS	328.8	0.2	34.1	0	29.3	0	20.6	0.1	31.7	0.1	23.6	0	26	0	34.7	0	25.1	0	23.5	0	28.4	0	28.5	0	23.3	0
INDUSTRIAS EXTRACTIVAS	64330.2	14303	8160.4	0	6812.6	17.5	4992	0	7587.7	0	6088	0	3424.6	0	9167.5	0	2193.8	2843.8	5031.7	2685.1	2736.9	5482.4	2505.5	2422.8	5629.6	851.6
ALUMINIO	138.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	138.7	0	0	0
COBRE Y SUS MANUFACTURAS	7.9	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	4.8	0	0	0	2.9	0	0	0	0.1	0
GASES INDUSTRIALES	81.6	0	20.2	0	0	0	0	0	20.1	0	20	0	0	0	0	0	0	0	0	0	0	0	21.3	0	0	0
HIERRO Y ACERO	64092.2	0	8140.2	0	6812.5	0	4991.5	0	7567.6	0	6068	0	3421	0	9164.8	0	2189	0	5031.7	0	2733.8	0	2345.2	0	5626.9	0
OTROS DERIVADOS DE PETROLEO	9.6	0	0	0	0	0	0.4	0	0	0	0	0	3.6	0	2.7	0	0	0	0	0	0	0	0.3	0	2.6	0
PLOMO	0	11982.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2843.8	0	2450.8	0	5284.6	0	1403	0	0
ZINC	0	2320.8	0	0	0	17.5	0	0	0	0	0	0	0	0	0	0	0	0	0	234.2	0	197.7	0	1019.8	0	851.6
