,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"202,378.40","19,112.10","24,270.10",923.20,"18,112.10","2,751.30","16,564.40",968.50,"15,049.70","1,685.20","18,544.60","1,201.80","10,333.80","1,002.00","17,542.00","1,525.60","15,087.50","2,689.70","16,823.30","2,205.70","19,846.00","1,655.60","15,070.40","1,906.70","15,134.60",596.70
INDUSTRIAS AGROPECUARIAS,"6,575.00","4,664.20",162.80,195.60,446.50,"1,071.60",439.20,169.50,563.90,229.00,"1,883.90",245.30,417.20,276.40,606.30,368.60,285.00,206.30,154.50,133.50,738.10,351.40,521.20,"1,233.80",356.50,183.10
ANIMALES VIVOS DIVERSOS,0.50,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","3,837.10",0,145.4,0,212.7,0,0.00,0,405.90,0,"1,337.40",0,260.5,0,439.1,0,79.2,0,0.10,0,250.60,0,521.2,0,185.1,0
CARDAMOMO,0.00,63.30,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0.00,0,3.8,0,0,0,0,0,59.5
CAUCHO NATURAL (HULE),9.1,"3,413.60",0,51.2,0,993.9,0,152.90,0,62.3,6.8,33.1,0,103.10,0,338.5,0,196.30,2.3,104.50,0,351.4,0,942.3,0,84.1
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",0.50,0.00,0,0,0.4,0,0,0,0,0,0,0,0,0.00,0,0,0.1,0,0,0,0,0.00,0,0,0,0.00
ESPECIAS,293.50,880.10,0,144.40,138.2,77.7,0,16.6,0,166.7,0,212.3,118.8,57.30,0,30.00,0,10.00,13.3,20.30,23.2,0.00,0,108.50,0,36.30
"FRUTAS FRESCAS, SECAS O CONGELADAS","1,340.60",0.00,0.00,0.00,0.00,0.00,169.70,0.00,119.20,0.00,477,0.00,0,0.00,145.1,0.00,0,0.00,0.00,0.00,281.50,0.00,0,0.00,148.1,0.00
MAIZ,15.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,15.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,402.60,116.00,0,0.00,73.10,0.00,73.1,0.00,37.2,0.00,26.6,0.00,37.7,116.00,0.1,0.00,80.8,0.00,0.00,0.00,73.90,0.00,0.00,0.00,0.00,0.00
PIMIENTA,546.60,8.20,0.00,0.00,0.00,0.00,196.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.20,0.00,117.10,5.00,108.90,0.00,0.00,0.00,0.00,3.20
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",128.50,0.00,17.40,0.00,22.00,0,0.00,0,1.50,0.00,36.10,0,0.00,0,22.00,0,0.00,0,6.40,0,0.00,0.00,0.00,0,23.10,0
SEMILLA DE AJONJOLI,0.00,183.10,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,183.1,0.00,0
TABACO EN RAMA O SIN ELABORAR,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"181,745.00","9,053.90","22,241.30",328.6,"16,767.00","1,340.50","14,663.40",645.7,"12,634.20","1,023.90","15,568.20",196.7,"9,445.90",520.4,"14,274.80",348.70,"14,139.70","1,665.10","15,297.50","1,779.80","18,225.90",969.1,"14,204.80",129.9,"14,282.40",105.4
ABONOS Y FERTILIZANTES,89.10,0.00,0,0,0,0,0.00,0,0.00,0,0,0,78.9,0,0,0,0.00,0,10.3,0,0,0,0,0,0,0.00
ALIMENTOS PREPARADOS PARA ANIMALES,"1,735.00",0.00,157.70,0,0.00,0,25.30,0.00,25.20,0.00,272.80,0,321.70,0.00,184.80,0,60.80,0,99.10,0,225.80,0,322.20,0.00,39.60,0.00
