,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"124,053.50",557.80,"15,207.70",55.70,"4,634.40",31.50,"7,240.00",45.40,"11,251.30",81.30,"11,958.80",68.30,"5,381.30",15.70,"10,482.50",10.00,"8,836.60",22.70,"11,640.20",36.10,"13,424.00",68.50,"11,030.70",24.50,"12,965.90",98.00
INDUSTRIAS AGROPECUARIAS,"4,554.90",66.40,134.60,0.00,159.70,0.00,397.90,6.00,427.50,0.00,767.30,0.00,180.80,0.00,"1,082.70",0.00,167.10,0.00,453.80,0.00,269.30,39.20,107.30,21.20,407.00,0.00
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","2,425.80",0,116.6,0,159.70,0,290.9,0,409.9,0,702.4,0,105.1,0,56,0,23.9,0,166.3,0,162.6,0,83.9,0,148.4,0
CARDAMOMO,0.00,6,0,0,0,0,0,6,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),43.70,0.00,0,0,0,0,17.6,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",34.2,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,133.80,0.00,0.1,0,0,0,26.7,0,0,0,0,0,26,0,13.2,0,40.7,0,0,0,13.6,0,13.6,0,0,0
PIMIENTA,47.50,0.00,17.9,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,29.6,0.00,0,0.00,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",38.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,8.8,0.00,0,0.00,0,0.00,4.9,0.00,0,0.00,14.8,0.00,0,0.00,9.7,0.00
PLATANO,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SEMILLA DE AJONJOLI,0.00,60.40,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,39.20,0,21.20,0.00,0.00
