,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"309,107.30","14,318.50","23,598.20",76.30,"34,589.10",259.80,"19,602.40",790.10,"21,093.20",74.30,"35,015.60",699.70,"25,520.40","1,792.70","31,901.30",736.40,"39,741.60",806.30,"18,573.50","1,068.70","23,438.00","2,017.70","18,926.00","2,386.60","17,107.90","3,610.00"
INDUSTRIAS AGROPECUARIAS,"9,453.50","8,335.20","1,155.30",44.00,"1,655.50",51.80,"1,200.50",558.50,"1,704.90",5.00,"1,236.40",239.30,380.70,"1,352.50",397.30,245.70,598.60,214.10,501.50,448.20,172.30,"1,274.60",232.50,"1,007.40",217.90,"2,894.30"
ANIMALES VIVOS DIVERSOS,4.20,0,0,0,0.00,0,0,0,0,0,0.8,0,0,0,0,0,2.5,0,0.9,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","4,858.30",66.1,214.7,0,373.8,0,"1,041.50",0,"1,397.80",5,"1,070.80",0,291.9,61.2,120.4,0,225.3,0,31.4,0,65.7,0,25,0,0,0
CACAO,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARDAMOMO,0,11.30,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
CAUCHO NATURAL (HULE),425.70,"7,880.80",20.9,0,33.7,23.8,69.8,536.5,0,0,68.8,195.3,0,"1,283.10",53.5,210,75,145.3,48.7,447.9,0,"1,164.60",35.6,985.4,19.7,"2,889.10"
ESPECIAS,103.30,0.00,39.3,0.00,0,0,0,0,4.3,0,0,0,3.8,0.00,43.5,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12.3,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",130.40,0.00,0,0.00,62.7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,67.8,0.00
MAIZ,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,322.20,0.00,0,0.00,0.00,0.00,80,0.00,21.4,0.00,74.7,0.00,38,0.00,0,0.00,23.4,0.00,37.6,0.00,0,0.00,23.7,0.00,23.40,0.00
PIMIENTA,221.70,0.00,43.40,0.00,0.00,0.00,9.00,0.00,38.30,0.00,0.00,0.00,46.30,0.00,0.00,0.00,0.00,0.00,17.60,0.00,9.10,0.00,0.00,0.00,58.00,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",108.70,0.00,12.60,0.00,12.00,0,0.20,0,0.80,0.00,21.00,0,0.40,0,0.50,0,15.30,0,4.90,0,3.50,0.00,0.70,0,36.70,0
SEMILLA DE AJONJOLI,0.00,376.8,0.00,44,0.00,22,0.00,22,0.00,0,0.00,44,0.00,8.3,0.00,35.8,0.00,68.8,0.00,0,0.00,110,0.00,22,0.00,0
TABACO EN RAMA O SIN ELABORAR,"3,278.80",0.30,824.2,0,"1,173.40",0,0,0,242.3,0,0.40,0,0.2,0,179.5,0,257,0,360.6,0.3,94,0,147.3,0,0,0
INDUSTRIAS MANUFACTURERAS,"225,607.20","2,796.50","18,245.30",32.3,"17,019.70",208,"17,876.90",231.6,"18,741.50",56.9,"18,359.90",344,"19,022.70",349.7,"20,531.20",416.80,"24,646.10",16.8,"16,522.50",268.9,"21,586.00",54.7,"18,050.50",435.7,"15,004.90",381.2
ABONOS Y FERTILIZANTES,10.40,23.00,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,10.4,0,0,23,0,0,0,0,0,0.00
ALIMENTOS PREPARADOS PARA ANIMALES,258.90,0.00,20.6,0,0,0,9.3,0.00,15.9,0.00,9.9,0,0,0.00,11.3,0,67.40,0,26.7,0,12.6,0,25.6,0.00,59.8,0.00
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"3,678.40",59.40,54,1.7,136.80,0.3,554.7,0,636.20,0.40,174.00,25.9,592.4,27.6,172.5,0,203.2,0,497.9,0,153.2,1.4,392.8,0.4,110.9,1.8
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,220.10,5.40,0.8,0.2,10.3,3.7,30.1,0.00,3.90,0.10,6.6,0,0.1,0.8,16,0,0.50,0,34.1,0,6.4,0.4,110.6,0,0.80,0.30
APARATOS TRANSMISORES Y RECEPTORES,"14,599.70",3.10,10.5,0.2,2,1.3,182.20,0,"1,034.20",0.1,"1,325.50",0,"1,674.10",0.3,"3,971.80",0,"1,863.30",0,"2,508.60",0,"1,693.60",0.7,333.2,0.1,0.60,0.3
ARMAS Y MUNICIONES,0.90,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0
ARTICULOS DE VESTUARIO,728.10,966.1,49.50,0.5,59.4,0,67.2,100.9,60.5,0.1,169.8,225.3,34.4,259.9,52.5,113.5,26.9,0.1,45.2,139.4,60.9,0.1,49.7,123.4,52,2.9
AZUCARES Y ARTICULOS DE CONFITERIA,"2,058.60",0.00,259.3,0,203.3,0,181.5,0,225.4,0,236,0,261,0,264.2,0,89.7,0,44.9,0,106.5,0,146.4,0,40.4,0
BATERIAS ELECTRICAS,47.40,0.10,28.30,0.00,9.20,0.10,2.80,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00,0.00,4.30,0.00,0.10,0.00
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10
CAFE SOLUBLE Y MOLIDO,"3,238.90",0.00,326.70,0.00,298.90,0.00,478.80,0.00,467.30,0.00,53.30,0.00,252.30,0.00,237.50,0.00,205.70,0.00,193.60,0.00,178.60,0.00,417.40,0.00,128.80,0.00
CALZADO,"1,734.20",5.10,152.00,0.00,95.30,0.00,283.90,0.00,135.50,4.90,150.40,0.00,226.30,0.10,123.20,0.00,85.20,0.00,12.30,0.00,209.20,0.10,132.60,0.00,128.40,0.00
CERAS,627.60,5.90,95.10,0.00,1.60,0.00,9.20,0.00,73.20,0.00,41.40,0.00,16.30,5.90,93.20,0.00,77.00,0.00,110.30,0.00,79.20,0.00,7.20,0.00,23.80,0.00
CLAVOS Y TORNILLOS,558.50,0.10,69.90,0.00,35.60,0.00,46.00,0.00,51.50,0.00,19.50,0.00,113.20,0.00,12.20,0.00,41.50,0.10,50.50,0.00,28.30,0.00,62.50,0.00,27.80,0.00
DETERGENTES Y JABONES,669.70,0.50,68.40,0.00,7.20,0.50,74.20,0.00,47.20,0.00,70.70,0.00,5.50,0.00,3.00,0.00,108.50,0.00,33.20,0.00,122.20,0.00,15.90,0.00,113.70,0.00
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.30,0.00,0.00,0.00,0.00,0.00
GRASAS Y ACEITES COMESTIBLES,"5,579.20",0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,524.30",0.00,0.00,0.00,0.00,0.00,54.30,0.00,0.00,0.00
