,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"274,698.40","21,052.00","31,673.80","1,114.90","17,690.30",660.50,"33,853.90","4,947.90","14,035.00","1,484.60","22,428.30","1,289.00","28,994.60","1,587.30","17,751.50","1,000.00","20,737.30","2,855.30","24,614.20","2,445.00","24,595.20","1,557.30","22,625.20",616.00,"15,699.00","1,494.10"
INDUSTRIAS AGROPECUARIAS,"10,150.30","11,581.90",162.30,150.60,645.00,81.60,945.40,"4,618.30",704.10,322.70,"1,476.10",362.60,520.70,621.00,506.00,261.80,545.20,"1,786.70","2,062.00","1,520.30","1,107.90",958.70,966.00,186.70,509.60,710.90
ANIMALES VIVOS DIVERSOS,0.80,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","3,247.80",0,0,0,0,0,518.00,0,614.90,0,574.50,0,414.3,0,57.6,0,0,0,"1,067.60",0,0.3,0,0.6,0,0,0
CARDAMOMO,0.00,50.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,50,0,0,0,0
CAUCHO NATURAL (HULE),60.8,"10,697.70",0,0,0,0,54,"4,435.10",0,322.7,0,317.7,0,621,0,217.8,0,"1,683.80",0,"1,469.20",6.8,908.7,0,186.7,0,534.9
ESPECIAS,50.60,0.00,0,0,0,0,19.7,0,0,0,3.6,0,0,0.00,0,0,0,0,18.7,0,0,0.00,8.6,0,0,0.00
"FRUTAS FRESCAS, SECAS O CONGELADAS","1,117.60",0.00,154.1,0.00,0,0,255.6,0,0,0,264.2,0,0,0.00,0,0.00,140.5,0.00,157.2,0.00,0,0.00,0,0.00,146.1,0
LEGUMBRES Y HORTALIZAS,"1,601.10",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,862.4,0.00,738.7,0.00,0,0.00
MAIZ,6.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,0.00,0.00,1.60,0.00,1.00,0.00
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,438.00,0.00,5.7,0.00,36.20,0.00,94.8,0.00,6.4,0.00,0,0.00,66.6,0.00,119.2,0.00,0.1,0.00,108.2,0.00,0,0.00,0,0.00,0.70,0.00
PIMIENTA,595.00,0.00,0.00,0.00,16.30,0.00,0.00,0.00,82.80,0.00,265.00,0.00,0.00,0.00,0.00,0.00,16.30,0.00,0.00,0.00,0.00,0.00,214.50,0.00,0.00,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",31.80,0.00,2.50,0.00,0.00,0,3.30,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,2.00,0,0.00,0.00,2.00,0,22.00,0
