,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"172,709.70",959.50,"15,445.60",6.70,"10,804.90",39.70,"12,873.10",55.90,"13,380.20",38.50,"20,485.80",55.80,"11,869.10",222.80,"10,089.60",66.40,"14,646.60",38.50,"17,725.30",101.40,"17,127.30",27.40,"15,827.40",214.60,"12,435.00",91.80
INDUSTRIAS AGROPECUARIAS,"4,133.30",360.00,232.20,0.00,586.50,27.80,556.90,46.40,741.90,23.20,319.00,0.00,595.70,0.10,73.40,17.50,73.60,18.30,346.60,24.90,138.40,4.20,57.10,174.40,412.00,23.20
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","2,170.90",0,153.2,0,332.70,0,412.7,0,563.3,0,44.9,0,534.9,0,48,0,11.6,0,0,0,40.5,0,8,0,21.2,0
CARDAMOMO,0.00,5,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
CAUCHO NATURAL (HULE),116.50,17.50,0,0,38.8,0,58.3,0,19.4,0,0.1,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0
ESPECIAS,15.4,0.50,0,0,15.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.4,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",78.30,0.00,0,0,0,0,38.4,0,0,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,174.50,0.10,0,0.00,4.5,0,35.7,0,26.7,0,17.3,0,18.6,0.00,17.8,0.00,0,0.00,0,0.10,36.7,0.00,17.2,0.00,0,0
PIMIENTA,59.00,132.20,0,0.00,0,0.00,11.8,0.00,17.6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12,4.20,17.6,128.00,0,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",36.40,0.10,12.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.10,8.90,0.00,14.30,0.00,0.00,0.00
PLATANO,18.40,0.00,6.4,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,1.4,0.00,7.5,0.00,0,0.00,3.2,0.00,0,0.00,0,0.00,0.00,0.00
SEMILLA DE AJONJOLI,0.00,204.70,0.00,0.00,0.00,27.80,0.00,46.40,0.00,23.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.30,0.00,19.40,0.00,0.00,0.00,46.40,0.00,23.20
