,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"392,707.80","2,059.70","41,655.40",174.40,"23,225.40",41.70,"42,719.60",272.60,"47,039.70",138.00,"27,677.30",244.70,"23,371.00",245.20,"54,657.40",85.70,"29,775.80",87.60,"28,859.10",385.90,"23,979.40",51.90,"26,953.30",144.10,"22,794.40",187.90
INDUSTRIAS AGROPECUARIAS,"9,261.50",412.90,337.50,18.00,321.80,22.00,"1,036.70",45.50,"2,191.50",22.00,"1,060.40",22.00,867.30,48.50,963.50,28.10,926.80,47.50,422.70,23.90,292.50,0.00,571.90,91.40,268.90,44.00
ARROZ,241.70,0,0,0,0.00,0,0,0,47.1,0,43.7,0,36.4,0,36.4,0,38.3,0,39.7,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","4,743.50",0,0,0,30.1,0,571,0,"1,873.30",0,898.60,0,496.5,0,495.2,0,174.3,0,21.8,0,11.3,0,171.2,0,0,0
CAUCHO NATURAL (HULE),974.90,97.40,92.8,0,0,0,89.5,23.5,29.6,0,60.8,0,146.9,26.5,87.8,0,305.4,0,0,0,98.8,0,63.4,47.4,0,0
ESPECIAS,38.2,0.00,0,0,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLORES Y FOLLAJES,0.00,33.50,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,0,3.5,0,1.9,0,0,0,0,0,0
FRIJOL,10.50,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0.00,10.5,0.00,0,0.00,0,0.00,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",80.10,0.00,0,0.00,0,0.00,80.1,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
LEGUMBRES Y HORTALIZAS,142.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,0.00,0.00,0.00
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,407.40,0.00,21,0.00,21.00,0.00,64.9,0.00,22,0.00,22.2,0.00,0.4,0.00,6.9,0.00,121.8,0.00,55.5,0.00,49.6,0.00,0,0.00,22.00,0.00
PIMIENTA,120.80,0.00,17.60,0.00,0.00,0.00,9.00,0.00,0.00,0.00,17.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.10,0.00,26.70,0.00,0.00,0.00,17.60,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",46.20,0.00,0.00,0.00,7.30,0,1.70,0,0.10,0.00,17.10,0,0.40,0,4.90,0,0.30,0,0.10,0,14.50,0.00,0.00,0,0.00,0
SEMILLA DE AJONJOLI,0.00,282,0.00,18,0.00,22,0.00,22,0.00,22,0.00,22,0.00,22,0.00,0,0.00,44,0.00,22,0.00,0,0.00,44,0.00,44
TABACO EN RAMA O SIN ELABORAR,"2,456.20",0.00,206.1,0,225.2,0,220.4,0,219.4,0,0.10,0,186.7,0,202.6,0,286.7,0,263,0,91.6,0,325.1,0,229.3,0
