,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"234,674.00","2,178.70","19,563.30",222.00,"13,260.40",56.20,"13,040.40",29.40,"16,082.90",135.60,"18,068.00",23.10,"14,236.90",76.00,"15,695.40",55.90,"15,263.40",19.10,"17,287.40",59.80,"32,026.80",248.90,"33,447.40",345.40,"26,701.80",907.20
INDUSTRIAS AGROPECUARIAS,"4,652.70",360.20,747.90,16.20,18.70,0.00,324.80,0.00,869.60,20.00,939.60,19.20,402.80,41.30,183.40,18.00,159.50,18.00,447.40,29.50,61.10,36.00,200.60,18.00,297.40,144.10
ANIMALES VIVOS DIVERSOS,2.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.9,0,1.2,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","1,896.40",15.8,256.8,0,0.9,0,0,0,522,0,396.10,0,118.8,5.2,183.1,0,108.9,0,148.3,10.5,1.1,0,0,0,160.5,0
CARDAMOMO,0.00,3.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
CAUCHO NATURAL (HULE),857.8,193.10,60.1,16.2,0,0,121.1,0,0,0,189.8,0,96.8,17.6,0,0,31.3,0,57.8,18.9,60,0,121,0,120,140.3
ESPECIAS,48.50,0.00,1.8,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,35.9,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,194.90,0.00,37.1,0.00,17.8,0,0,0,0,0,0,0,51.1,0.00,0,0.00,0,0.00,45.2,0.00,0,0.00,43.7,0.00,0,0
PIMIENTA,124.60,0.00,45.2,0.00,0,0.00,26.6,0.00,0,0.00,35,0.00,0,0.00,0,0.00,17.8,0.00,0,0.00,0,0.00,0,0.00,0,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",40.50,0.00,0.00,0.00,0.00,0.00,14.30,0.00,1.00,0.00,0.00,0.00,8.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.90,0.00
SEMILLA DE AJONJOLI,0.00,147.60,0,0.00,0.00,0.00,0,0.00,0,20.00,0,19.20,0,18.40,0,18.00,0,18.00,0,0.00,0,36.00,0,18.00,0.00,0.00
TABACO EN RAMA O SIN ELABORAR,"1,487.90",0.00,347.00,0.00,0.00,0.00,162.80,0.00,346.60,0.00,307.90,0.00,127.70,0.00,0.30,0.00,0.60,0.00,194.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
INDUSTRIAS MANUFACTURERAS,"174,288.50","1,227.90","17,407.60",205.90,"12,758.70",56.2,"12,521.50",29.4,"13,644.90",115.60,"13,510.80",3.9,"13,336.50",34.7,"13,046.00",37.9,"14,312.70",1.1,"15,900.80",30.3,"15,124.20",8.80,"16,098.30",155.3,"16,626.50",548.8
ALIMENTOS PREPARADOS PARA ANIMALES,408.20,0,130.60,0,0.00,0,0.00,0,8.00,0,8.20,0,29.50,0,29.80,0,66.30,0,32.80,0,49.20,0,16.70,0,37.20,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"5,084.20",4.10,927.9,1,413,0.1,235.6,0.3,81.8,0.1,"1,139.80",0,260.1,0.2,268.7,0.3,320.2,0,546.6,0.8,415.3,0,328.5,0.8,146.6,0.7
