,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),"226,973.80","20,050.90","17,941.70","1,653.80","9,603.90","2,195.00","16,990.70","1,185.90","13,209.90","1,289.30","21,378.40","1,507.50","13,641.80","1,583.90","22,478.40",689.00,"16,455.70","2,327.90","19,559.30","1,855.30","21,251.40",792.00,"25,741.30","3,603.90","28,721.60","1,367.50"
INDUSTRIAS AGROPECUARIAS,"24,619.00","2,768.80",376.40,478.30,116.20,57.80,23.20,58.80,555.80,249.60,"1,797.40",59.70,245.40,200.80,"2,836.00",183.30,167.50,129.40,201.60,252.80,261.10,25.90,"5,541.90","1,017.00","12,496.60",55.30
ANIMALES VIVOS DIVERSOS,2.20,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1.8,0
ARROZ,409.70,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0,0,409.7,0,0,0,0.00,0,0.00,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","2,354.30",0.00,2.00,0,0,0,0,0,257.30,0,"1,675.70",0,48.2,0,84,0,152.5,0.00,94,0,0,0,40.6,0,0,0
CAUCHO NATURAL (HULE),128,"2,536.60",0,478.3,0,57.8,0.1,58.80,0,122.6,0,59.7,0,200.80,31.2,158.8,0,129.40,70.2,252.80,0,25.9,0,936.4,26.4,55.3
FRIJOL,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00
"FRUTAS FRESCAS, SECAS O CONGELADAS","1,536.70",0.00,247.6,0.00,115.9,0,0,0,111.3,0,112.3,0,197.2,0.00,248.6,0.00,0,0.00,0,0.00,201.2,0.00,180.6,0.00,122.1,0.00
HUEVOS DE AVES,29.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,29.30,0.00,0,0.00,0,0.00
LEGUMBRES Y HORTALIZAS,"1,936.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,936.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
