,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,"268,624.10","18,976.30","39,462.80","1,793.40","21,244.80","1,088.20","16,339.50",976.20,"22,476.30","1,120.30","18,442.90","1,891.90","37,252.90","2,271.20","21,402.80","2,432.20","19,746.80","2,632.80","18,370.00","1,839.20","16,734.50","1,409.30","14,220.10",699.40,"22,930.70",822.10
INDUSTRIAS AGROPECUARIAS,"8,364.50","6,722.00",615.70,722.90,"1,847.30",0.00,"1,271.90",142.40,"1,407.40",488.70,"1,388.20",621.90,691.10,635.20,280.10,928.80,135.20,"1,199.50",8.40,877.10,390.20,754.30,182.60,144.10,146.50,206.90
"BULBOS, RAICES Y PLANTAS ORNAMENTALES","4,731.80",127.3,85.3,0,712.10,0,818.9,0,911,0,"1,362.50",0,369.1,0,231.6,0,106.8,127.3,0,0,122.8,0,0,0,11.8,0
CAFE,7.30,0,0,0,0,0,0.00,0,0.00,0,0.00,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0
CAUCHO NATURAL (HULE),111.50,"6,205.20",0,680.9,2.4,0,0,142.4,40,488.7,0,585.9,47.8,635.1,21.2,892.8,0,"1,072.20",0,814.1,0,668.2,0,104,0,120.9
"FRUTAS FRESCAS, SECAS O CONGELADAS",193.4,0.00,0,0,101.6,0,0,0,91.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAIZ,5.50,0.00,0,0,0,0,0,0,0,0,1.9,0,0.6,0.00,0.3,0,0,0,0,0,0,0.00,1.6,0,1.1,0.00
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,418.50,0.00,14.9,0.00,48.6,0,119.4,0,43.5,0,0,0,0,0.00,26.9,0.00,26.9,0.00,0,0.00,111.4,0.00,0,0.00,26.9,0
PIMIENTA,222.40,0.00,9.1,0.00,68.1,0.00,17.5,0.00,0,0.00,0,0.00,80.7,0.00,0,0.00,0,0.00,0,0.00,0,0.00,47,0.00,0,0.00
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",100.50,0.00,1.80,0.00,0.00,0.00,2.30,0.00,37.80,0.00,23.80,0.00,2.80,0.00,0.10,0.00,1.50,0.00,8.40,0.00,20.50,0.00,0.00,0.00,1.50,0.00
SEMILLA DE ALGODON,23.60,0.00,0,0.00,0.00,0.00,0,0.00,23.6,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00
SEMILLA DE AJONJOLI,0.00,389.40,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,63.00,0.00,86.20,0.00,40.20,0.00,86.00
TABACO EN RAMA O SIN ELABORAR,"2,550.00",0.00,504.50,0.00,914.50,0,313.90,0,259.50,0.00,0.00,0,182.80,0,0.00,0,0.00,0,0.00,0,135.50,0.00,134.00,0,105.20,0
INDUSTRIAS MANUFACTURERAS,"227,268.10","5,306.60","25,310.30",591.2,"15,534.10",430.4,"14,282.50",258.5,"19,763.10",141.3,"16,787.80",503.5,"28,468.50",808.2,"19,253.50",309.5,"19,473.00",421.9,"17,534.80",493.7,"14,938.80",318.1,"13,769.60",509.4,"22,152.20",520.9
ABONOS Y FERTILIZANTES,11.60,0.00,0,0,0.00,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.6,0,11,0
ALIMENTOS PREPARADOS PARA ANIMALES,671.50,0.00,0.00,0,68.90,0,85.30,0,37.20,0,90.20,0,74.90,0,82.40,0.00,6.80,0,0.00,0,196.30,0,29.40,0,0.00,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,"1,986.60",43.20,179.8,0,44.2,0.1,351.30,0,146.40,0,177.8,0.8,204.4,0,300.1,20.8,14.7,0,89.7,0,300.4,0.7,43.3,20.7,134.5,0.10
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,221.20,6.50,13.5,0,14.4,0.1,3,0.00,122.7,0.00,6.5,0.5,2.9,0.00,7,0.6,10.40,0,11.8,0,19.4,5,4.7,0.40,4.8,0.00
APARATOS TRANSMISORES Y RECEPTORES,"20,310.40",2.00,"4,358.40",0,"1,226.60",0,880.4,0,"4,341.80",0.00,691.80,0.5,213.1,0,495.3,0.4,388.6,0,"2,824.40",0,371.1,0.5,"3,283.50",0.5,"1,235.40",0
ARMAS Y MUNICIONES,315.90,0.00,0,0,0,0,0,0.00,0.00,0.00,0,0,0,0,0,0,313.90,0,0,0,0,0,0,0,2.00,0.00
ARTICULOS DE VESTUARIO,834.80,"2,071.70",29.4,431.2,91.9,362.3,82.10,96.7,86.50,0,84.50,256.1,29.20,80.5,35.10,96.6,103.90,168.4,43.40,185.3,99.10,70.8,57.4,76.2,92.40,247.6
AZUCARES Y ARTICULOS DE CONFITERIA,"1,666.20",360.40,175.8,0,253.4,0,240.4,0,87.3,0,114.5,33,164.9,0,138.6,49.5,39.9,0,80.2,66.6,182,81.8,77.2,95.5,112.1,33.9
BATERIAS ELECTRICAS,59.00,0,0.10,0,2.2,0,0,0,1.4,0,0.1,0,0,0,2.6,0,24.5,0,0,0,0,0,0,0,27.9,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,2.90,0.00,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE SOLUBLE Y MOLIDO,"4,407.30",0.00,521.90,0.00,428.70,0.00,358.10,0.00,546.60,0.00,469.00,0.00,441.10,0.00,335.10,0.00,168.80,0.00,385.30,0.00,273.00,0.00,284.20,0.00,195.40,0.00
CALZADO,"1,156.60",11.30,63.30,0.00,93.20,0.00,42.90,0.00,151.40,0.00,148.60,0.60,103.60,0.00,38.80,0.20,103.40,10.20,87.90,0.00,192.20,0.20,52.00,0.00,79.30,0.00
CERAS,84.40,0.00,2.50,0.00,21.30,0.00,0.70,0.00,0.60,0.00,6.30,0.00,23.60,0.00,3.00,0.00,20.20,0.00,0.70,0.00,5.70,0.00,0.00,0.00,0.00,0.00
CLAVOS Y TORNILLOS,649.40,0.00,15.20,0.00,52.90,0.00,14.70,0.00,100.70,0.00,39.60,0.00,40.00,0.00,122.00,0.00,42.50,0.00,93.10,0.00,63.80,0.00,43.60,0.00,21.30,0.00
DETERGENTES Y JABONES,579.60,0.00,20.20,0.00,33.20,0.00,40.50,0.00,111.90,0.00,66.90,0.00,148.20,0.00,77.30,0.00,0.50,0.00,0.00,0.00,57.20,0.00,23.60,0.00,0.00,0.00
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.80,0.00,0.80,0.00
GRASAS Y ACEITES COMESTIBLES,"25,064.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,"9,454.10",0.00,"1,359.50",0.00,"6,520.90",0.00,"1,306.70",0.00,30.30,0.00,0.00,0.00,"6,391.20",0.00
HARINAS DE CEREALES,125.60,0.00,0.00,0.00,13.90,0.00,0.00,0.00,12.10,0.00,13.80,0.00,5.20,0.00,29.00,0.00,0.00,0.00,0.00,0.00,15.70,0.00,15.50,0.00,20.30,0.00
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,"3,515.90",18.50,559.60,0.00,110.50,0.00,746.20,0.00,386.00,18.10,183.70,0.00,122.50,0.00,227.00,0.10,59.00,0.10,223.80,0.00,128.30,0.00,202.00,0.10,567.20,0.00
HILOS E HILAZAS,501.10,0.00,3.50,0,69.30,0.00,2.50,0.00,93.60,0.00,8.10,0.00,2.90,0.00,119.30,0.00,12.20,0.00,16.50,0.00,161.70,0.00,9.00,0.00,2.50,0.00
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES","2,388.20",0.00,1.50,0.00,0.00,0.00,221.70,0.00,361.10,0.00,309.30,0.00,678.50,0.00,201.00,0.00,93.50,0.00,178.70,0.00,232.40,0.00,0.00,0.00,110.70,0.00
