	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	121496.7	60985.1	14772.1	7776	6711	3918.1	6677.1	4498.3	10076.4	6427.6	15064.9	4072.7	8664.7	3888.1	11790.3	4721	11060.5	2122.1	10176.9	2618.1	7005.3	2520.7	10887	2946.6	8610.4	15475.9
INDUSTRIAS AGROPECUARIAS	742.9	7940.7	91.7	0	20	218.6	22.1	586.2	92.1	2002.9	19.6	1462.6	100.8	829.2	109.5	1100	30.9	506.8	86.1	650.5	30.4	397.8	111.2	45.3	28.4	140.7
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	154.7	26.3	0	0	19.4	1.8	13.3	1.8	0	1.2	19.6	8.1	0	1.3	8.1	1.9	26.4	0.8	0	0	25.3	5.8	19.1	0.3	23.4	3.3
CAFE	0	5838.8	0	0	0	216.8	0	584.5	0	668	0	1454.5	0	807.8	0	896.3	0	456	0	650.5	0	0	0	0	0	104.4
CAUCHO NATURAL (HULE)	515.6	20.6	84.9	0	0	0	0	0	86.1	0	0	0	86.1	20.1	86.1	0	0	0	86.1	0	0	0.5	86.1	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	0	500.4	0	0	0	0	0	0	0	0	0	0	0	0	0	201.8	0	50	0	0	0	170.6	0	45	0	32.9
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	72.1	6.6	6.7	0	0	0	8.9	0	6	5.2	0	0	14.7	0	15.3	0	4.5	0	0	0	5.1	1.4	6	0	5	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TABACO EN RAMA O SIN ELABORAR	0	1547.9	0	0	0	0	0	0	0	1328.5	0	0	0	0	0	0	0	0	0	0	0	219.5	0	0	0	0
INDUSTRIAS MANUFACTURERAS	112857.5	52375.7	14167.2	7762.3	6574.3	3587.2	6540.6	3901.3	8996.4	4259	9181.3	2552	8405.5	3014.8	11591.1	3524.9	11008.2	1596	10084.2	1925.8	6973.2	2093.2	10768.7	2844.7	8566.7	15314.5
