	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	110346.3	19955.7	11168.8	440.4	7868.2	1679.1	6697.3	964.7	8594.7	1747.8	9466.7	1890	12654.6	4582.7	9057.4	1843.4	8690.2	1381.4	8977.2	2236.5	11031.3	1131.4	7225.4	1235.4	8914.5	822.9
INDUSTRIAS AGROPECUARIAS	145	6063.1	1.2	246.7	53.5	363.3	2.9	478.3	9.4	432.2	3.9	1004.9	0	1241.8	44.6	401.2	0	537.5	13.1	369.7	16.4	333.6	0	321.9	0	332.3
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	43.6	11.9	0	1.7	9.8	0	0	0	9.3	5.1	0	0	0	1	0	0	0	0	13.1	0	11.3	1.5	0	1.6	0	1
CAFE	0	4559	0	245	0	363.3	0	478.3	0	367.8	0	436.6	0	376.1	0	401.2	0	537.5	0	369.7	0	332	0	320.3	0	331.3
ESPECIAS	0.3	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	96.9	0	0	0	43.7	0	2.9	0	0	0	3.9	0	0	0	42.7	0	0	0	0	0	3.7	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	4.3	59.3	1	0	0	0	0	0	0	59.3	0	0	0	0	1.9	0	0	0	0	0	1.3	0	0	0	0	0
SEMILLA DE AJONJOLI	0	54	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0
TABACO EN RAMA O SIN ELABORAR	0	1378.9	0	0	0	0	0	0	0	0	0	568.2	0	810.7	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS EXTRACTIVAS	3741.8	6155.4	92.1	160.1	79.7	607.8	62.3	397.1	68.4	1046.7	58.8	740.3	252	2153.3	184.4	693.5	26.3	217	115.7	112.6	100.6	3.2	7.9	23.7	2693.4	0
