	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	101771.1	295.7	7881.5	30.1	6773.2	0.1	6221.7	15.9	6910.9	34.9	9252.5	1.3	10609.7	1.3	9867.6	4.2	7528.6	138.6	7851.5	17.1	8435	1.7	8818.9	41.4	11620	9.1
INDUSTRIAS AGROPECUARIAS	27.1	123.8	0	0.2	0	0.1	0	0	0.4	31.3	1.5	0	0	1.2	0	0	0	55	24.5	8.8	0	0	0.7	27.3	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	25.1	2.5	0	0.2	0	0.1	0	0	0	0.6	1.1	0	0	1.2	0	0	0	0	24	0.4	0	0	0	0	0	0
CAFE	0	112.9	0	0	0	0	0	0	0	30.6	0	0	0	0	0	0	0	55	0	0	0	0	0	27.3	0	0
CAUCHO NATURAL (HULE)	1.7	0	0	0	0	0	0	0	0.4	0	0.4	0	0	0	0	0	0	0	0.4	0	0	0	0.4	0	0	0
LEGUMBRES Y HORTALIZAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	0	8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0
INDUSTRIAS MANUFACTURERAS	99237.9	151.5	7568.9	29.9	6370.1	0	5868	15.9	6055.1	3.6	9091.1	1.3	10449.2	0.1	9840.5	4.2	7469	83.7	7760.9	0	8379.1	1.7	8766.1	8.2	11619.8	3.1
ABONOS Y FERTILIZANTES	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	19.1	0	0	0	6.9	0	1.7	0	0	0	0	0	0	0	7.1	0	0	0	0	0	3.4	0	0	0	0	0
APARATOS ELECTROMECANICOS DE USO DOMESTICO	1909.9	0	173.2	0	153	0	172.1	0	72.2	0	178.1	0	185	0	106.2	0	95	0	139.3	0	306.7	0	107.6	0	221.6	0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	9.7	0	0.4	0	0.3	0	1.4	0	0.2	0	0.4	0	4.8	0	0.2	0	0.6	0	0	0	0	0	0.3	0	1.2	0
APARATOS TRANSMISORES Y RECEPTORES	1700.2	0	172.7	0	38	0	272.9	0	39.5	0	22.4	0	226.8	0	68.4	0	91.9	0	196.3	0	7	0	167	0	397.2	0
ARMAS Y MUNICIONES	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ARTICULOS DE VESTUARIO	301.9	8.2	28.7	0	39.3	0	30.3	0	1.7	0	24.1	0	15.4	0	0.2	0	21	0	8.7	0	14.2	0	39.8	8.2	78.5	0
AZUCAR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AZUCARES Y ARTICULOS DE CONFITERIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BATERIAS ELECTRICAS	146.3	0	7.1	0	34.3	0	8.6	0	16	0	13.5	0	0.6	0	7.8	0	2.5	0	1	0	19.2	0	19.9	0	15.7	0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	0.2	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE SOLUBLE Y MOLIDO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALZADO	629.1	0	29.1	0	89.7	0	1.2	0	0.5	0	65.1	0	0.5	0	45.9	0	131.9	0	119.1	0	0.2	0	74.6	0	71.1	0
CERAS	20.3	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	6.8	0	12	0	0	0	0	0	0.3	0
CLAVOS Y TORNILLOS	884.1	0	85.1	0	10.7	0	18.5	0	102.4	0	96.9	0	116.8	0	105.6	0	71.8	0	67.7	0	44.7	0	115	0	48.9	0
DETERGENTES Y JABONES	60	0	5.9	0	0	0	24.9	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2	0	0	0	0	0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	234.8	2	0.7	0	0.2	0	85.5	0	0	0	0	0	4.7	0	0.7	2	4.5	0	0.1	0	137.2	0	0	0	1.2	0
GRASAS Y ACEITES COMESTIBLES	15.6	0	0	0	0	0	0	0	5.2	0	0	0	10.4	0	0	0	0	0	0	0	0	0	0	0	0	0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	357.2	0	29	0	12.5	0	45.5	0	22.7	0	18.7	0	89.9	0	29	0	33.7	0	33.4	0	22.3	0	12.4	0	8.1	0
HILOS E HILAZAS	1694.5	0	236.4	0	148	0	71.9	0	103.7	0	177.4	0	127.5	0	141.2	0	69.2	0	175.6	0	181	0	88.3	0	174.5	0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSTRUMENTAL MEDICO Y OTROS	1792.7	0	109.9	0	36.3	0	146.3	0	57.9	0	418.1	0	76.9	0	113.5	0	105.1	0	103.4	0	126.4	0	158.5	0	340.6	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	2136.9	0	150.7	0	138.1	0	136	0	185	0	62.8	0	213.3	0	115.9	0	76.5	0	176.1	0	214.1	0	394.6	0	273.8	0
LAMINA Y ALAMBRE	327.6	0	41.3	0	41.7	0	10.9	0	21.4	0	17.3	0	13	0	26.6	0	39	0	11.9	0	4.4	0	14.8	0	85.1	0
LECHE Y OTROS PRODUCTOS LACTEOS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANUFACTURAS DE CAUCHO	727.8	0	63.3	0	17.6	0	26.5	0	45.6	0	126.9	0	53.3	0	42	0	74.5	0	55	0	67.3	0	119.9	0	35.9	0
MANUFACTURAS DE CERAMICA	25.5	0.1	4.7	0.1	0	0	3.8	0	0	0	5.7	0	0	0	2.1	0	1.5	0	4.2	0	1	0	2.5	0	0	0
MANUFACTURAS DE CUERO	160.7	0	4.9	0	0.1	0	3	0	11.4	0	3.4	0	128.9	0	3.3	0	0.3	0	0	0	0.1	0	0	0	5.5	0
MANUFACTURAS DE MADERA	136.1	29.8	1.1	29.8	0.9	0	9.1	0	31.6	0	8	0	2	0	28.8	0	1.4	0	6.3	0	42.1	0	0.5	0	4.2	0
MANUFACTURAS DE PAPEL Y CARTON	596.7	0	57.7	0	39.5	0	59.4	0	40	0	72	0	19.4	0	44.9	0	37.3	0	16.4	0	77.5	0	58.6	0	73.9	0
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	8.9	0.1	0.5	0	0.1	0	0.9	0	3.5	0	0	0	3.9	0.1	0	0	0	0	0	0	0	0	0	0	0	0
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	29.6	0	0	0	0.4	0	0.8	0	6.4	0	12.4	0	0.6	0	3.5	0	1.4	0	0	0	3.7	0	0	0	0.3	0
MANUFACTURAS DE PIELES	28.3	0	0	0	3.8	0	0	0	0	0	7.5	0	13	0	0	0	0	0	0	0	4.1	0	0	0	0	0
MANUFACTURAS DIVERSAS	2777.5	14.7	279.6	0	215.1	0	266.6	13.4	139.7	0	232.6	1.3	299.7	0	245.4	0	297.6	0	199	0	129.1	0	209.9	0	263.3	0
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	9505.8	0	565.7	0	1490.9	0	512	0	351.8	0	454.3	0	650.2	0	305.6	0	300.5	0	386.1	0	797.7	0	1794.7	0	1896.4	0
MATERIALES PLASTICOS Y SUS MANUFACTURAS	6023.6	6.1	469.1	0	130.4	0	509.6	2.5	395.7	3.6	468.8	0	434.4	0	644	0	446.8	0	646.9	0	663.2	0	569.2	0	645.6	0
MATERIALES TEXTILES (TEJIDOS O TELAS)	38571.9	85.4	2597.4	0	1952.6	0	2040.3	0	2013.5	0	3805.9	0	5832.7	0	5208.3	0	3190.1	83.7	3135.1	0	2608.6	1.7	2307	0	3880.4	0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	946.9	0	163.3	0	88.4	0	26.9	0	82.6	0	64.5	0	59.3	0	64.1	0	56.6	0	106.6	0	109	0	42.4	0	83.2	0
NEUMATICOS Y TUBOS	1722.8	0	215.5	0	1.3	0	78.4	0	82.1	0	148.6	0	99.4	0	264.4	0	210	0	177.4	0	147.5	0	145.8	0	152.4	0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	1.9	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0.3	0	0.1	0	0	0	0	0
OTRAS MANUFACTURAS DE METALES COMUNES	3097.7	2.2	410	0	150.2	0	178.1	0	347.1	0	356.2	0	266.3	0	183.5	2.2	271.7	0	133.8	0	225.1	0	226.4	0	349.3	0
PAPEL Y CARTON	9.7	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6	0	0	0
