	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	93340	43733.4	6240.2	1589.4	5138.2	1699.8	6252.1	2725.2	5908.3	2248.3	10638.1	15184.4	7538.8	3757.6	8131.6	1624.1	11012.9	3803	7969.9	4618.5	8773.8	1954.9	9150.4	1570.8	6585.8	2957.3
INDUSTRIAS AGROPECUARIAS	110.3	7094.1	4.4	369.7	18.3	541.7	4.6	560.3	12	471.9	10.1	654.8	3.7	1953.9	22.1	101.1	10.6	1017.1	4.7	406.8	0	589.3	19.8	212.9	0	214.7
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	71.6	5.4	0	0	15.8	0	0	3	7.6	0	10.1	0	0	0	22.1	0	5.5	1.7	0	0.7	0	0	10.6	0	0	0
CAFE	0	5870.7	0	369.7	0	541.7	0	557.2	0	471.9	0	654.8	0	736	0	101.1	0	1015.5	0	406.1	0	589.3	0	212.8	0	214.7
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	38.4	0	4.4	0	2.6	0	4.4	0	4.4	0	0	0	3.7	0	0	0	5.1	0	4.7	0	0	0	9.2	0	0	0
PIMIENTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	0.2	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TABACO EN RAMA O SIN ELABORAR	0	1217.9	0	0	0	0	0	0	0	0	0	0	0	1217.9	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	92743	34420.8	6185.8	1219.4	5051.7	1157.6	6245.4	2056.4	5865.4	1322.9	10546.5	14433.8	7486.7	1803.7	8102.4	1514	10999.3	2703.1	7895.5	4097.7	8771.5	1266.5	9075	819.4	6517.8	2026.2
ABONOS Y FERTILIZANTES	37.2	0	0	0	0	0	0	0	10.5	0	1.6	0	2.9	0	0	0	0	0	20.6	0	0	0	1.5	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	33.3	0	5.4	0	0	0	0	0	4.9	0	0	0	0	0	6.4	0	0	0	8.9	0	7.7	0	0	0	0	0
