,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),255124.2,188660,23447.3,27406.7,13322,16346.5,20192.2,16491.3,21831.3,20168.1,28136.9,19839.2,17551.9,34613.3,18828.8,17892.8,21353.7,11803.3,17961.2,8422.7,26096.1,5830.3,21231.6,2651.9,25171.3,7194
INDUSTRIAS AGROPECUARIAS,1524.8,153796.9,236,10897.1,68,15970.1,0,16100.1,142.6,19621.2,141.8,19160.7,0,21541.6,68.2,17373.9,0,11285.3,528.7,8060.1,292.1,5321.3,47.3,2067.7,0,6397.8
BANANO,0,1986.7,0,24.5,0,48.9,0,146.7,0,105.9,0,89.6,0,138.5,0,171.1,0,171.3,0,241.8,0,298.9,0,245.8,0,303.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",0,637.4,0,28.8,0,36.3,0,64.1,0,24.3,0,84.2,0,67.9,0,77.6,0,27.5,0,129,0,74.9,0,12.5,0,10.3
CAFE,0,121026,0,7048.7,0,11312.1,0,12990.4,0,13578.3,0,16793.4,0,19366.9,0,15710.3,0,9887.7,0,6984.9,0,4522.1,0,1200.8,0,1630.4
CARDAMOMO,0,1727.6,0,387.2,0,112.2,0,134.3,0,106.4,0,33.2,0,33.2,0,117.6,0,31.3,0,0,0,0,0,55.4,0,716.8
CAUCHO NATURAL (HULE),1000.4,99.4,236,0,68,99.4,0,0,142.6,0,141.8,0,0,0,68.2,0,0,0,128.5,0,215.2,0,0,0,0,0
FLORES Y FOLLAJES,0,1019.1,0,123.7,0,49.9,0,94.4,0,123.5,0,52.6,0,55.9,0,56.6,0,67.7,0,57.8,0,82.5,0,68.1,0,186.4
FRIJOL,0,26.5,0,0,0,21.7,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",26.8,2447.5,0,0,0,0,0,0,0,0,0,301,0,525.2,0,277.7,0,441.7,0,360,26.8,0,0,280.7,0,261.1
LEGUMBRES Y HORTALIZAS,0,1248.1,0,99.7,0,141.6,0,155.3,0,113.4,0,28.5,0,0,0,150.7,0,100.2,0,157.4,0,129.5,0,116.5,0,55.3
MIEL DE ABEJAS,0,126.6,0,0,0,0,0,0,0,63.3,0,63.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,0,4.1,0,0,0,0.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1.3,0,1.6,0,0.7
PIMIENTA,0,99.4,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.1,0,0,0,0,0,65.5
SEMILLA DE AJONJOLI,497.6,23348.4,0,3182.6,0,4147.7,0,2514.9,0,5506,0,1714.8,0,1353.8,0,807.6,0,557.8,400.2,97.2,50.1,212.1,47.3,86.5,0,3167.6
INDUSTRIAS MANUFACTURERAS,187652.3,34800.9,17483,16509.6,10464,376.3,16811.3,391.2,14329.3,529.7,15147.7,678.5,13744.1,13071.7,17117,518.9,13031.1,509.6,13847,350.6,21303.3,492.6,19233,576,15141.6,796.1
APARATOS ELECTROMECANICOS DE USO DOMESTICO,15,0,0,0,0,0,0.9,0,9,0,1,0,0.8,0,0.9,0,2.3,0,0,0,0,0,0,0,0,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,186,0,0,0,0.1,0,1.1,0,0.1,0,2.9,0,114.9,0,0.2,0,1.5,0,63.8,0,0.2,0,1.1,0,0.1,0
APARATOS TRANSMISORES Y RECEPTORES,1354.6,0,7.3,0,27.7,0,20.8,0,9.3,0,1.8,0,1008.3,0,9.7,0,231.7,0,19,0,8.8,0,7.3,0,3,0
ARTICULOS DE VESTUARIO,9.1,4436.4,0.3,635.9,0.2,319.4,0,214.2,0.2,348.2,2.7,388.8,0.5,447.4,1.9,387,0.8,307.7,0,280.8,0.5,336.9,1.3,312.6,0.5,457.5
AZUCAR,0,28432.1,0,15680,0,0,0,0,0,0,0,129.1,0,12503.9,0,0,0,119.1,0,0,0,0,0,0,0,0
BATERIAS ELECTRICAS,14.4,0,1.9,0,2.2,0,0.5,0,0.7,0,0,0,1.9,0,0.7,0,3.3,0,1.1,0,1.4,0,0.1,0,0.7,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,0,96.6,0,0,0,0,0,0,0,96.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAFE SOLUBLE Y MOLIDO,0,6.9,0,0,0,0,0,3.3,0,0,0,0.3,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0
CALZADO,30.4,1.2,0,0,0,0,8.5,0,0,1.2,6.8,0,0,0,8.7,0,0,0,0,0,0,0,6.4,0,0,0
CAMARON Y LANGOSTA,0,179,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CERAS,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
CLAVOS Y TORNILLOS,184.6,0,69.8,0,12.3,0,8.6,0,12.1,0,7.5,0,9.6,0,10.7,0,7.9,0,7.2,0,7.9,0,18.2,0,13,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",2.4,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,15.4,0,0.8,0,1.7,0,0,0,1.2,0,1.7,0,4.2,0,2.8,0,0.5,0,0.5,0,0.5,0,1.1,0,0.3,0
HILOS E HILAZAS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,0,6.5,0,2.8,0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",439.6,3.5,0,0,107.2,3.5,0,0,31.6,0,0,0,0,0,94.9,0,0,0,25.8,0,75.1,0,43.3,0,61.7,0
INSTRUMENTAL MEDICO Y OTROS,4233.1,0.1,223.2,0,299.1,0,671.8,0,98.3,0.1,602,0,783.6,0,141.3,0,125,0,185,0,196,0,264.4,0,643.3,0
JOYERIA DE FANTASIA,5.1,0,0,0,0,0,0,0,1.3,0,0,0,0.7,0,0,0,0,0,1.1,0,0.8,0,0,0,1.3,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",98.9,43.2,0.2,0,52,0,0.7,0.6,0,10,1.9,25,0.5,1.6,1.2,0.9,1.7,0.5,0,2.6,1.3,0.6,1.5,1.4,37.9,0
LAMINA Y ALAMBRE,233.5,0,12.8,0,1.2,0,2.1,0,0.9,0,8.1,0,1.3,0,19.2,0,1.2,0,0.8,0,4.8,0,178.7,0,2.5,0
LECHE Y OTROS PRODUCTOS LACTEOS,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURAS DE CAUCHO,1941.9,0,129.7,0,72,0,48.1,0,104.4,0,89.1,0,169.8,0,88.6,0,160.7,0,780,0,89.9,0,133,0,76.6,0
MANUFACTURAS DE CERAMICA,0.1,8.6,0,0.7,0,0.5,0,1.7,0,3.2,0,0,0,1.6,0,0,0,0.6,0,0.3,0,0,0.1,0,0,0
MANUFACTURAS DE CUERO,0,279.2,0,9.3,0,0.3,0,66.6,0,0.9,0,0.5,0,27.8,0,55.7,0,2.6,0,21,0,11.4,0,9,0,74.2
MANUFACTURAS DE MADERA,17.5,66.8,0,0,0,0,0,0,0,0,17.5,53,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURAS DE PAPEL Y CARTON,94,347.8,8,4.1,4.3,8.2,11.9,24.7,3.6,18.1,2.3,15.6,19.1,24,1.4,30.4,20.7,28.5,5.1,41,3.7,58.7,11.1,42.6,2.7,51.9
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0.2,720.3,0,0.1,0,37.1,0,56.8,0,34.5,0,56.5,0,25.9,0,40.7,0,48.1,0,1.4,0.2,73.3,0,189.6,0,156.4
MANUFACTURAS DIVERSAS,1548.6,29.3,78.8,0.2,34.2,6.5,118.4,4.3,67.2,5.9,142.6,1.3,230.7,3.5,47.2,0.2,469.3,1.6,34.9,1,85.7,3.8,30.8,1.2,208.9,0
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,9775.6,0,612.8,0,345.5,0,246.7,0,340.2,0,669.3,0,568.8,0,1926.5,0,1113.7,0,266.7,0,2836.6,0,671.3,0,177.6,0
MATERIALES PLASTICOS Y SUS MANUFACTURAS,653.9,15.2,106.3,0,77.9,0.5,20.3,1.7,72.2,0,26.3,1.2,5.5,1.5,193.2,3.5,37.9,0.9,5.2,0,105,5.9,3.7,0,0.4,0
MATERIALES TEXTILES (TEJIDOS O TELAS),71.7,10.6,3.9,0,1.2,0.2,0,0.1,0.2,10.4,1.8,0,0.3,0,17.1,0,23.9,0,2.8,0,2.6,0,13.8,0,4.1,0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",13.1,4.1,0,0.2,0,0,0.2,0,6.5,0.5,5.6,2.3,0,0,0.5,0,0,0,0,0.1,0,0.5,0.3,0.6,0,0
NEUMATICOS Y TUBOS,19269,0,2288.2,0,1513.9,0,1486,0,1741.5,0,1908,0,1583.7,0,1311.6,0,1479.3,0,1572.6,0,1609.2,0,1924.6,0,850.2,0
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",0.2,0.1,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTRAS MANUFACTURAS DE METALES COMUNES,382.9,0,68.3,0,18.8,0,9.2,0,21,0,12.9,0,23.1,0,37.6,0,92.7,0,13.8,0,55.2,0,15.1,0,15.2,0
OTROS ACEITES ESENCIALES,0,5.8,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1.7,0,0,0,1.7,0,0
PINTURAS Y BARNICES,161.1,0,0,0,0,0,21.3,0,7.7,0,14.5,0,20.9,0,0,0,47.3,0,0,0,15.7,0,0,0,33.7,0
PREPARADOS A BASE DE CEREALES,0.4,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",4,52,0,0,0.6,0,0.4,17.3,0.3,0,0,0,0.2,17.3,1.1,0,0.3,0,0,0,0.5,0,0.4,17.3,0.2,0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",90.8,0,0,0,0,0,90.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,3747.3,0,121.6,0,284.4,0,302.6,0,236.7,0,310.5,0,114.6,0,26.8,0,107.8,0,653.1,0,478.3,0,310.8,0,800,0
PRODUCTOS FARMACEUTICOS,546.4,0,33.8,0,0.2,0,0.3,0,0.7,0,8.3,0,121.6,0,173,0,2,0,34.4,0,135.7,0,5.3,0,31.2,0
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,836.5,0,146.7,0,17.8,0,0,0,305.5,0,152.2,0,7.5,0,206.9,0,0,0,0,0,0,0,0,0,0,0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",3.8,4.6,0,0,0,0,0,0,1,0,0.1,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,4.5
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",2.7,3.9,0,0.1,0.9,0,0,0,0,0,0.8,1.5,0,0,1,0.6,0,0,0,0.8,0,0.8,0,0,0,0
