,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),276586.3,146830.4,27192.4,14606.1,19739.4,15253.7,23724.8,14995.4,19553.8,15324,20968.7,18636.6,26361,16843.9,20418.1,15463.4,32827.7,8965,21628.7,6250.8,23054.7,3857.7,22269.2,4194.9,18848,12438.8
INDUSTRIAS AGROPECUARIAS,581.6,144570.5,0,14545.2,142.1,15185.5,0.2,14710.5,1.1,15246.6,156.2,18313.4,83.9,16757.8,0,15342.6,0,8515,138.1,5915.8,59.7,3821.8,0,4150.5,0.4,12065.9
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",1.1,640.3,0,72.4,0,90.5,0,34.6,1.1,46.4,0,19.5,0,51.9,0,33.3,0,74.2,0,105.5,0,67.6,0,15.5,0,28.8
CAFE,0,118042,0,10519.3,0,12674.9,0,12656,0,13711.6,0,14271.5,0,13913.8,0,11859,0,7268.2,0,4441,0,2898.8,0,3160,0,10668
CARDAMOMO,0,4438.1,0,465.5,0,351.7,0,711.8,0,483.9,0,214.2,0,20.2,0,0,0,8.6,0,0,0,514.6,0,679.7,0,988
CAUCHO NATURAL (HULE),384.8,130.7,0,0,142.1,0,0,0,0,0,0,0,52.1,0,0,0,0,0,135.7,0,54.7,0,0,130.7,0,0
ESPECIAS,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,2.8,0,0,0,1.5
FLORES Y FOLLAJES,0,163.3,0,6.3,0,18.8,0,21.9,0,21.9,0,19.2,0,13.6,0,0,0,0,0,7.8,0,23.9,0,23.3,0,6.6
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,2051.9,0,0,0,0,0,0,0,0,0,205,0,219.4,0,0,0,430,0,830,0,200,0,0,0,167.5
LEGUMBRES Y HORTALIZAS,31.8,834.2,0,61.5,0,34.6,0,126.3,0,49.1,0,0,31.8,0,0,182.9,0,36.6,0,128.5,0,70.6,0,92.2,0,51.9
