,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,173871.2,107898,9581,11294.3,10956.8,10974.6,11197.9,17566.6,12166.9,13826,12424.6,12860.1,15051.6,13237.7,18253.8,9457,12842.6,5632.5,16853,2373,14524.3,2480.9,18545.9,2518.9,21472.7,5676.4
INDUSTRIAS AGROPECUARIAS,100.8,106512.6,0,11276.8,0,10793.8,0,17469.7,0,13661.4,0,12732.3,0,13211,52.1,9396.2,0.8,5560.5,47.2,2315.1,0.2,2125.7,0.4,2412.4,0.1,5557.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",47.7,727.1,0,60.4,0,79.9,0,97.7,0,29.8,0,33.9,0,55.8,0,49.7,0.4,63.6,47.2,65.8,0.2,98,0,40.1,0,52.4
CAFE,0,86735.3,0,8656.3,0,8482.8,0,15539.1,0,12831.9,0,11566.2,0,10732.5,0,7243.4,0,4541.6,0,1702.2,0,1574.7,0,1231,0,2633.6
CARDAMOMO,0,1959.3,0,213.1,0,123.4,0,72.1,0,123.4,0,111.5,0,54.9,0,211.8,0,16,0,72.7,0,72,0,720.6,0,168
CAUCHO NATURAL (HULE),52.2,222.5,0,0,0,0,0,222.5,0,0,0,0,0,0,52.1,0,0,0,0,0,0,0,0,0,0.1,0
FLORES Y FOLLAJES,0,52.3,0,0,0,9,0,11.1,0,9.3,0,6.2,0,0,0,5.8,0,0,0,0.5,0,0,0,1.4,0,9
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,1371.3,0,0,0,0,0,0,0,310,0,310,0,288.8,0,0,0,130,0,0,0,130,0,202.5,0,0
LEGUMBRES Y HORTALIZAS,0,1032.1,0,160.7,0,102.6,0,187.7,0,47.1,0,105.9,0,0,0,123.7,0,73.6,0,51.8,0,67.9,0,73.6,0,37.6
MIEL DE ABEJAS,0,66.3,0,0,0,0,0,0,0,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,0.8,5.9,0,0.2,0,0,0,0,0,0,0,0,0,5.7,0,0,0.4,0,0,0,0,0,0.4,0,0,0.1
SEMILLA DE AJONJOLI,0,14340.4,0,2186.2,0,1996,0,1339.6,0,243.6,0,598.6,0,2073.2,0,1761.8,0,735.7,0,422.1,0,183.1,0,143.3,0,2657.2
INDUSTRIAS MANUFACTURERAS,133568.1,1384.9,9329.7,17.5,9477.8,180.8,11197.9,96.9,12155.1,164.6,8525.5,127.8,10042.5,26.7,15301.5,60.8,8342.1,71.6,12152.5,57.9,9569.4,355.3,11538,106.5,15936,118.5
APARATOS ELECTROMECANICOS DE USO DOMESTICO,130.2,0.2,0,0,7.1,0,0.9,0,2.8,0,16.1,0,1.8,0,79.5,0.1,5.5,0,7.7,0,1.3,0,1,0,6.5,0.1
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,386.3,0,0,0,0,0,0.1,0,2.4,0,0.6,0,22.6,0,6.3,0,309.2,0,42,0,1,0,0.3,0,1.8,0
APARATOS TRANSMISORES Y RECEPTORES,1195.8,1.6,7.1,0,30.4,1.3,8.7,0,2.1,0,435.1,0.2,0.5,0,367.7,0,62.1,0,269.4,0,1.7,0,8,0,2.9,0
