,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,395615,59096.1,37400.2,5728.4,28116.8,3624.6,29306.9,4128.7,34799.4,1756.2,39743.7,9624.1,34016.5,9302.1,29893.8,7513.7,38997.8,6455.9,27721,1745.7,35143,1568.2,30326.3,1897.8,30149.6,5750.8
INDUSTRIAS AGROPECUARIAS,95.8,57277.2,0,5635.9,0,3332.8,0,4022.7,92.2,1736.6,1,9384.6,0,9119.6,0,7375,0.2,6215.6,0,1524.1,2.4,1545.3,0,1842.2,0,5542.7
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",92.2,980.9,0,85.5,0,58.9,0,103.9,92.2,76.1,0,96,0,96.3,0,62.8,0,132.8,0,78.7,0,80.6,0,44.5,0,65.1
CAFE,0,42938.3,0,2142.3,0,1695.6,0,2276.5,0,1342.6,0,8413.4,0,8475,0,6806.6,0,5747.6,0,1162.2,0,1010.6,0,1393,0,2472.9
CARDAMOMO,0,1248.4,0,36,0,0,0,0,0,117.4,0,345.1,0,72.6,0,79.6,0,14.7,0,0,0,0,0,155.6,0,427.5
CAUCHO NATURAL (HULE),0.2,386.2,0,207.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,179
FLORES Y FOLLAJES,0,312.3,0,36.3,0,44.9,0,58.8,0,29.7,0,19.9,0,18.4,0,13.7,0,13.6,0,16.5,0,33.5,0,7.6,0,19.5
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,587.9,0,0,0,0,0,0,0,0,0,129,0,143.3,0,0.2,0,0.4,0,0.4,0,224.4,0,0.2,0,90
LEGUMBRES Y HORTALIZAS,1,635,0,32.1,0,118.2,0,19.1,0,0,1,35.2,0,0,0,95.3,0,102.9,0,91.2,0,53.8,0,20.1,0,67
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0
SEMILLA DE AJONJOLI,0,10186.8,0,3096.5,0,1415.2,0,1564.4,0,170.8,0,345.9,0,314,0,317,0,203.8,0,175.1,0,141,0,221.4,0,2221.8
TABACO EN RAMA O SIN ELABORAR,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0
INDUSTRIAS MANUFACTURERAS,340478.7,1808.9,25427.7,92.5,26245.8,291.8,26310.1,105.9,30356.8,12.5,35103.6,239.6,30788.9,182.1,29740.9,138.7,32952.5,240.3,22584.5,221.6,29425,22.9,27361.6,55.6,24181.3,205.4
ABONOS Y FERTILIZANTES,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,82.7,0.3,0.3,0,35.5,0,2.7,0.2,0,0,0.7,0,25.8,0,2.7,0,7.6,0.1,3.2,0,1,0,0.9,0,2.2,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,1548.9,0.1,1.7,0,9.2,0,0.1,0.1,10.3,0,741.5,0,140.8,0,2.2,0,328.2,0.1,5,0,163.9,0,87.5,0,58.5,0
APARATOS TRANSMISORES Y RECEPTORES,5102.9,0.1,10.8,0,9,0,59.4,0,4.8,0,1412.8,0,1317.8,0,10.4,0,225.2,0,827,0,19.9,0,94,0,1111.7,0.1
ARTICULOS DE VESTUARIO,32.4,384.3,2.1,0.2,0.2,76.4,0,53.7,0,12.4,0.2,38.8,24.3,65.3,1.9,58.1,2.6,5.7,0,2.2,0,8.2,1,34,0.1,29.2
AZUCARES Y ARTICULOS DE CONFITERIA,0,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0,0,0,0
BATERIAS ELECTRICAS,62,0,38.6,0,4.7,0,3.4,0,2.3,0,2.1,0,1,0,3.3,0,0.3,0,1.8,0,3.1,0,0.5,0,0.9,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,0,719.1,0,0,0,146.9,0,0,0,0,0,142.9,0,0,0,0,0,142.4,0,142.4,0,0,0,0,0,144.4
CALZADO,0.3,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0
CERAS,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0
CLAVOS Y TORNILLOS,368.6,0,21,0,47.8,0,34.1,0,28.7,0,27.9,0,17,0,29.9,0,30.7,0,52.2,0,17.9,0,25.6,0,35.8,0
DETERGENTES Y JABONES,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,125.6,3,2.1,0,1,0,2,0,3.1,0,40.3,0,3,0,5,0,8.1,0.1,22.1,0,6,0,22.3,2.9,10.7,0
HILOS E HILAZAS,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",566.4,13.9,86.2,0,0,0,51.6,0,58.8,0,213.5,0,16.2,0,0,13.9,140,0,0,0,0,0,0,0,0,0
INSTRUMENTAL MEDICO Y OTROS,3709.3,16.9,207.4,0,234.4,0,288.3,0,125.8,0,305.1,0,55.5,0.8,257.4,0,1535.8,0,119.2,0,222.7,0,115.2,0.6,242.4,15.6
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",77.3,3.5,0.7,0,0,0,37.8,0.3,0.7,0,0,0.4,0,0.3,19.1,0.4,18.1,0.2,0,0.6,0.3,0.2,0.4,0.6,0.3,0.4
LAMINA Y ALAMBRE,6314.3,0,2125.2,0,10.2,0,1862.5,0,10.5,0,95.2,0,20.4,0,1491.9,0,41.8,0,2,0,78.4,0,522.4,0,53.7,0
MANUFACTURAS DE CAUCHO,1185,0,112.1,0,57,0,98.1,0,71.4,0,129.9,0,115.6,0,117.3,0,99.5,0,57.5,0,108.1,0,109.6,0,109,0
MANUFACTURAS DE CERAMICA,115.8,1.9,0,0,0,0,48.9,0.1,18.4,0,0,0,0.1,0.4,0.1,0,21.8,0,21.1,0.1,3.9,0,1.6,0.1,0,1.3
MANUFACTURAS DE CUERO,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,1,0,0.2
MANUFACTURAS DE MADERA,2.9,235.6,0,14,0.1,0,0,0,0,0,0,0.1,0,88.8,0,3.3,0,78.7,0,50.7,1.8,0,0.9,0.1,0,0
