,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones
GRASAS Y ACEITES COMESTIBLES,240.1,672.2,0,53.1,0,36.9,0,57.4,0,76.2,47.7,39.1,47.8,129,0,67.6,47.8,44.7,0,41.7,47.8,0,0,86.3,49.1,40.3
HARINAS DE CEREALES,0,8966.9,0,2.6,0,0,0,1323.6,0,5.5,0,1472.3,0,2.9,0,3042.9,0,0,0,4.6,0,1514.6,0,0,0,1597.7
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,23.3,943.7,0,105.9,0,11.7,0,62.6,0,140.5,0,19.6,23.3,285.1,0,211.7,0,2.3,0,16.7,0,21.6,0,64.8,0,1.3
HILOS E HILAZAS,0,644.7,0,18.8,0,29.8,0,54.1,0,98.6,0,44.8,0,57.9,0,95.2,0,48.6,0,63.8,0,55.5,0,21.9,0,55.6
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",0,9636.3,0,353.1,0,299.8,0,369.7,0,497.7,0,904,0,506.8,0,494.3,0,1806.2,0,1273.2,0,779.5,0,1299.6,0,1052.2
INSTRUMENTAL MEDICO Y OTROS,69.8,1905.2,0,43.2,0,110.5,0,49.7,0,297.6,0,29.8,11.8,147.8,0,461.6,46,20.5,0,66.3,0,275.5,0,90.5,12,312.1
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",0.5,488.6,0,21.9,0,0,0,0,0,1,0,13.3,0,8,0.5,0,0,413.4,0,2.3,0,2.3,0,13.7,0,12.6
LAMINA Y ALAMBRE,2,212.3,0,69.6,0,1.8,0,6.2,0,0.1,0,68.8,2,0,0,6,0,0,0,0.5,0,12.9,0,0,0,46.5
LECHE Y OTROS PRODUCTOS LACTEOS,94.3,895.6,0,258.5,0,0,0,53,0,99.3,0,114.8,0,34.2,0,113.1,0,0,0,64.8,92.5,0,0,129.9,1.8,28.1
MANUFACTURAS DE CAUCHO,0.2,730.4,0,14.1,0,26,0,109.8,0,73.9,0,76.6,0.2,22.2,0,191.5,0,26.2,0,88.3,0,41.3,0,53.7,0,6.8
MANUFACTURAS DE CERAMICA,0.2,582.2,0,320.6,0,0,0.2,5.6,0,0,0,31.1,0,0.2,0,0.2,0,0,0,190.5,0,30.5,0,3.3,0,0
MANUFACTURAS DE CUERO,0,20.1,0,0,0,0,0,0,0,3.4,0,0,0,13.2,0,0,0,0,0,0.5,0,1.5,0,1,0,0.6
MANUFACTURAS DE MADERA,0,353.7,0,1,0,14.6,0,44.2,0,2.6,0,25.8,0,0,0,46.3,0,0,0,177.1,0,0.7,0,4.2,0,37.3
MANUFACTURAS DE PAPEL Y CARTON,58,2125.8,5.2,150.5,8.7,227,6,56.8,0,175.7,0,112.8,0,258.4,15.8,143.9,6.3,62.1,1.6,96.5,1.6,53,4.8,205.5,7.9,583.6
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",0,156.1,0,10.3,0,7.6,0,0,0,93.1,0,26.9,0,18,0,0,0,0,0,0,0,0.1,0,0,0,0
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,17.3,1,0,0,0,0,0,0.1,3.7,0,0,0,9.4,0,0.4,0.6,0,0,0,0,0,0,0,0.1,3.8,0.2
MANUFACTURAS DE PIELES,0,61.2,0,0,0,0,0,0,0,0,0,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANUFACTURAS DIVERSAS,13.4,1912.5,0,177.5,0,219.9,0,164.8,0,142.9,0,43.2,1.9,106.9,0,172.4,0,551.2,0,109.1,0,114.7,3.8,75.7,7.7,34.1
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,242.9,20492.8,0,741.8,0,969.2,0,1298.4,0,486.5,0,1475.8,235.8,731.8,0,1305.6,0,468.1,0.1,967.4,0,5644.3,0,4809.8,7,1594.2
MATERIALES PLASTICOS Y SUS MANUFACTURAS,43.1,4642.5,3.6,815.9,0,94.9,0,222.1,0,479.1,0,331.1,7,266.2,1.5,295.9,0,234.3,0,72.3,31,298.1,0,518.4,0,1014.2
MATERIALES TEXTILES (TEJIDOS O TELAS),0.2,819.3,0,42.1,0,46.3,0.2,1.9,0,12.4,0,71.8,0,5.2,0,74.8,0,0,0,218.3,0,265.2,0,80.2,0,1
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC.",0.5,211.3,0,10.9,0.1,7.1,0.4,0.8,0.1,3.9,0,3.4,0,2.2,0,0.5,0,2.3,0,163.2,0,10,0,1.4,0,5.6
NEUMATICOS Y TUBOS,40.3,515.7,0,91.8,0,0,0,25.9,0,0,0,16.4,0,45.2,40.3,28,0,0,0,64.1,0,178.7,0,11.2,0,54.4
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES",0.1,0.4,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
OTRAS MANUFACTURAS DE METALES COMUNES,184.2,7492.8,0,10.7,0,2118.2,0.1,1304.1,0,1154.4,0,60.1,184.1,4,0,19.9,0,13.8,0,27.7,0,2336.6,0,301.8,0,141.5
OTROS ACEITES ESENCIALES,0,82.5,0,0,0,0,0,0,0,41.3,0,0,0,0,0,0,0,0,0,41.3,0,0,0,0,0,0
PAPEL Y CARTON,0,1047.2,0,16.1,0,33.1,0,126,0,45.4,0,133.5,0,168.4,0,302.3,0,0,0,0,0,139.9,0,32.4,0,50.1
PINTURAS Y BARNICES,11.7,2436.2,0,255,0,177.2,0,211.6,0,79.9,0,357.7,0,33.5,0,439.3,0,150.5,0,217.6,0,386.8,0,69.1,11.7,57.9
PREPARADOS A BASE DE CEREALES,0,2285.5,0,167.7,0,115.1,0,142.1,0,187.3,0,362.2,0,211,0,232.3,0,87,0,152,0,206.8,0,220.4,0,201.7
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS",0,90.5,0,27.2,0,28.7,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,21.8,0,0
PREPARADOS DE LEGUMBRES Y HORTALIZAS,0,832,0,66.1,0,45.2,0,45.5,0,70.4,0,91.4,0,99.4,0,42.7,0,66.6,0,88.7,0,72.2,0,96.7,0,47.1
PREPARADOS DE FRUTAS,802.3,7.4,110.8,0.8,66.2,0,205.2,0.3,179.4,0,197.3,0,0,4.9,0,0,0,0,11.7,1.4,0,0,0,0,31.6,0
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS",0,2030.3,0,81.8,0,187.5,0,214.6,0,190.7,0,66.4,0,110.3,0,9.8,0,122.4,0,146,0,360,0,54.1,0,486.7
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA,0.1,40728.3,0,6162.7,0,2656.5,0,1633.6,0,3430.5,0,2609,0.1,2472.2,0,4010.8,0,2687.1,0,7380.2,0,5439.9,0,1147.4,0,1098.3
PRODUCTOS FARMACEUTICOS,0,22259.3,0,2290.8,0,883.4,0,558.7,0,289.9,0,9411.6,0,1726,0,379,0,156.6,0,744.6,0,977.6,0,4647.5,0,193.6
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS,0,1838.7,0,101.6,0,238.8,0,145.9,0,210.9,0,188.7,0,102.5,0,210.3,0,125.1,0,59.5,0,295.3,0,107.7,0,52.5
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O",47.3,285.4,0,0.7,0.9,0,9.5,0,1.3,1.5,0,24.1,0,97.8,3.4,4.9,1.9,27.3,0,53,0,37.9,3.6,35.7,26.6,2.5
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS",0,151.3,0,28.3,0,14.5,0,0,0,41.2,0,0,0,15.1,0,52.2,0,0,0,0,0,0,0,0,0,0
"SOMBREROS, PARAGUAS, TAPASOLES, OTROS",0,38.1,0,0.6,0,0,0,0.7,0,0,0,3.2,0,7.5,0,1.2,0,0,0,7.2,0,17.4,0,0.1,0,0.2
TABACO ELABORADO,0,23.1,0,0,0,0,0,0,0,5.5,0,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUBERIA Y SUS ACCESORIOS,21.4,1380.6,0,1009.4,0,6,0,96.4,0,14.6,0,7.6,21.4,30.6,0,37,0,47.9,0,11.7,0,10,0,43.5,0,65.7
VEHICULOS Y MATERIAL DE TRANSPORTE,32.2,13017.7,0,1551.3,0,790,0.1,653,0,948.3,0,1127.1,32.1,857.5,0,1119.1,0,799.3,0,617.7,0,1923.4,0,721.1,0,1909.8
VIDRIO Y SUS MANUFACTURAS,1.5,199,0,0.5,0,29.5,0,25.3,0,1.1,0,73.1,0,28.5,0.5,7.2,0.3,0.2,0,30,0,0.3,0.6,3,0,0.3
