,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,88352.5,23895.4,9370,1791.2,3316.9,1964.9,6815.3,1155.6,7730.5,2653.8,9224.7,2263.8,5450.7,1525.7,11145.7,2202.3,7317,2950.4,5224.8,3625.6,7311.5,1701.2,8956.8,747.2,6488.6,1313.6
INDUSTRIAS AGROPECUARIAS,841.2,21100.2,6.4,1779.9,102.9,1961.7,67.3,902,51.5,2653.3,24.9,2220.1,0,1460.1,81.1,1642,17.8,2481.5,0,2915.1,63.8,1378.3,139.9,618.5,285.6,1087.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",85.3,9.6,0,0.7,0,8.2,0,0,42.7,0,0,0,0,0,9.4,0,0,0,0,0,28.9,0,4.3,0.6,0,0
CAFE,0,20119.6,0,1757.6,0,1927.1,0,902,0,2626.7,0,2169.6,0,1409.8,0,1528.2,0,1931,0,2846.7,0,1377.4,0,612.7,0,1030.8
CAUCHO NATURAL (HULE),458.1,0,0,0,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.6,0,278.4,0
ESPECIAS,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,249.3,0,21.6,0,0,0,0,0,26.6,0,50.5,0,20.8,0,0,0,0,0,68.4,0,0.8,0,3.5,0,57.1
HUEVOS DE AVES,6.4,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,7.2,29.5,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,7.2,0
MIEL DE ABEJAS,0,136.5,0,0,0,26.3,0,0,0,0,0,0,0,0,0,110.2,0,0,0,0,0,0,0,0,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,16.4,2.2,0,0,0,0,0,0,8.8,0,7.6,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0
PAPA,106.8,0,0,0,18.2,0,18.6,0,0,0,17.3,0,0,0,34.9,0,17.8,0,0,0,0,0,0,0,0,0
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",159,0,0,0,40.6,0,48.7,0,0,0,0,0,0,0,34.8,0,0,0,0,0,34.8,0,0,0,0,0
TABACO EN RAMA O SIN ELABORAR,0,553.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,550.4,0,0,0,0,0,1.7,0,0
INDUSTRIAS MANUFACTURERAS,82545.9,2774.8,8023.3,11.3,3035.1,3.3,6382.1,253.6,7564.3,0.5,8898.5,43.7,5353.7,65.6,10804.6,547.2,6535,461.7,5052.2,710.5,6315.5,322.9,8487.8,128.7,6093.9,225.8
ABONOS Y FERTILIZANTES,3810,0,1981.7,0,0,0,48.3,0,16.5,0,114.9,0,0,0,1337.8,0,44.9,0,65.2,0,91.2,0,90.9,0,18.6,0
ALIMENTOS PREPARADOS PARA ANIMALES,233.2,0,0,0,0,0,0,0,159.1,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7,0
APARATOS ELECTROMECANICOS DE USO DOMESTICO,66.5,1.1,6.1,0,3,0,19.2,0,0,0,0,0,0,0,0,0,35.6,1.1,0,0,0.4,0,0.6,0,1.6,0
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO,4.3,0.4,0.4,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3,0,0.1,0,1,0,0,0
APARATOS TRANSMISORES Y RECEPTORES,100.4,4.4,1,0.3,1.3,3.3,4.1,0.1,2.2,0,0.5,0,0.8,0,32.5,0,3.3,0.3,44.2,0,5.2,0,1.4,0,3.7,0.4
ARTICULOS DE VESTUARIO,68.4,1585.3,0.6,0,12,0,4.7,144.1,0,0,36.5,2.2,0,7.5,0,402.4,3,108.5,0.4,597.5,5.2,208.7,4.6,12.5,1.3,101.9
AZUCARES Y ARTICULOS DE CONFITERIA,154.9,0,22.4,0,30.9,0,0,0,18.5,0,8.3,0,24.1,0,18.5,0,0,0,26.2,0,0,0,6,0,0,0
BATERIAS ELECTRICAS,12.4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.1,0,10.9,0,0,0,0.1,0,0,0
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES,313.6,0,0.4,0,110.6,0,30.3,0,13.1,0,0,0,23,0,3.6,0,0.7,0,8.6,0,20.2,0,89.1,0,13.9,0
CAFE SOLUBLE Y MOLIDO,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.2,0,0,0
CALZADO,5.8,0.1,0.1,0,0.2,0,0.4,0,0,0,1.3,0,0,0,0,0.1,0.5,0,3.2,0,0,0,0,0,0.1,0
CERAS,85.2,5.9,3,2.8,19,0,0,0,12.2,0,19.4,0,12.2,0,0,0,0,0,3.6,0,0,0,15.9,3.1,0,0
CLAVOS Y TORNILLOS,106.3,0,0,0,0,0,25.8,0,47.2,0,7.9,0,0.1,0,0.3,0,0,0,6.5,0,3.5,0,8.7,0,6.2,0
DETERGENTES Y JABONES,1095.3,0,83.4,0,34.8,0,26.4,0,62.4,0,101.5,0,148.9,0,117.3,0,93.6,0,79.3,0,118.6,0,167.9,0,61.3,0
"DISCOS, MATRICES Y CINTAS (DE GRABACION)",13.7,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1.4,0,0.1,0
GRASAS Y ACEITES COMESTIBLES,15.2,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,1.3,0,0,0
HARINAS DE CEREALES,1244.9,0,0,0,0,0,0,0,0,0,124.3,0,0,0,0,0,0,0,0,0,9.6,0,1110.9,0,0,0
HERRAMIENTAS ARTICULOS DE CUCHILLERIA,246.2,0.3,30.2,0,8.2,0,14.7,0,4.2,0,44,0,1.9,0,3.7,0,72.8,0.3,2.3,0,19.2,0,0,0,44.9,0
HILOS E HILAZAS,161.7,0,0.5,0,2.8,0,44,0,2.2,0,7.5,0,0,0,50.2,0,0,0,0,0,54.4,0,0,0,0,0
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES",12422,276.1,0,0,65.1,0,1467.3,0,1488.1,0,2024.9,0,1241.4,0,2324,0,1363.7,134.2,932.9,89.8,555.3,43.9,687.7,8.2,271.6,0
INSTRUMENTAL MEDICO Y OTROS,389.9,0.1,28.9,0,3.6,0,28.3,0,17.7,0,38.4,0,15.9,0,5.3,0,75.3,0.1,55.6,0,37.6,0,69.9,0,13.5,0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES",41.4,9.5,0.5,0,0.1,0,10.8,0,0,0.5,0.8,0,0,0,23.6,6.8,0.2,0.4,0.7,1.8,3.6,0,0.9,0,0.1,0
LAMINA Y ALAMBRE,268.6,0,0,0,78,0,2.5,0,0,0,44,0,0,0,0,0,3,0,60,0,0.3,0,52.5,0,28.3,0
LECHE Y OTROS PRODUCTOS LACTEOS,270.4,0,0,0,0,0,4.1,0,79.6,0,98.5,0,0,0,0,0,0,0,0,0,88.2,0,0,0,0,0
MANUFACTURAS DE CAUCHO,237.5,342.3,1.3,0,5.7,0,47.5,41,4.1,0,103.6,0,11.1,33.3,1.9,108.2,12,34.5,18.7,0,0,0,3.6,53.4,27.8,71.8
MANUFACTURAS DE CERAMICA,685.2,3.2,22.6,0.5,141.8,0,3.4,0,16.3,0,28.7,0,0,0,217.1,2.3,0.4,0.4,208.4,0,0.6,0,8.1,0,37.8,0
MANUFACTURAS DE CUERO,42.3,0,11.6,0,0,0,0.1,0,5.9,0,11.9,0,0,0,0,0,3.4,0,0.2,0,9.1,0,0.1,0,0,0
MANUFACTURAS DE MADERA,497.3,111,105,7.1,0.9,0,30.8,0,50.6,0,0.8,0,18.3,0,21.8,0,37.1,0,22.4,21.4,65.9,28.5,76.4,29.2,67.2,24.9
MANUFACTURAS DE PAPEL Y CARTON,711.2,10.8,73.6,0,95.5,0,94.1,5.1,27,0,97.8,0,101.8,0,15.3,5.3,28.1,0.4,19.3,0,82.1,0,41,0,35.6,0
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC",13.9,0,0,0,1.5,0,4.7,0,0,0,0,0,0.1,0,3.9,0,0,0,2.6,0,1,0,0,0,0,0
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS,0.7,24.5,0,0,0,0,0,0,0,0,0.4,0,0,24.5,0,0,0,0,0,0,0.3,0,0,0,0,0
MANUFACTURAS DIVERSAS,665.9,41.8,22.3,0,17.6,0,49.1,0,64.1,0,50.9,0,47.2,0,49,0,126,0,58.1,0,17.4,41.8,21.7,0,142.5,0
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS,9177.2,24.8,1894.8,0,327.7,0,443.3,20.7,1061,0,854.2,0,294.2,0,889.5,0,274.2,0.9,1135.5,0,1012.1,0,357.1,0,633.5,3.1
