,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,51216.1,23044.1,2564.7,1802.3,2042.2,2475.4,5952,2751.1,4047,2369.2,4935.9,2966.4,4567.6,2395.5,9550.3,2200.5,2749.4,2385.8,2565.2,2619.1,4652.8,623.4,2749.9,180.4,4839.2,275.1
INDUSTRIAS AGROPECUARIAS,526.2,20813.4,69,1730.3,18.4,2086.3,0,2582.3,15.1,1962.2,39.4,2899.7,12.7,2067.7,8.7,1968.7,82.7,2155.2,125.4,2401.3,75.7,608.4,20.7,177.7,58.5,173.5
ANIMALES VIVOS DIVERSOS,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",85.1,2.8,2.5,0,0,0,0,0,0,0,39.4,0,0,1.8,5,0,0,0,34,0,4.3,0.6,0,0.4,0,0
CAFE,0,16451.7,0,1685.5,0,2076.4,0,2579.5,0,1895.8,0,2159.5,0,1345.4,0,1466.9,0,1349.8,0,1077.8,0,484.1,0,160.4,0,170.6
CAUCHO NATURAL (HULE),42.8,109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,109.1,0,0,41.6,0
CEBOLLA,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0
FRIJOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FRUTAS FRESCAS, SECAS O CONGELADAS",0,3109.5,0,44.8,0,9.9,0,0,0,65.3,0,518.1,0,720.6,0,462.1,0,0,0,1256.5,0,14.5,0,16.9,0,0.9
HUEVOS DE AVES,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGUMBRES Y HORTALIZAS,155,5.9,0,0,0,0,0,2.8,0,1.2,0,0,12.7,0,0,0,79.4,0,56,0,6.9,0,0,0,0,1.9
