	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones
DESPERDICIOS Y DESECHOS DE METALES (CHATARRA)	0	3683.4	0	201.2	0	298.3	0	319.1	0	306.1	0	327.7	0	432.2	0	220.4	0	47	0	391.7	0	654.3	0	247.2	0	238.3
DIESEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESTA&O	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GASES INDUSTRIALES	257.1	17.4	4	1.6	76.8	0	53.2	0	47.9	0	20.4	0	43.2	6.7	11.7	0	0	0	0	0	0	9.1	0	0	0	0
GASOLINA	941.2	9.9	125.7	1.6	89.6	1.8	90.8	0	55.4	0	55.4	0.6	55.4	1.8	55.4	0	92.2	0.3	92.2	0.3	55.6	0	37.2	2	136.4	1.5
GAS PROPANO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIERRO Y ACERO	3518.7	7745.6	252.5	837.6	342.9	948.2	349.9	660.6	295.4	337.8	107.4	542.2	204.7	263.7	203.8	1185.1	217.4	453.3	376.3	621.7	425.1	694.2	392.3	688.2	350.9	512.8
KEROSENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGNESIO	157.8	1.3	13.3	0	5.3	0	48.9	0	11.8	0	0	0	7.9	0	11.8	0	12.4	0	0	0	14.7	0	26.4	1.3	5.3	0
MARMOL	0	0.4	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIQUEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTROS DERIVADOS DE PETROLEO	382.7	238.2	80.4	26	17	26.3	38.3	27.7	44.4	8	23	12	13.7	30.1	13	6.6	18.7	2.8	21.1	14.2	44.1	69.5	45.2	13.7	23.8	1.2
OTROS METALES COMUNES	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
PETROLEO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	0	5.6	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0.9	0	2.7	0	0.9	0	0
PLOMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRODUCTOS MINERALES DIVERSOS	3923.5	104.6	268	6.3	402.2	26	603.9	12.7	519.8	14.8	298.5	0	337.5	5.7	144.7	27.3	189.9	3.5	295.8	0	274.6	2.9	281.1	1.3	307.5	4
ZINC	0	61.3	0	38.2	0	1.6	0	8.4	0	4.2	0	0.7	0	0.9	0	2.8	0	0.3	0	0.7	0	0.7	0	2.1	0	0.6
ENERGÍA ELÉCTRICA	13.1	0	0	0	13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	385484.8	584752.5	28135.7	45767	31609.2	43066.6	34669.9	47341.7	32354.3	39502.9	29690.7	51785.3	34444.8	49159.2	31852.1	44303.5	33660.5	51887.9	30371.9	51836.8	29533.7	56185.1	32375	45055	36786.9	58861.6
ABONOS Y FERTILIZANTES	3101.6	1631.8	461.3	131.3	272.6	290.3	268.4	214.2	279.1	66	328.7	240.2	343.4	219.5	137.3	119.8	198.1	142.8	246.1	49.7	121.8	56.4	188.9	8.7	255.9	93
ACEITE DE CARDAMOMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACEITE DE CITRONELA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACEITE DE PALMA ROSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACEITE DE SEMILLA DE ALGODON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACEITE DE TE DE LIMON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALIMENTOS PREPARADOS PARA ANIMALES	1191.7	2120.4	199.2	74.1	50.8	142.2	18.6	161.8	48.9	97.2	138.5	128.6	200.6	204.2	82.1	113	111.9	328.7	102.7	280	134.8	265.7	36.2	185.5	67.3	139.5
APARATOS ELECTROMECANICOS DE USO DOMESTICO	1028.1	2603.9	51.1	172.8	62.8	185.1	61.9	172.2	57.2	244.5	98.6	361.3	138.6	265.3	113.2	258.9	100.5	171.7	131.4	278.4	70.1	191	35.6	114.3	107.3	188.3
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	85.6	7998.9	65.5	74.5	0	116.7	0.1	105.7	0.1	67.5	0	90	0.9	71	0.1	25.8	0.8	5.2	0	90.4	3.3	1978.8	1.2	21.3	13.6	5351.9
APARATOS TRANSMISORES Y RECEPTORES	600.4	1591.7	0.7	76.3	11.3	50.2	25.1	57.1	284.2	51.8	5.1	51	58.7	210.1	2	59	6.7	155.3	0.6	470.2	111.4	149.9	1.6	95.1	92.9	165.8
ARMAS Y MUNICIONES	0	5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	2.2
ARTICULOS DE VESTUARIO	4736.4	1457.9	319.7	63.5	151	105.9	915.1	88.2	297.9	92.6	411.4	126.1	297.2	52.2	152	128.8	491.5	127.4	246.4	176.1	389.6	154.1	544.3	175.9	520.3	167.1
ARTICULOS TIPICOS DE MATERIALES TEXTILES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AVES DE CORRAL BENEFICIADAS	0	71.3	0	0	0	0	0	0	0	0	0	0	0	32.8	0	0	0	0	0	38.5	0	0	0	0	0	0
AZUCAR	127.7	0.1	0	0	0	0	0	0	0	0.1	0	0	127.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AZUCARES Y ARTICULOS DE CONFITERIA	6976	5046.9	604.9	376.4	640.8	394.2	463.3	426.2	727.3	185.5	361.8	409.9	584.1	320.8	506.6	416.1	589.6	304.2	417.2	360.6	688.9	573.3	577.4	557.2	814	722.7
BATERIAS ELECTRICAS	1279.6	1572.9	111	86.8	66	123.2	158.8	87.4	105.7	49.3	104.5	191	65.8	189.7	111	94	86.2	175	134.9	95.5	102.3	160.2	50.7	122.1	182.7	198.8
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	8511.2	78870.8	689.6	5619.8	1143.7	6537.9	785.7	5873.8	586.4	5938.4	560.4	7211.1	749.2	6268.2	568.8	5358.3	595.6	7540	597.2	6503.1	624	7169	798.3	7299.5	812.1	7551.8
BORRA DE ALGODON (LINTERS)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE SOLUBLE Y MOLIDO	294	739.6	0	7.7	12.7	9.7	29.4	44.7	11.1	7.2	52.1	23.5	21.6	62.4	35.9	3	29.8	35.2	32.7	239.9	9.7	224.5	26.3	69.9	32.5	12.1
CALZADO	3915.2	979.2	463.6	51.8	441.6	59.1	274.9	77.1	306.1	42.3	116.2	64.4	487.1	26.7	437.6	137.1	334.2	93	197.3	182.4	282.9	26.3	332.1	105.7	241.5	113.3
CAMARON Y LANGOSTA	153.8	54.9	0	0	11.5	0	34.4	0	13.5	0	11.4	0	11.7	0	9.5	0	19	0	21.4	0	11.6	0	9.8	54.9	0	0
CARNE	324.5	4334.2	4.5	149.8	4.5	113.3	12.7	73.4	4.5	0	9	557	8.2	469.6	9	237.9	162.7	614.2	8.2	494.2	8.9	455.8	2.8	467.3	89.4	701.7
CERAS	4317.4	922.3	443.8	47.5	321.4	117.3	254.6	63.9	332.9	72.2	177.4	93.1	484.8	56.7	307.2	71.5	408.9	113.2	385.1	59.5	452.3	112.6	343	46.2	406	68.7
CLAVOS Y TORNILLOS	40.4	174.4	0	15	0.4	4.1	1.8	21	1.3	17.8	0	5.2	0	16.1	8.6	16.1	7.4	11.4	7.6	17	0	6.3	12.1	4.6	1.2	39.8
DETERGENTES Y JABONES	31669.8	6650.8	1878.6	485	2442.8	489	2527.2	725.5	2384.5	316.9	2060.6	490.6	2540.2	641.6	2879.7	568.2	3001	460.5	2905.7	508.7	2726	788.5	3098	543.7	3225.3	632.5
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	0	23.9	0	0	0	0	0	4.4	0	1	0	1.7	0	0	0	2.8	0	0.1	0	2.2	0	0	0	7.5	0	4.4
GLICERINA CRUDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRASAS Y ACEITES COMESTIBLES	3587.9	2674.8	224.7	206.3	262	183.6	246.6	219.7	360.6	182.2	333.4	251.6	371.3	225.8	155.9	273.3	315.4	246.6	293.5	178.4	219.6	250.3	437.7	172.6	367.1	284.4
HARINAS DE CEREALES	1203.5	1313.7	120.1	108.8	152.5	101.6	47.2	73.7	112	84.6	138.9	111.6	147.5	102.8	128.9	95.8	136.6	142	49.4	135.8	83.9	145.9	54.2	74.2	32.3	136.9
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	340	592.2	35.1	41.5	12.3	35.9	26	25.2	0.4	55.7	27.4	17.4	50.6	63.8	39.2	31.5	1.9	57.1	0	62.3	41.9	88.2	28.6	44.7	76.5	68.9
HILOS E HILAZAS	1067	27473.4	74.5	2036.8	43.4	1755.5	153.3	1719.8	77.5	2144.7	63.2	2268.8	68.3	3489.2	95.2	1581.1	63.5	2528.8	102.4	1903.6	46.1	3097.5	93	2291.5	186.5	2656
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	36870.9	24398.3	2569.5	2871.2	3080.6	1653.2	2634.6	1832	2910.7	955.9	3260.6	2752.5	2990.2	2196.5	2971.2	2144.4	4245.9	2058.9	3027.2	1890.8	2865.6	1970.8	2749.4	1804.2	3565.4	2267.9
INSTRUMENTAL MEDICO Y OTROS	380.6	7329.3	26	763.2	23.4	890.4	45.5	860.7	18	560.8	22	630.9	62.3	586.8	19	358.9	29.1	381.4	6.3	633.2	28.8	717.4	11	296.4	89.2	649
JOYERIA DE FANTASIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"JUGUETES, JUEGOS Y ARTICULOS DE RECREO Y DEPORTES"	763.4	262.2	20.9	8.8	7.4	17.3	53.8	28.1	26.3	6.1	26.2	17	31.5	4.7	43.3	35.4	52.1	23.9	187	43.8	235	47.1	39.9	16.2	40.2	13.8
LAMINA Y ALAMBRE	6968.3	26127.6	505.2	1850.2	788.4	1629.2	486.4	2005	560.1	1620.5	526.6	2080.8	1230.8	2595.9	881.2	2283.8	536.2	2395	855.9	1914.2	272	2310.1	219.6	2848.9	105.8	2594.1
LECHE Y OTROS PRODUCTOS LACTEOS	4262.2	55852.6	166.8	5060.1	111.2	4924.2	595.6	4054.2	395	3808.6	452.4	5495.6	538.3	3622.7	521.5	4430.8	302	5340	400.9	4944.5	457.8	5109.2	196.9	3766.8	123.9	5296
MADERA EN TROZA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANUFACTURAS DE CAUCHO	651.3	1867.3	42.1	50.1	52.8	207.7	87.8	143	89.2	143.6	81.4	180.1	41.5	155.2	28.8	179.5	48.8	142.7	71.2	103	12.1	229.3	55.6	153.6	39.9	179.4
MANUFACTURAS DE CERAMICA	4230.1	394.9	337.8	47.1	282.9	30.2	417.9	30.7	400.1	36.8	384.5	17.6	318	29.6	416.6	51.3	323.6	26.5	272	11.7	286.9	70.3	325.7	15.7	464.1	27.4
MANUFACTURAS DE CUERO	41.3	50.8	3	0.4	0	2	0.1	3.6	0	4.5	7.1	3.3	0.6	3.2	0.5	1.5	1.8	0.2	14.3	2.6	1.5	19.2	1.9	4.9	10.4	5.3
MANUFACTURAS DE MADERA	2667.6	375.7	148.8	33	167.5	24	212	41	317.2	19	162.4	33.2	231.8	72.8	231.5	31.8	242.3	13.7	259.6	41.2	197.9	13.7	252.8	20	243.8	32.4
MANUFACTURAS DE PAPEL Y CARTON	30369.7	43765.4	3070	3036.6	2292.1	3299	2499.8	4579.8	2455.5	3494.3	2242.7	3967.2	2633.7	3881.2	2419	3730.7	2444.6	3984.9	2427.8	3402.4	1987	3622.5	2721.5	3047.8	3176.1	3719.1
"MANUFACTURAS DE PIEDRA, CEMENTO, YESO, ETC"	607.1	86.3	2	0.5	13.9	9	4.7	4.4	60	1.1	24.6	1.6	85.3	1.5	118.6	0.9	114.1	0.5	57.5	0.7	55.9	5.7	11.2	38.4	59.4	22.2
MANUFACTURAS DE PIEDRAS Y METALES PRECIOSOS Y SEMI PRECIOSOS	55.1	156	7.2	11.6	2	13.6	1.3	23.6	4.7	3.5	0.2	7.1	7.6	14.9	11.2	13.1	3.5	19.4	2	9.1	5.3	9.6	1.3	23.3	8.8	7.3
MANUFACTURAS DE PIELES	599.1	115.7	94.6	0	36.7	9.2	4.4	8.7	26.8	17.3	151.1	0	26.3	0	36.4	20.1	74.1	0	2.5	0	104.1	21.4	0	0	42.1	39.1
MANUFACTURAS DIVERSAS	5305.2	22592	507.9	2618	533.8	1578.1	420.4	1700.7	366.4	1435.4	203.7	2069.1	333.6	2073.8	386.2	1891.3	663.3	1378.9	427.9	1927	385.9	2198.9	513.9	1616.7	562.1	2104
MAQUINAS Y APARATOS MECANICOS PARA USOS ELECTROTECNICOS	12463.9	17247.8	1067.9	1408.7	1037.6	762.1	2135.7	1349.1	1183.1	1127.2	881.6	1744.8	802.2	1130.5	1034	1299.3	1431.4	1465.3	846.8	3147	613.8	1701.1	908.6	770.3	521.2	1342.5
MATERIALES PLASTICOS Y SUS MANUFACTURAS	50136.2	33791.5	3482.1	3084.5	3414.7	2439.3	4255.7	3360.7	4666.4	2716.8	3540.1	2636.5	4739.9	2456.8	4118.8	2745.5	4086.5	2785.6	3678.8	3094.1	3906.6	3091.6	4914.1	2368	5332.6	3012
MATERIALES TEXTILES (TEJIDOS O TELAS)	5435.9	700.2	263.4	80.7	347.1	123.8	618.5	53.4	524	14.9	339.6	31.3	346.9	6.3	473.9	142.5	428.8	70.6	395.1	49.4	530.4	18.2	670.9	65	497.3	44.2
MELAZAS DE AZUCAR	0	29.8	0	0	0	12	0	13.2	0	0	0	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0
MOTA DE ALGODON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"MUEBLES PARA EL HOGAR, OFICINA, MEDICOQUIRURGICO, ETC."	6036.8	1724.2	419.7	85	324.5	118.2	451.7	183.8	587.7	114.5	411.2	65.9	390.2	150.6	621.8	111	538.9	124	457.1	259	692.1	204.1	560.3	141	581.5	167
NEUMATICOS Y TUBOS	122.6	9494.3	0	530.4	20.6	950.8	9.3	732.6	24.1	795.4	0	662.9	8.2	663.2	25.3	501.4	1.5	698.7	12.8	696.3	9.3	1367.4	0	943.3	11.5	952.1
"OBJETOS DE ARTE, PARA COLECCIONES Y ANTIGUEDADES"	1.9	9.9	0.5	3.7	0.1	0.2	0.2	0	0	0.1	0	0.1	0	0	0	0.6	0	0.5	0	0	0	0	0	4.4	1.1	0.3
OTRAS MANUFACTURAS DE METALES COMUNES	7468.2	16340	364.1	945.4	355.9	1194.5	891	1732.1	691.7	1110	672.8	1686	450	1233.5	584.9	1700.6	602.1	2010.8	669.8	1480.7	762.6	1479	400.1	1091.6	1023	675.8
OTROS ACEITES ESENCIALES	94.1	196.4	0	0	0.5	0.9	0.3	12	34.6	45.6	10.6	4.6	7.3	26.9	0.8	21.2	10	53.9	1.9	1.9	8.4	2.9	15.1	0.8	4.6	25.6
PAPEL Y CARTON	1276.8	6255	60.5	1319.6	16.2	381.5	52.5	352.3	28.1	237.3	49.8	289.6	107	728.1	4.8	406.7	401.9	526.5	498.5	605.9	17.9	594.8	8.8	264.3	30.9	548.4
PESCADO Y MOLUSCOS	0	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0
PIELES Y CUEROS	0	342	0	69.6	0	0	0	17.4	0	0	0	13.6	0	28.3	0	10.5	0	23.8	0	22.1	0	29.6	0	64.3	0	62.8
PINTURAS Y BARNICES	3839.1	13058.7	327.1	901.5	511.8	829.6	221.5	1136.9	287.2	798	247.4	1416.9	439.9	728.8	260.2	1082.9	231	994.1	310.3	1193.9	432.2	812.3	154	1331.7	416.5	1832.2
"POLVORA, EXPLOSIVOS Y ARTICULOS DE PIROTECNIA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PREPARADOS A BASE DE CEREALES	22633.3	25572.4	1511	1777.4	1845.3	1858.8	1861.4	1581.1	2013.5	1326.1	1433.7	1331.1	1991.8	2412.1	1945.4	2101.1	1957.2	2928.6	1996.4	2731.4	1892.6	2451.8	2038.6	2169.3	2146.3	2903.7
"PREPARADOS DE CARNE, PESCADO, CRUSTACEOS Y MOLUSCOS"	11782.3	6825.2	793.9	816.3	940.1	608.6	1090.8	490.8	851.7	137.5	763.4	248.6	1030.8	254.4	1061.7	702.2	951.9	414.9	906.3	853.6	1055.2	764	954.4	797.9	1382.2	736.4
PREPARADOS DE LEGUMBRES Y HORTALIZAS	8883.5	839	639.7	57.8	582.4	49.3	788.7	96.1	659.7	70	445.4	40.6	819.8	81	985.2	85.1	735.1	48.6	679.6	82.7	487.6	103.1	903.3	68.3	1157	56.5
PREPARADOS DE FRUTAS	3877.2	5569.3	239	184	326.2	481.7	336.7	639.2	364.9	476.6	370.4	459.1	314.1	462.3	402	313.5	240.1	540	232.9	413.8	278.1	594.3	492.5	633.6	280.3	371.2
"PRODUCTOS DE PERFUMERIA, TOCADOR Y COSMETICOS"	5515.3	4091.4	528.7	383.1	486.9	218.1	494.5	295.1	358.5	251.6	384.1	237.3	392	364.7	672.4	371.3	512	360.5	331.2	488.7	516.4	499.6	410	338.1	428.5	283.4
PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA	10057.8	14233.9	529.9	922.9	725.1	1237.4	790.6	852.1	763.4	896.1	931.8	1280.5	1222.6	1411.1	1092.9	1101.3	1071.4	1203	641.1	1370.4	718	1507.9	879.4	1011.9	691.6	1439.3
PRODUCTOS FARMACEUTICOS	29231.6	33753.8	1978.2	2506.1	3175.2	2178.9	2605.7	3388.2	2207.9	3443.5	4333.6	4309.8	2561.2	2903.5	1972.4	1814.5	1788.1	3408.2	1753.3	2435.4	1899.3	2808.4	2293.4	1845.1	2663.2	2712.3
PRODUCTOS FOTOGRAFICOS Y CINEMATOGRAFICOS	18.7	31.8	0	1.1	0	3	0	1.3	0	0	0	8.2	7.5	9.3	0	2.4	10.1	1	1.2	2.4	0	0	0	3.1	0	0
"ROPA DE CAMA, DE MESA, TOCADOR, COCINA Y BA&O"	2269.4	246.9	130.8	45.9	185.5	18.6	128.7	1.5	214.7	8.6	123.3	16.8	289.7	44.4	89.6	24.3	177.2	7.7	289	13.5	266.4	15.9	166.9	43	207.7	6.8
"SALSAS, CONDIMENTOS Y SAZONADORES COMPUESTOS"	8949.6	35571.5	479.6	2841.4	727.3	2285	726.5	3162.7	704.5	2268.3	624.1	2686.7	832.3	2742.4	865	2932.1	981	3010.5	748.4	3462.2	735.3	3211.3	752.9	3053.2	772.7	3915.6
