	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	394220.4	283746	26738.5	22822.2	34592.4	23133	36772.4	23497	26940.7	21914.3	32318.8	27701.5	33287.4	22915.4	33362.7	25953.9	35521.8	23732.5	32761.8	28415.1	35514.7	26265.8	31750.3	17978.1	34658.8	19417.2
INDUSTRIAS AGROPECUARIAS	3316.3	12967.2	259.6	1241.2	177	735.2	197	1037.7	346.6	644.6	536.9	1088.2	282.5	494.1	447.9	1047.1	226.4	1295.2	211.2	2008.1	187.3	1224.3	186.6	1520.8	257.4	630.9
AJO	0	1.5	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DE GANADERIA	95.4	161.2	0	0	5.5	16	9	45.5	0	41	15	6	7.6	0	5.5	9	0	42.7	2.5	0	33.2	0	17	1	0	0
ANIMALES VIVOS DIVERSOS	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARROZ	338.8	159	7.5	0	19.7	0	58.6	79	95.1	40	141.6	40	0	0	6.1	0	8.2	0	2	0	0	0	0	0	0	0
BANANO	52	15.3	0	0	0	0	0	0	0	0	0	10.4	0	3.9	0	1	0	0	0	0	20.1	0	28.7	0	3.1	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	280.5	222	89.9	0.9	2.8	42.2	2.4	24.9	4.7	0	26.8	0.4	5.9	48.9	53.6	15.8	5.8	7.5	42.4	3.8	7.7	65.8	2.8	10.2	35.7	1.6
CACAO	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.1	0
CAFE	3.5	2408.7	0	0	0	0	0	0	3.5	0	0	0	0	0	0	32.1	0	273	0	1150.6	0	116.5	0	836.5	0	0
CARDAMOMO	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	1.5
CAUCHO NATURAL (HULE)	8.5	7354.4	0	1131	0	601.6	0	559.1	0	352	0	441.9	0	39.6	0	826.6	0	812.4	0	685.9	8.5	804.4	0	627.8	0	472.1
