	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	288242.4	150180.3	24515.3	14627.6	22947.4	13739.2	22418.4	7556.4	22664.5	8909.5	23031.3	14438.6	24187.6	12002.8	23734.3	13234.4	24644	12723	24132.8	14030.7	27162.2	13007.4	24946.7	13418.4	23858	12492.4
INDUSTRIAS AGROPECUARIAS	2688.6	5029.6	99.7	731.8	188	222.6	96.8	62.9	198.1	128.5	269	466.6	261.3	462.6	190.5	339.9	267.8	378	347.8	406.5	373.6	946.3	265.4	652.7	130.5	231.2
AJO	0	4.2	0	0	0	0	0	0	0	0	0	0.5	0	2.9	0	0.6	0	0	0	0	0	0.2	0	0	0	0
ANIMALES VIVOS DE GANADERIA	75.8	19.6	12.7	0	0	0	0	0	0	1.5	10.6	1	10.9	0	0	0	4.9	13.5	7.7	0	29	3.6	0	0	0	0
ARROZ	0	7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1340.2	85	47.5	0.3	75.5	1.4	6	0.3	84.1	0.7	164.7	51.2	123.2	24.2	47.4	0	108.8	0	189.4	0	262.7	5	142.4	1.4	88.7	0.6
CAFE	6.6	0.5	0.1	0	0	0	5.5	0	0.5	0	0.6	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
CAUCHO NATURAL (HULE)	91.4	2601.6	1.3	175	26.3	112.9	0.7	0	16.1	78.7	12.7	290.8	11.7	176.9	19.4	256.6	0.6	258.9	1.1	281.8	1.3	552.4	0	269.7	0.3	147.8
CEBOLLA	22.9	269.4	0	4	0	9	0	0	0	2	0	36.8	0	149.9	2.2	67.7	0	0	3	0	17.7	0	0	0	0	0
ESPECIAS	275.6	62	8.1	0.5	29.1	0	26.7	0.1	13.8	8.8	13.7	17.2	16.7	0.1	14	0	12.3	15	39.4	0.4	19.6	0.7	65.8	17.1	16.3	2.2
FLORES Y FOLLAJES	20.6	14.3	0	0.8	0	0	0	0	4.3	0	0	0	7.3	0.1	0	0	0	12.8	0	0	0.4	0	3.8	0	4.9	0.5
FRIJOL	0	417.6	0	290	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	112.6	0	0	0	0	0	0
"FRUTAS FRESCAS, SECAS O CONGELADAS"	50.8	359.4	0	23	0	24.6	1.1	34.4	18.4	21	15	35.1	0.5	35.7	0	0.9	6.8	54.8	9.1	0.2	0	34.8	0	94.8	0	0
LEGUMBRES Y HORTALIZAS	32.6	290.9	3.4	126.9	1.7	39.8	1.1	28.2	8.5	0.9	2	1.7	1	5.2	0.9	10.6	0.9	2.7	0	11.5	13.1	42.8	0	2.4	0	18.2
MAIZ	0	49.4	0	3.4	0	2.8	0	0	0	0	0	0	0	33.6	0	3.4	0	6.2	0	0	0	0	0	0	0	0
MANZANA	0	5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.4	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	87.2	0	25.2	0	0	0	0	0	0	0	31	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	575.1	18.4	14.7	0	10.8	0.8	30	0	28.6	14.8	35.7	1.3	71.6	0	96.3	0	124.8	1.5	91	0	22.4	0	28.9	0	20.3	0
PAPA	5.8	36	0	33	0	3	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIMIENTA	153.1	0.2	9.4	0	36.1	0	20	0	10.6	0	14	0	18.4	0	3.7	0	8.4	0	6.6	0	2.3	0	23.4	0	0.2	0.2
