	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	303535.8	158723.2	22221.6	11785.2	24358.9	11889	26558.6	12483.6	20869.9	13676.5	24701.3	14577	22007.3	12237.4	25131.9	13683.2	26834	13478.7	27673.3	16489.4	29839.3	12919.9	28834.2	13202.5	24505.5	12300.9
INDUSTRIAS AGROPECUARIAS	3273.4	7585.9	177.5	681.9	157.6	343.2	248.9	646.9	199.5	807.4	195.3	739.7	195.2	477.3	470.9	818.1	582.6	575.2	361.9	863.6	345.9	522.1	151.7	687.5	186.5	422.9
AJO	0	18.4	0	0	0	2.5	0	2.5	0	2.5	0	0	0	3	0	3	0	0	0	2.5	0	0	0	2.4	0	0
ANIMALES VIVOS DE GANADERIA	137	11.1	28	0	10.6	0	0	0	26.2	0	5.6	0	7.5	1	0	1.4	23.4	2.1	0	0	17.9	2	17.8	0	0	4.6
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1866.4	76.7	87.4	0	112.6	3.5	135.6	0.2	118.2	6.1	127.8	49.3	101.1	0	306.6	0.5	306.2	2	214.8	0	239.6	5.2	73.4	10	43.2	0
CAFE	2.1	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	0	0
CARDAMOMO	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2
CAUCHO NATURAL (HULE)	24	3903	0	332.8	0	246	0.8	358.3	13.2	363	0	397.6	7.2	294.5	1.4	434.9	1.4	254.7	0	359.4	0	239.5	0	378.1	0	244.2
CEBOLLA	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0	11.9	0	0	0	1.4	0	0	0	0	0	10.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
