	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	519755.8	396467.2	40415.2	27291.3	43803.1	34253.3	42824	35328.9	43227.8	27414.8	45839.9	36395.6	41114	33833.4	44310.5	33511.5	43139.4	32891.6	43742.9	31995.5	48874.7	32936.9	42673.4	36915.1	39790.8	33699.3
INDUSTRIAS AGROPECUARIAS	8080.3	29519.3	361.8	1836	466.2	2619.4	470.4	2910.1	867.1	1080	722	2212.8	855.2	2673.1	829.2	3439.6	930.4	2425.1	749.4	3684.5	780.8	2288.2	587.3	2539.9	460.3	1810.6
ANIMALES VIVOS DE GANADERIA	234.1	12.5	0	0	44.1	0	0	0	38.6	0	20.4	4	0	6	0	0	1.3	0	112.1	2.5	5.7	0	12	0	0	0
ANIMALES VIVOS DIVERSOS	13.4	0	0	0	0.2	0	0	0	2.9	0	2.7	0	1.4	0	0.5	0	3	0	1.2	0	0	0	0.4	0	1.2	0
ARROZ	137.7	135	0	0	0	0	0	0	92.9	0	0	0	7.2	0	0	0	0	135	0	0	6	0	0	0	31.6	0
BANANO	35.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	0	26.6	0	1.3	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1416.5	123.5	25	1.9	1.3	1.9	12.1	0	103.9	18.5	114.8	2.7	129.5	1.4	285.3	95.2	290.6	1.2	188.9	0	257.5	0	7.7	0.5	0	0.2
CACAO	11.5	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAFE	3.1	1987.2	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	0	0	0	1987.2	0	0	0	0	0	0
CARDAMOMO	0	7.8	0	0	0	0	0	1.4	0	0	0	0	0	0.9	0	3.2	0	0	0	2.4	0	0	0	0	0	0
CAUCHO NATURAL (HULE)	199.5	16666.7	0	1221.2	24.5	1417.9	29.2	2022.8	14.5	347.3	15.3	1008.1	29.2	1718.3	25.9	1592.5	0	1361.6	28.5	1245.3	0	1539.9	3.4	2051.4	29.2	1140.3
CEBOLLA	11.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	0	3.8	0	0	0
