	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL	422686.9	318877.2	32728.1	24613.4	36618.7	25572	33754.8	24247.4	38022.1	27851.4	37507.2	26749.7	33600.6	27742	36742.7	30355.2	33508.5	29345.5	35127.2	26066.2	39330.8	26944.3	33367.2	26444.7	32378.9	22945.6
INDUSTRIAS AGROPECUARIAS	5726.2	18026.2	233.6	1236.8	311.9	1129	531	790.3	550.4	857.9	415.7	1114.3	504.8	1535.2	965.7	2451.1	495.4	1812.9	374.3	1833.3	797.7	2102.6	363.6	2036.9	182.1	1126
AJO	0	2.5	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DE GANADERIA	51.5	69.5	0	1	0	0	15	1.5	0	0	0	0	0	1	0	0	0	1	0	1	23.7	0	12.7	64	0	0
ANIMALES VIVOS DIVERSOS	8.2	0	0	0	0.9	0	0	0	0.6	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	3.5	0
ARROZ	363.9	90	3.3	0	46	0	26.3	0	3.3	0	148.1	0	0	0	72.6	0	3.3	45	7.8	0	22.9	45	9.8	0	20.6	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1467.5	181	36.1	19.3	85.3	29.6	258.9	1.1	183.2	0.4	79.2	18.1	39.9	9.9	350.5	25.2	232.9	2.6	11.9	16.9	45.1	0	83.1	57.9	61.4	0
CAUCHO NATURAL (HULE)	0	15764.7	0	1149.9	0	991.4	0	618.3	0	617.6	0	967.9	0	1312.5	0	2154.3	0	1596.1	0	1743.8	0	1934.9	0	1757.1	0	920.8
CEBOLLA	0.2	3	0	3	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0	3.8	0	0	0	0	0	1.3	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0
ESPECIAS	240.8	131.7	7.3	16.2	3.5	0.4	18.3	1	22	15.6	15.6	12.7	17.9	22.8	28.1	1.7	61.1	0.7	14.5	0.7	14.4	30.7	28.9	4.2	9.4	25
FLORES Y FOLLAJES	47.2	129.6	1.8	6.7	2.6	40.1	1.3	2.2	3.2	4.3	3.4	0	3	0	5.9	7.2	4.9	43.1	5.9	1	5.5	6.9	6.2	7.7	3.7	10.4
FRIJOL	0	74	0	0.3	0	0.7	0	0.5	0	16.8	0	0	0	48.1	0	5.9	0	0	0	0	0	0.6	0	0.7	0	0.6
"FRUTAS FRESCAS, SECAS O CONGELADAS"	970.2	323.7	149.7	32.5	125.2	18.7	115.7	25.8	168.7	31	98.7	21.4	86	34.4	88.4	3.5	21.9	26.5	89.4	48	0	10.7	17.5	46.8	8.8	24.3
LEGUMBRES Y HORTALIZAS	232.8	200.7	0	7.8	0	2.1	0.3	2	0.6	85.3	1.4	0	0	2	83.6	7.5	0.1	0	36.6	0	71.2	14.9	39	25.5	0	53.6
MAIZ	0	424.1	0	0	0	0	0	123.7	0	45.7	0	12.2	0	90.6	0	69.3	0	33.3	0	0	0	0	0	0	0	49.2
MANZANA	37.9	15.8	0	0	0	15.8	0	0	0	0	0	0	0	0	0	0	37.9	0	0	0	0	0	0	0	0	0
MATERIAS VEGETALES	3.2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0
MIEL DE ABEJAS	0	130.8	0	0	0	0	0	0	0	0	0	0	0	0	0	130.8	0	0	0	0	0	0	0	0	0	0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	612.4	25.9	14.1	0	37.2	0	64.2	0	138.5	0	46.1	0.1	18.8	2.4	94	5.9	74.1	3	53.5	9.9	28.1	0.1	2.9	0	40.9	4.6
PIMIENTA	102.3	4.1	0.2	0.1	1.6	0	12.4	0.1	0	0	1.4	0	3.7	0	0	0.4	12.5	0	58	0	0	3.2	12.5	0.4	0	0
