	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones	Importaciones	Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA)	476794	424519.8	32664.3	35571.4	37778.3	33193.5	42162.1	39720.2	33016.3	33413.8	42753.9	32768.5	36841	35607.4	44281.8	36101.7	42070.4	36183.7	38577.3	35857.3	44668	32989.5	43673.5	34883.8	38307.1	38229
INDUSTRIAS AGROPECUARIAS	5343.8	24290.2	85	1885.1	318.5	2062.3	143.8	3080.8	153.9	1201.5	360.6	1738.5	408.5	1694.2	572.4	1913.1	752	2642.5	988.9	1761.1	353.6	1816.7	748.7	2369.1	457.9	2125.4
AJO	0	3.5	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANIMALES VIVOS DE GANADERIA	67.7	123.4	0	0.7	20	0	0	8.1	0	0	0	0	10.1	49.4	14.3	4.8	3.1	0	11.5	60.4	0	0	0	0	8.6	0
ANIMALES VIVOS DIVERSOS	7.8	0	0	0	0	0	3.5	0	0	0	0.4	0	0	0	0	0	1.1	0	0	0	1.5	0	0.6	0	0.7	0
ARROZ	47.9	0	0	0	0	0	0	0	0	0	43.5	0	0	0	0	0	0	0	0	0	0	0	4.4	0	0	0
BANANO	5.9	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"BULBOS, RAICES Y PLANTAS ORNAMENTALES"	1686.5	162.5	0.4	2.3	52	51.5	19.6	4.1	16.4	1.2	105.4	30.3	226.2	0.5	390.4	8.3	373.7	53.4	324.5	0	23.7	2.4	132.1	0.4	22	8.1
CAFE	0	1698.6	0	467.1	0	392	0	452.3	0	256.8	0	130.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARDAMOMO	0	2.9	0	0	0	0.2	0	0.2	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	1.1	0	0.7
CAUCHO NATURAL (HULE)	171.2	18863.9	14.5	1295.3	14.5	1433.1	0	2320.1	14.3	750.7	22.2	1179.3	22.5	1211.1	25.2	1682.5	14.5	2296.9	0	1366.3	29.1	1654.9	0	2158.9	14.5	1514.7
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)"	0	14.2	0	2.8	0	0.9	0	0	0	1.2	0	3	0	0	0	0.7	0	0.7	0	2.6	0	0.8	0	1	0	0.4
ESPECIAS	66.9	472	1.9	1.6	9.6	41.5	10.3	51	3.8	12.9	4	51.5	1.5	91.5	6.8	8.2	1.8	41.2	7.6	13	4.8	17.7	13.3	73.6	1.6	68.2
FLORES Y FOLLAJES	51.3	208.6	0	19.1	0	7.6	0	90.1	0	0.5	0	1	0	4.5	0	4.2	0	7.2	0	58.4	0	5.6	51.3	4.9	0	5.4
FRIJOL	0	25.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6
"FRUTAS FRESCAS, SECAS O CONGELADAS"	1544.5	943.2	0	55	2.6	45.9	2.8	43.7	5.3	36.2	0	91.5	0	175.8	52.8	98.8	108.5	139.8	223.8	92.3	267	63.3	507.7	51.9	374.1	49
LEGUMBRES Y HORTALIZAS	696.3	81.4	0	18	31.5	8.5	0	10.1	17.7	8.8	0	21.5	46.6	1.5	31.9	2.8	189	4	379.5	1.5	0	0.5	0	1.9	0	2.2
MAIZ	0	366.9	0	0	0	0.2	0	14.3	0	42.4	0	159	0	37.5	0	36.1	0	77.6	0	0	0	0	0	0	0	0
MIEL DE ABEJAS	0	54.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL	667.1	130.1	8.3	5.7	143.4	13.6	90.4	13.3	67.6	17.4	128.7	1.9	89.6	4.2	40	2.2	34.9	13.5	24.8	30.8	17.1	21.9	3.8	5.7	18.5	0
PIMIENTA	81.5	112.5	2.8	4.2	15.3	2.2	11.3	3.2	1.8	28.4	8	14.4	0.9	27.1	7	0.5	0.8	0.5	13.5	0.6	0	13.2	12	7.9	8	10.4
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA"	249.2	302.4	57.2	13.2	29.7	16.9	5.9	21.4	21.1	35.6	48.4	5.5	11.1	45.7	4.1	19	24.5	7.7	3.6	45.1	10.4	36.3	23.5	16.8	9.8	39.1
SEMILLA DE AJONJOLI	0	461.1	0	0	0	48.3	0	49	0	0	0	49	0	45	0	45	0	0	0	90	0	0	0	45	0	90
TABACO EN RAMA O SIN ELABORAR	0	257.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.2
TOMATE	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
YUCA	0	5.9	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INDUSTRIAS MANUFACTURERAS	455860.3	383364.2	31653.9	32091.2	35447.2	29191	39940.1	34495.9	31392.2	30936.5	40759.6	30239.5	35349.2	32492.7	42242.7	32857.4	40408.7	31765.8	36765.5	32794.3	43313.9	30098	41729.2	31635.9	36858.1	34766.1
ABONOS Y FERTILIZANTES	203.3	1553.5	0	83.4	10.3	202.1	7.6	96.1	0.6	154.9	0	91.5	19.3	113.3	27.7	181.8	51.2	150.4	8.7	102	9.2	130.1	9.8	102.5	58.9	145.5
ALIMENTOS PREPARADOS PARA ANIMALES	1071.9	1597.6	33.5	137	100.9	124	262.7	129.5	26.9	152.4	45	172.5	39.4	132.1	35.2	127.3	141.5	131.9	68.4	209.6	148.4	132.6	78.2	95.5	91.9	53.1
APARATOS ELECTROMECANICOS DE USO DOMESTICO	16936.7	2162.1	913.3	122.3	1294.5	47.8	1388.1	77.9	880.3	296.6	1330.5	138.1	1343.7	342.3	2195.1	221.4	1292.5	75.9	1052.3	264.4	2297.4	259.4	1583.6	194.5	1365.3	121.6
APARATOS DE REGISTRO Y REPRODUCCION DE SONIDO	998.6	160.1	515.8	26.6	13.8	3.6	17	13.1	21	1.6	13.9	39.8	33.5	0.4	61.4	0.7	47.5	17.8	182.6	0	34.3	26.5	36	0.3	21.8	29.7
APARATOS TRANSMISORES Y RECEPTORES	2526	1021.7	40.8	61.1	38.4	91.7	148.5	17.1	63.5	66.8	4.5	2.6	202.8	63.7	110.6	77.1	1072.8	29.3	25.1	1.9	260.7	19.8	337.2	310	221	280.8
ARMAS Y MUNICIONES	452.3	0	0	0	0	0	150.2	0	0	0	0	0	0	0	67.4	0	158.3	0	42.2	0	0	0	34.3	0	0	0
ARTICULOS DE VESTUARIO	834.8	6552	177	698	170.6	382.6	92.6	600.2	96.2	373.1	126	268.9	17	598.6	51.6	608	12.3	268.6	26.7	474.9	13.5	327.8	17.3	907.9	34	1043.5
AZUCARES Y ARTICULOS DE CONFITERIA	3697.9	6440.7	190.1	403.8	223.2	652.7	272.9	666.9	245.4	521	301.9	375.7	289.6	567	253.7	525	159.5	378.1	262.7	592.4	355.3	533.2	406.8	605.4	737	619.5
BATERIAS ELECTRICAS	1186.8	596.6	232.5	39.1	0	31.3	26.9	70.4	75.7	37.4	48.5	46.6	65.3	45.7	129.9	62.3	63.9	60.8	41.8	55.6	185.8	64.2	254.7	56.9	61.8	26.2
BEBIDAS LIQUIDOS ALCOHOLICOS Y VINAGRES	55706.4	2486.9	4981.6	428.3	3922.6	188.9	3981.5	183	3422.9	105.4	4945.2	168.5	4445.7	103.7	5329.8	201.2	5819.6	258.6	3666.4	161.1	6496.2	317.2	5218.3	152.5	3476.5	218.6
CAFE SOLUBLE Y MOLIDO	76.6	5.7	75.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0.3	3.2	0.9	0
CALZADO	286.1	5959.1	18.9	648.4	0.1	486.8	17.1	349.5	30.1	354.2	12.6	367.4	53.8	633	18.5	406.3	2	316.1	59.7	355.5	34.4	514.7	2.3	683.1	36.5	844.1
CAMARON Y LANGOSTA	29.2	194.9	4	0	0	5.8	0	24.5	5.1	28.1	0	12.9	6.6	14.2	3.9	35.3	0	27.8	0	5.5	0.2	23	0	17.8	9.4	0
CARNE	3271.4	3830.8	368.6	336.2	159.7	327.5	360.4	563.5	72	646.3	208.1	377.1	373.6	75.3	266	382.6	283.5	326.2	279.8	328.1	79.7	230.7	264.6	237.4	555.5	0
CERAS	457.4	5254.3	34.7	270.2	22.6	338.7	72	596	26.1	441.1	41.5	401.4	23.1	399.4	52.9	519	33.7	589	55.1	355.9	25.2	430.5	35	442.9	35.5	470.2
CLAVOS Y TORNILLOS	129	88.8	19.1	7.8	1.4	0	11.9	8.3	12.1	6.2	3.9	17.5	0.2	10.3	43.9	4.8	0.3	13.1	3.4	0.7	11.1	6.5	19.6	7.2	2.2	6.5
DETERGENTES Y JABONES	3273.7	22269.7	206.1	2273.6	195.6	1613.9	319.2	2039.6	196.7	1822.4	328.8	1729.4	250.8	1702.9	380.8	1840	289.7	1812	258.4	1711.3	340.5	1913.3	220.7	1747.8	286.4	2063.3
"DISCOS, MATRICES Y CINTAS (DE GRABACION)"	28.1	15	0	0.8	0	0	0	2.4	0	0.4	0	3.7	0	0	0	0	0	2.6	2.7	0	23.4	3.3	0	0	2	1.7
GLICERINA CRUDA	0	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRASAS Y ACEITES COMESTIBLES	1855.2	3741.8	161.9	262.3	149	151.5	158.6	324.7	125.5	431	215.3	224.4	126.1	606.5	175.2	360	160.9	248.3	140.7	253.2	128.1	250.8	202.5	315.5	111.4	313.6
HARINAS DE CEREALES	328	793.9	7.1	57.2	11.7	74	14.1	51.6	8.4	90.7	28.8	65.2	9.2	65.2	12.9	49.6	12.4	49.4	22.8	61.7	76.9	77	67	71.4	56.6	81
HERRAMIENTAS ARTICULOS DE CUCHILLERIA	181.7	202.9	9.8	8.4	19	5.5	11.9	6.2	14.7	2.3	17.3	7.1	6	10.2	19.9	13.9	18.1	7	10.4	8.8	32.9	30.9	19.5	2.5	2.1	100.2
HILOS E HILAZAS	626.5	1692	31.8	61.5	106.5	75.1	64	56.6	99.1	121.8	31.1	76.5	48	173	40.1	124.8	44.1	269.8	65.7	254.5	49.2	195.4	22.2	131.9	24.6	151.1
"INSECTICIDAS, FUNGICIDAS Y DESINFECTANTES"	19215	23475.3	773.4	2274.9	1420.8	1198	1828	1384.6	768	1810.5	1989.3	2149.2	1710.4	2402.7	2184.5	2160.8	1620.2	1787.2	1752.7	2153.4	1501.8	1537.2	2187.2	2206.8	1478.7	2410
