,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),6507752.5,4364640.4,475973.5,291244,475505,325885.1,643072.4,406841.8,520042.4,399167.4,640248.4,367096.3,547870.5,351827.1,512652.5,353897.3,591033.6,374240,488318.1,375860.9,516299.9,316021.2,566055.5,364454.2,530680.7,438105.2
INDUSTRIAS AGROPECUARIAS,564182.7,1475573.2,39558.8,100862.7,38772.1,114377.4,62575.7,159081.2,36338.3,161481.3,67930.4,137140.2,31869.5,124441.4,39361.8,118647.1,48674.5,104876,51743.7,129927.5,39689.4,80638.9,53909.5,80443.7,53759.1,163656
AJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGODON,60225.8,0,3677.1,0,5605.7,0,7409.4,0,5093.6,0,11314.9,0,5680.8,0,2679.2,0,3566.5,0,2812.6,0,4864.7,0,3746.6,0,3774.8,0
ANIMALES VIVOS DE GANADERIA,409.4,4.1,0,3,0,0,8.8,0,0,0,281.6,0,97.5,0,6.2,0,0,0,3.9,1,3.7,0,5.7,0,2,0.1
ANIMALES VIVOS DIVERSOS,237.8,8.8,20.7,0,18.3,0,23.7,0,9.4,2.6,21,0,25.8,0,13.3,3.8,25.7,0,17,0,21.1,2.4,17.6,0,24.3,0
ARROZ,32625.5,36.8,0,2.2,2785.9,1.5,2597.7,4.7,3685,0,2445.6,1.7,2343.8,2.8,2326.6,0.9,5084.8,0.9,3181.6,4.2,2298,9.8,2001.4,2.9,3875,5.4
AVES DE CORRAL VIVAS,4778.6,0,471.1,0,366.1,0,322.6,0,483.1,0,498.4,0,344.4,0,362.8,0,444.3,0,417.4,0,298.3,0,434.3,0,335.8,0
BANANO,49.2,479574.1,0,26212.5,10.6,31880.9,17.6,42144.3,2.4,39472.2,1.4,40082.9,0,42272.3,0,34755.2,0,42061.4,5.6,44418.4,0,36360.7,11.7,38450.5,0,61462.9
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",15321.1,30989.7,437.6,4554.5,400.1,3452.9,968.2,2926.1,2042.5,1496.7,746.7,1907.3,2077.8,2723.2,818.6,3754.6,752.7,2359.5,2261.2,2064.8,2253.4,1953,2230.9,1916.3,331.4,1880.8
CACAO,0,15.6,0,0.1,0,1.1,0,0,0,0,0,0,0,9.4,0,0,0,4.9,0,0,0,0,0,0,0,0.2
CAFE,0.3,475840.3,0,24005.3,0,41482.3,0,48687.2,0,61957.8,0,63740.5,0,56506.4,0,41114,0,28436.3,0.1,56742.2,0.1,18389.3,0,8888.8,0,25890.3
CARDAMOMO,0,9276.3,0,1800.3,0,1289.3,0,924.4,0,1025.4,0,672.9,0,966.5,0,488.4,0,48,0,79.1,0,292.1,0,1030.1,0,659.8
CAUCHO NATURAL (HULE),1889.4,75273.4,110.4,3270.2,233.6,3159.9,94.2,3603.7,48.1,5157.9,217,5920.7,156.5,7759.7,200.6,7296.3,102,9759.1,88.1,6558.3,334.5,9413.4,182.6,7554.2,121.7,5820.1
CEBOLLA,137.5,1460.7,0,177.2,0,136,0,99.7,0,92,0,84.3,0,146.3,2.4,145.2,0,106.5,32.3,106.5,35.5,106.5,56.3,106.5,11.1,154.2
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",419.9,14.7,55,0,27.7,2.6,66.3,1.3,74.7,0.9,0.4,1.7,10.4,2.2,56.6,0,22,0,0,1.9,39.6,0,45.3,2,21.9,2
ESPECIAS,522.9,1733.4,24,52.8,109.4,6.5,111.9,9.4,34.6,773.2,22,309.9,31.7,190,15,116.3,25.9,33,14.5,24.4,37.1,69.5,57.1,96.2,39.8,52.1
FLORES Y FOLLAJES,285.6,10782.5,32.8,963.4,40,1184.9,39.2,649.1,26.1,1753.3,0.1,982.4,0,809,0.1,613.2,3.3,670.9,0.1,1031.2,0,855.6,143.3,746.2,0.6,523.3
FRIJOL,631.1,13598,17.5,971.6,1.5,1089.5,165.5,1570.8,40.8,1397.1,1.2,1233.3,107.1,829.3,1.2,931.7,51.9,1088.2,17.8,1048.8,130.9,1252.3,60.8,1146.1,34.8,1039.2
"FRUTAS FRESCAS, SECAS O CONGELADAS",18087.7,192056.8,367.9,20150.4,478.6,11985.5,288.3,40113.5,404.8,31424.4,185.1,8884.4,652.7,3316.5,262.2,4395.7,644,6180.8,1617.7,4573.2,1267.6,1815.3,4637.8,8745.2,7280.9,50472
HUEVOS DE AVES,5170.9,0,498.9,0,415,0,351.6,0,83.9,0,132.8,0,354,0,399.1,0,525.5,0,693.9,0,1089.4,0,384.2,0,242.5,0
