,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL,5240777.7,3041168.4,402202.9,248026.7,452466.1,260010.5,418550,276607,518090.7,304295.6,465142.2,245331.5,457581.5,306185.1,488637.7,259268,495841.7,257114.9,381092.4,242320.1,477798,235399.3,340946.8,199782.2,342427.8,206827.7
INDUSTRIAS AGROPECUARIAS,500255,937698.6,29939.6,67986.3,55289.9,84697.2,45288.6,103637.8,46231,106937.6,30133.5,85742.1,30549.1,84943.5,37653.6,75234.2,37731.5,70409.2,39724.1,60264.1,65805.2,49455.2,29332.3,62399.9,52576.9,85991.5
AJO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALGODON,42015.6,0.1,2753.5,0,3829.7,0,5498.9,0,3527.9,0.1,2291.2,0,6596.6,0,1689.2,0,6060.1,0,2059.8,0,4110.9,0,1613.9,0,1984,0
ANIMALES VIVOS DE GANADERIA,706.9,1,1,1,0,0,139.1,0,0,0,0,0,318.5,0,0,0,115.1,0,0,0,32.6,0,0,0,100.5,0
ANIMALES VIVOS DIVERSOS,160.2,12.6,15.4,0.8,12,0.3,10.6,0.5,12,0.2,7.3,0.2,13.6,3.2,8.4,5.3,16.9,0,12,0.4,8.8,0.2,26.9,1.6,16.2,0
ARROZ,42414.2,115.2,361.3,18.1,3417.9,3.4,4462.7,8.7,4496.9,4.9,3793.8,54.4,1546.4,18.6,6564.5,1.7,1454.7,0.8,763.6,0,5011.7,1.7,2874.7,0,7666.1,2.9
AVES DE CORRAL VIVAS,4001.5,0,346.5,0,432.6,0,305.5,0,353.3,0,403.9,0,271.1,0,417.3,0,248.2,0,221.7,0,379.1,0,263.9,0,358.3,0
BANANO,35.6,281214.8,0.3,16702.8,0,16280.2,0,19765.3,0,23189,0,23244.8,1.2,21444.9,2.7,20114.8,0,21936.3,0,25475.7,10.5,22454.8,10.5,30836.5,10.5,39769.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",10042.6,22822.5,1132.7,2514.4,101.8,2146.5,518.4,1553.1,876.6,1461,647.8,1562.9,388.2,2496,449,3059.9,2164,1764.4,1967.1,1397.2,318.4,1639.5,850.1,1343.9,628.4,1883.6
CACAO,0,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3,0,0,0,0,0,0,0,0,0,0
CAFE,0.1,302027.5,0.1,19823.4,0,34588.8,0,38867.5,0,47668.5,0,41619.8,0,39777.1,0,28866.4,0,22087.5,0,8469,0,7050.6,0,4905.1,0,8303.7
