,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),6487705.2,3915759.2,554259.4,343038.6,552096.6,276106.1,510221,342260.4,540948.8,319789.7,540159.6,356194.1,472506.3,296654.3,547431.5,335910.1,478859.4,323575,585094.3,269500.7,599974.6,310620.5,553963.6,317790.9,552189.9,424318.8
INDUSTRIAS AGROPECUARIAS,412947.6,1561107.7,40220,122681.1,24724,121277.7,40123.2,155355.3,25946.7,154195.3,33363.4,128132.2,29386.6,113369.8,26487.3,118379.7,21959.9,126896.2,37184.8,95543.2,45665.7,91277.6,50287.7,129601,37598.2,204398.6
ALGODON,47379.8,0,2663.6,0,3305.9,0,4548,0,5069.5,0,4846.2,0,4015.6,0,3162.9,0,4255.5,0,4700.7,0,3487.5,0,4280.8,0,3043.5,0
ANIMALES VIVOS DE GANADERIA,879.1,24.4,0,4,0,0,0,0,158.3,0,257,7.9,440.2,0,3.6,2,15.2,1.5,2.4,0,0,0,0,0,2.5,9
ANIMALES VIVOS DIVERSOS,215.4,14.3,14.9,0,15.4,0,16.2,0,17.8,6.5,20.9,6,17.9,0,17,0,21.3,0,25.2,0,10.8,0.6,21.8,0.6,16.1,0.6
ARROZ,35707.9,66.4,3265.3,0.5,2584.2,8.1,2739.5,2.5,501.7,12.2,5025.5,2.4,2806.5,3.2,3490.8,2.5,2068.2,11.7,1207.6,5.3,3701.4,12.9,2702.6,0.7,5614.6,4.4
AVES DE CORRAL VIVAS,5746.6,0,460.7,0,473.7,0,495.9,0,272,0,443.8,0,553.9,0,592.2,0,426.6,0,426.6,0,713.6,0,425.6,0,462.1,0
BANANO,352.7,596038.3,20.5,44124.7,0,43974.2,215,50620.3,8.5,49670.5,13.2,51597.2,5.1,37619.4,0,41945.5,0,55187.9,43.6,47063.2,46.8,54300.3,0,59888.7,0,60046.4
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",18378.2,41460.8,623.4,4642.1,175.5,5548.7,1775.8,3335.3,983.2,2266.9,1768.9,3528.7,1545.9,4274.7,1133.2,4335,3742.6,2871.2,1480.9,3693,2632.3,2589.4,1278.2,2052.3,1238.4,2323.6
CACAO,0,25.2,0,0,0,0,0,0.5,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0
CAFE,0,327578.7,0,20171.1,0,29606.4,0,34073.9,0,46484.3,0,45525.7,0,42003.5,0,37595.1,0,29539.2,0,17040.6,0,5918.4,0,7223.7,0,12396.6
CARDAMOMO,0.1,5143.6,0,720.9,0,703.6,0,461.8,0,823,0,459.1,0.1,550.3,0,310.5,0,148.9,0,29.4,0,229.2,0,344.4,0,362.5
CAUCHO NATURAL (HULE),1337.4,49300.8,167.9,6079.1,74.5,3893.4,4.1,4382.1,292.1,4311.8,139,3904.4,67.4,3932.9,88.9,2772.4,70.5,4147.7,207.5,3837.8,164.5,4928.6,13.1,3700.4,47.8,3410.1
CEBOLLA,63.7,1645.9,0,133.8,0,118.4,0,115.3,0,107.3,0,145.5,0,169.5,0,156.5,0,182.6,21.9,156.5,0,129.8,41.7,98.9,0,131.8
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",161.4,11.3,18.6,0.6,0,0,0,0.9,0,0.3,0,0,11.2,0,70.6,2.9,0,1.1,0,2.6,23.7,0,37.2,2.5,0,0.5
ESPECIAS,769.5,720.3,56.3,43.1,25,81.1,283.6,33.7,25.4,13.3,43.9,133.6,41.9,82.8,54.1,72.5,40.8,22.6,26.8,49.4,67.8,64.3,49.2,54.6,54.6,69.3
FLORES Y FOLLAJES,158.9,12597.9,0,1559.2,0,1302.9,0,702.4,0,1729.4,0,1162,0.9,859.2,0,989.4,0,798,0,953.5,0,1060.2,158.1,902.1,0,579.6
FRIJOL,65.8,36458.2,15.1,2265.9,0,2192.1,0.9,2747.8,0,3116.1,2.5,3410.2,0,3144.3,47.3,2538.5,0,2848.4,0,2425.3,0,3286.8,0,4396.1,0,4086.6
"FRUTAS FRESCAS, SECAS O CONGELADAS",20216.4,273714.6,719.9,17174.2,719.3,13055.4,576.3,38108.8,708.8,31620,353.7,6703.1,390.6,5947.7,744.8,9505.2,928.8,8281.5,1839.8,6031.2,1787.1,4554.5,4514.9,35233.4,6932.5,97499.5
HUEVOS DE AVES,3417.9,0,399.9,0,162.9,0,190.4,0,414.1,0,299.5,0,308.7,0,342.2,0,270.9,0,259.6,0,544.9,0,19.8,0,205.1,0
LEGUMBRES Y HORTALIZAS,8480.2,108591.4,872.3,14882.9,1621.4,11500.2,257,11881.1,949.3,8844.6,525.8,6854.2,591.8,6030.9,596.7,6956,447.8,10658.9,962,7145.8,1124.4,6758.3,368.6,7676.5,163,9401.9
MAIZ,104795.4,212.8,15504.5,10.1,108,7.3,17596.7,11.6,953.8,10.2,6735.8,8.5,3357.9,5.2,1671.7,4.9,6282.3,4.1,5657.1,56,19833.9,32.8,10987,45.4,16106.8,16.6
MANZANA,9393.1,0,811.4,0,375.4,0,616.7,0,446,0,320.6,0,275,0,227.7,0,256.8,0,198.8,0,470.7,0,2578.6,0,2815.4,0
MATERIAS VEGETALES,34,29.1,3.2,0,0,1.3,3.2,0,19.4,5,0,13.2,0,2.4,0,0,0,0,0,0,0,7.3,8.2,0,0,0
MIEL DE ABEJAS,0.2,371.2,0,0,0,4,0,0,0,4,0,72.3,0,110.8,0,112.6,0,0,0,0,0,54.2,0.2,2,0,11.4
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,3527.5,4029.9,152.5,809,352.7,891,335.8,405.5,553.9,199.3,315.8,91.4,94.7,424.7,294.1,146.5,255.2,101.9,327.4,127.9,343.9,115.3,285.4,211.5,216.1,506.1
PAPA,962.2,0,50.9,0,27.6,0,15,0,16.3,0,12.2,0,451.8,0,224.5,0,0,0,137.8,0,0,0,0,0,26,0
PIMIENTA,128.8,548.1,24.4,105.7,3.2,7.2,16.4,4.9,6.1,41.3,10.9,5,3.4,37.1,18.1,3.1,14.8,60.2,5.4,152.3,8.1,8.4,18.1,40.3,0,82.6
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",2175.5,681.9,55.8,145.6,64.8,154,49.3,36.7,440.9,1.9,77,2,50.1,33.3,237.1,166.1,119.6,106.5,367.4,4.6,451.3,28.7,261.1,2.4,1.3,0
PLATANO,23.6,36739,8.5,2990.4,6.6,2271.1,0,2522.1,0,2456.8,0,3557.6,6.5,2582,0,2598.8,1.9,2195.3,0,1834,0,2359.6,0,4342.1,0,7029
SEMILLA DE AJONJOLI,22.2,12186.8,0.3,683.6,0,1091.1,0.5,2281.3,0,1061.1,5.5,417.6,10.2,371.6,0,551,0.1,1699.4,5.3,1190.9,0,1046.7,0.3,461.9,0,1330.5
TABACO EN RAMA O SIN ELABORAR,0,34209.8,0,2803.7,0,2574,0,1586.3,0,0,0,107.5,0,4867.3,0,7609.4,0,8025.3,0,3738.6,0,2392.5,0,342.1,0,163.1
