,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones,Importaciones,Exportaciones
TOTAL (AGROPECUARIA + MANUFACTURERA + EXTRACTIVA),7343593.5,3846585.2,616946.8,295093.4,554492.7,258175.4,648245.4,402227.2,596557.1,343735.9,645883,308967.5,575180.7,346278.1,633334.8,350914.1,614076.5,300154.3,622070.7,321016.4,636377.5,295302.6,591978.3,293738.2,608450,330982.1
INDUSTRIAS AGROPECUARIAS,533869.2,1483698.6,49067.7,115044.3,41268.3,112010.2,29457.5,176561,67305.4,158020.7,41889.5,127761.7,43350,104050.1,44618.9,108794.2,42304.7,111281.8,35853.9,112693.1,38146.4,90905.4,41224.5,118740.9,59382.5,147835.3
ALGODON,45810.8,0,3768,0,5322.8,0,4544.7,0,2903.3,0,4219.5,0,3850.3,0,7465.4,0,3700.7,0,1541,0,2882.9,0,3121.3,0,2491.1,0
ANIMALES VIVOS DE GANADERIA,221.4,31.9,35.2,6,3.9,2.5,0,0,15.7,0,48.1,5.4,45.1,0,0,0,12.2,0,0,0,13.7,0,0,0,47.6,18
ANIMALES VIVOS DIVERSOS,262.3,8.7,41,1.5,16.9,0.1,13.6,0.6,23.3,0,20.5,0.8,19.4,1.4,28,0.6,21.9,0.8,15.8,1.7,22.8,0.7,20.3,0.7,18.8,0
ARROZ,41449.1,96.5,1799.2,13.8,1622.2,5.4,3568,3.4,5972.5,7.4,4849.1,10.9,1485.1,6.3,4925.6,7.8,3563.2,9.3,2079.8,7.1,3550.7,15.1,1061.8,4.7,6971.9,5.2
AVES DE CORRAL VIVAS,6271.6,0,684.5,0,290.9,0,542.3,0,589.9,0,576.4,0,518.9,0,701.6,0,525.5,0,227.8,0,555.7,0,500.4,0,557.6,0
BANANO,105.3,621643.4,8.5,42815.7,5.2,44883,17.4,58438.8,12.1,59001.1,31.1,52063.1,16.8,39398.7,0,50524.6,0,57584.1,0,59838.7,0,55804.6,6.6,49635.4,7.4,51655.8
"BULBOS, RAICES Y PLANTAS ORNAMENTALES",30141.4,28183.2,1254,3199.4,930,3400,2472.3,2181.7,1982.2,1758.8,2093,1711.8,3470.3,1718.9,1330,1667.8,4379,1158.8,3508.7,3419.7,3559.7,2743.7,2962.2,2615.6,2200.1,2607.1
CACAO,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,0,0,0,0,0,0,0,0
CAFE,0,296380.7,0,20183.8,0,23067.9,0,40047.9,0,37345.4,0,40468.7,0,35996,0,24729,0,25161,0,17402.1,0,6786.4,0,10161,0,15031.4
CARDAMOMO,0,4427.8,0,770.8,0,553.4,0,353.5,0,179.5,0,360.8,0,311.4,0,634,0,240.1,0,0,0,233.4,0,301.6,0,489.2
CAUCHO NATURAL (HULE),1210.4,26981.7,162,4343.6,15.1,1954.6,97.2,2761.8,44,1315.3,98.2,2279.8,101.3,2087.6,121,1651.3,96.3,2754.4,222.3,1985.9,67.1,2444,68.8,1885.2,117.3,1518.2
CEBOLLA,45.8,1453.8,0,78.6,14.7,156.8,0,94.5,0,130,0,123.8,0,97.1,0,109.1,0,115.9,0,127.5,6.7,107,24.5,157.8,0,155.7
"CEREALES DIVERSOS (CENTENO, CEBADA, AVENA, SORGO, ETC)",395.4,12.1,10.4,2.1,10.9,0,10.7,2.2,27,0.7,40.2,2.2,19.7,0,110.9,0.5,41.2,0.2,32.6,1.1,9.4,0,37.6,1.1,44.8,1.9
ESPECIAS,680.3,602.3,50.6,24,41,19.3,39.2,57.2,63,63.8,46.3,156.5,14.3,59.7,105.8,17.4,60.1,45.3,28.9,48.9,66.6,49.5,98.4,39.1,66.1,21.5
FLORES Y FOLLAJES,173.9,13292,1.7,1672.5,0,1392.5,0,735.4,3.6,2053.2,7.2,989.4,0.2,840.5,0,902.9,0,881.6,0,1311.6,0,934.5,147,861.9,14.2,716
FRIJOL,7.6,36497.1,0,2533.8,5.2,2234.2,0,3233.8,0,3546.5,2.4,3566,0,2338.9,0,2304.7,0,2171.7,0,2271.9,0,3477.2,0,4910.3,0,3908
"FRUTAS FRESCAS, SECAS O CONGELADAS",20944.1,238630.1,913.2,19344.8,1219.2,13777.8,697,48053.5,443.5,36593.8,600.8,12138.3,372.3,7152.5,827.9,7211.9,1141.1,6254.5,1469.5,6787.2,2024,4484,4685.9,30658,6549.7,46173.6
HUEVOS DE AVES,3534.3,0,151.5,0,166.6,0,241.7,0,453.2,0,322.2,0,400.4,0,253.5,0,192.3,0,447.6,0,527.1,0,149.9,0,228.3,0
LEGUMBRES Y HORTALIZAS,8777.8,119263,420.8,11593.8,1327,12533.4,511.6,14317.9,776.6,10113.3,519.1,6802.6,545.1,4956.7,1103.2,8271.4,713.8,8731.2,909.3,9223.6,1046.7,9017.5,429.4,11019.9,475.1,12681.9
MAIZ,204251.1,31.1,13743.8,1.4,17035.6,4.5,6626.2,1.6,28652.8,2.4,15770.7,1.3,20975.8,0.7,13787.5,7.4,16803.3,1.7,15037,0.9,13994.8,1.5,16982.9,6.6,24840.7,1.3
MANZANA,9984.6,0,871,0,1314,0,590.4,0,214.4,0,300.5,0,147.8,0,312.7,0,335.3,0,260.9,0,685.5,0,1899.8,0,3052.2,0
MATERIAS VEGETALES,10.7,26.1,0,4.6,0.1,1.6,0,0,0,2.8,0,7.3,0,0,8.8,0,0,0,0,1.7,0,0,0,5,1.8,3.2
MIEL DE ABEJAS,0,105.8,0,0,0,8,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,3.7,0,0
OTROS PRODUCTOS DEL REINO ANIMAL Y VEGETAL,4119.9,4246.5,166.8,979,166.9,969,224.8,720.5,926.9,232.2,311.2,108.8,176.5,191.2,158.2,277.1,66.5,104.5,211.8,104.1,368.4,80.2,577.1,247.5,764.8,232.4
PAPA,1128.8,0,19.7,0,42.9,0,0,0,19.6,0,42.5,0,327.5,0,428.2,0,12.3,0,157.8,0,21,0,24.6,0,32.6,0
PIMIENTA,125.9,345.8,7.4,64.7,17.3,0,17.3,21.9,20,0,6.7,0.3,1.6,0,12,0,6.3,34.6,4.7,0.3,18.8,30.4,6.9,166.8,6.9,26.8
"PLANTAS, SEMILLAS Y FRUTAS PARA USO MEDICO Y PERFUMERIA",1575.6,256,39,0.1,27,1.4,116.3,19.6,596.3,0.2,82.4,3.5,26.2,0.1,56.9,7.1,58.8,32.8,69.1,43.9,399.7,42.5,52.1,101.4,51.8,3.3
PLATANO,69.2,38294.5,39.9,3189.8,6.5,2523.5,0.5,2162.9,0,2922.9,0,3470,0,2555.8,6.5,3117.1,0,2544.6,0,2396.4,14.1,2643.3,0,3723.9,1.6,7044.2
SEMILLA DE ALGODON,0,118.9,0,0,0,0,0,118.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEMILLA DE AJONJOLI,32.6,13649.9,10.5,1279.4,0.4,1935.5,0,1303.3,0.6,1461.8,0,1428.9,0,1536.9,10.9,1107.3,0,807,0,1015.6,0,543.1,10.2,494.8,0,736.2
TABACO EN RAMA O SIN ELABORAR,0,21487.1,0,19.2,0,0,0,0,0,26.9,0,1275.3,0,4554.7,0,5828.7,0,2425.4,0,6215.8,0,82.3,0,54.5,0,1004.3
TOMATE,0,17563.7,0,2921.9,0,2584.4,0,1929.2,0,1262.7,0,786,0,241.1,0,319.2,0,167,0,487.3,0,1380.7,0,1684.1,0,3800.3
